Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-16,ALB,Albania,Elbasan,41.040028,20.186454,2,0,0,2,,,False,False
2020-03-16,ALB,Albania,Fier,40.774633,19.620528,6,0,0,6,,,False,False
2020-03-16,ALB,Albania,Tiranë,41.268583,19.793936,34,0,0,34,0,0,False,False
2020-03-16,AND,Andorra,Andorra,42.542268,1.596865,5,0,0,5,,,False,False
2020-03-16,AUT,Austria,Burgenland,47.541449,16.520206,10,,,,,,True,True
2020-03-16,AUT,Austria,Kärnten,46.715832,14.455532,18,,,,,,True,True
2020-03-16,AUT,Austria,Niederösterreich,48.27051,15.763245,152,,,,,,True,True
2020-03-16,AUT,Austria,Oberösterreich,48.138166,13.964295,202,,,,,,True,True
2020-03-16,AUT,Austria,Salzburg,47.254051,13.032653,58,,,,,,True,True
2020-03-16,AUT,Austria,Steiermark,47.187361,15.518046,139,,,,,,True,True
2020-03-16,AUT,Austria,Tirol,47.209023,11.397603,254,,,,,,True,True
2020-03-16,AUT,Austria,Vorarlberg,47.240149,9.896366,55,,,,,,True,True
2020-03-16,AUT,Austria,Wien,48.21141,16.380038,128,,,,,,True,True
2020-03-16,BLR,Belarus,Belarus,53.711111,27.973847,27,0,0,27,0,0,False,False
2020-03-16,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,5,0,0,5,0,0,False,False
2020-03-16,HRV,Croatia,Grad Zagreb,45.742196,16.008116,25,0,0,25,,,True,True
2020-03-16,HRV,Croatia,Istarska,45.203521,13.895312,6,0,0,6,,,True,True
2020-03-16,HRV,Croatia,Karlovačka,45.292126,15.46427,1,0,0,1,,,True,True
2020-03-16,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,8,0,0,8,,,True,True
2020-03-16,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,9,0,0,9,,,True,True
2020-03-16,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,3,0,0,3,,,True,True
2020-03-16,HRV,Croatia,Varaždinska,46.250434,16.293818,5,0,0,5,,,True,True
2020-03-16,CYP,Cyprus,Cyprus,35.167406,33.435499,46,0,0,46,,,True,True
2020-03-16,DNK,Denmark,Faroe,62.194921,-7.096614,28,0,0,28,0,0,True,True
2020-03-16,DNK,Denmark,Hovedstaden,55.675758,12.56902,383,0,0,383,0,0,True,True
2020-03-15,DNK,Denmark,Mainland,56.031924,9.317572,860,0,0,860,0,0,True,True
2020-03-16,DNK,Denmark,Midtjylland,56.302139,9.302777,192,0,0,192,0,0,True,True
2020-03-16,DNK,Denmark,Nordjylland,56.830742,9.493053,53,0,0,53,0,0,True,True
2020-03-16,DNK,Denmark,NOT SPECIFIED,,,0,1,0,-1,0,0,True,True
2020-03-16,DNK,Denmark,Sjælland,55.92481,11.67126,125,0,0,125,0,0,True,True
2020-03-16,DNK,Denmark,Syddanmark,55.675758,12.56902,145,0,0,145,0,0,True,True
2020-03-16,EST,Estonia,Estonia,58.596209,25.023778,205,0,0,205,0,0,True,True
2020-03-16,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,618,0,0,618,0,0,True,True
2020-03-16,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,507,0,0,507,0,0,True,True
