Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-03-11,ALB,Albania,Berat,40.6285,20.090775,5193,82,4691,420,33,3,False,False,AL031
2021-03-11,ALB,Albania,Dibër,,,2361,45,1976,340,11,1,False,False,AL011
2021-03-11,ALB,Albania,Durrës,41.518365,19.651766,9271,184,7425,1662,76,4,False,False,AL012
2021-03-11,ALB,Albania,Elbasan,41.040028,20.186454,7426,202,6600,624,82,5,False,False,AL021
2021-03-11,ALB,Albania,Fier,40.774633,19.620528,10003,185,7278,2540,69,6,False,False,AL032
2021-03-11,ALB,Albania,Gjirokastër,,,3923,45,2659,1219,16,1,False,False,AL033
2021-03-11,ALB,Albania,Korçë,40.62883,20.666004,5122,93,4150,879,8,0,False,False,AL034
2021-03-11,ALB,Albania,Kukës,42.066696,20.419467,2436,33,2097,306,2,1,False,False,AL013
2021-03-11,ALB,Albania,Lezhë,41.801452,19.845695,5313,84,4535,694,14,1,False,False,AL014
2021-03-11,ALB,Albania,NOT SPECIFIED,,,,,,0,,,False,False,
2021-03-11,ALB,Albania,Shkodër,42.17682,19.719451,5945,100,4518,1327,34,0,False,False,AL015
2021-03-11,ALB,Albania,Tiranë,41.268583,19.793936,50506,855,26140,23511,172,11,False,False,AL022
2021-03-11,ALB,Albania,Vlorë,40.162418,19.793592,7943,94,6190,1659,66,4,False,False,AL035
2021-03-10,AND,Andorra,Andorra,42.542268,1.596865,11130,112,,11018,13,,False,False,AD
2021-03-10,AUT,Austria,Burgenland,47.541449,16.520206,13400,237,11879,1284,64,12,True,True,AT11
2021-03-10,AUT,Austria,Kärnten,46.715832,14.455532,30840,717,27519,2604,81,15,True,True,AT21
2021-03-10,AUT,Austria,Niederösterreich,48.27051,15.763245,78235,1290,70062,6883,304,75,True,True,AT12
2021-03-10,AUT,Austria,NOT SPECIFIED,,,,,,0,,,True,True,
2021-03-10,AUT,Austria,Oberösterreich,48.138166,13.964295,90099,1411,83658,5030,127,25,True,True,AT31
2021-03-10,AUT,Austria,Salzburg,47.254051,13.032653,39860,510,36923,2427,87,13,True,True,AT32
2021-03-10,AUT,Austria,Steiermark,47.187361,15.518046,59177,1786,53950,3441,207,39,True,True,AT22
2021-03-10,AUT,Austria,Tirol,47.209023,11.397603,48798,633,46594,1571,65,21,True,True,AT33
2021-03-10,AUT,Austria,Vorarlberg,47.240149,9.896366,23632,277,22874,481,15,4,True,True,AT34
2021-03-10,AUT,Austria,Wien,48.21141,16.380038,97632,1751,83744,12137,323,120,True,True,AT13
2021-03-11,BLR,Belarus,Belarus,53.711111,27.973847,298960,2070,,296890,,,False,False,BY
2021-03-11,BEL,Belgium,Brussels,50.836426,4.367415,98909,2807,,96102,311,72,True,True,BE1
2021-03-11,BEL,Belgium,Flanders,51.036569,4.234165,361778,11480,,350298,1032,233,True,True,BE2
2021-03-11,BEL,Belgium,NOT SPECIFIED,,,14900,0,,14900,0,0,True,True,
2021-03-11,BEL,Belgium,Wallonia,50.312074,5.019093,322521,8083,,314438,567,141,True,True,BE3
2021-03-11,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,140990,5410,119904,15676,,,False,False,BA
2021-03-12,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,13140,10,10,13120,,,True,True,BG413
2021-03-12,BGR,Bulgaria,Burgas,42.491848,27.306892,17320,1,19,17300,,,True,True,BG341
2021-03-12,BGR,Bulgaria,Dobrich,43.65074,27.936751,4497,0,2,4495,,,True,True,BG332
2021-03-12,BGR,Bulgaria,Gabrovo,42.931879,25.247163,4895,1,2,4892,,,True,True,BG322
2021-03-12,BGR,Bulgaria,Haskovo,41.849113,25.942349,6344,1,7,6336,,,True,True,BG422
2021-03-12,BGR,Bulgaria,Kardzhali,41.527042,25.441477,2598,0,4,2594,,,True,True,BG425
2021-03-12,BGR,Bulgaria,Kyustendil,42.255307,22.869974,6619,3,20,6596,,,True,True,BG415
2021-03-12,BGR,Bulgaria,Lovech,43.035259,24.5688,3170,0,1,3169,,,True,True,BG315
2021-03-12,BGR,Bulgaria,Montana,43.496677,23.192363,3850,0,0,3850,,,True,True,BG312
2021-03-12,BGR,Bulgaria,NOT SPECIFIED,,,0,10949,221071,-232020,,,True,True,
2021-03-12,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,7661,9,18,7634,,,True,True,BG423
2021-03-12,BGR,Bulgaria,Pernik,42.613861,22.853171,5103,0,1,5102,,,True,True,BG414
2021-03-12,BGR,Bulgaria,Pleven,43.486117,24.610919,9000,2,10,8988,,,True,True,BG314
2021-03-12,BGR,Bulgaria,Plovdiv,42.257364,24.824903,24403,5,64,24334,,,True,True,BG421
2021-03-12,BGR,Bulgaria,Razgrad,,,2543,0,0,2543,,,True,True,BG324
2021-03-12,BGR,Bulgaria,Ruse,43.54059,25.759217,8875,0,1,8874,,,True,True,BG323
2021-03-12,BGR,Bulgaria,Shumen,43.296516,27.004814,6467,1,1,6465,,,True,True,BG333
2021-03-12,BGR,Bulgaria,Silistra,43.946163,27.044927,3464,1,2,3461,,,True,True,BG325
2021-03-12,BGR,Bulgaria,Sliven,42.67034,26.241026,7283,11,56,7216,,,True,True,BG342
2021-03-12,BGR,Bulgaria,Smolyan,41.628892,24.668089,2772,4,33,2735,,,True,True,BG424
2021-03-12,BGR,Bulgaria,Sofia City,42.286287,23.616846,72626,56,411,72159,,,True,True,BG411
2021-03-12,BGR,Bulgaria,Sofia Region,,,7921,0,0,7921,,,True,True,BG412
2021-03-12,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,11476,3,0,11473,,,True,True,BG344
2021-03-12,BGR,Bulgaria,Targovishte,,,2435,1,0,2434,,,True,True,BG334
2021-03-12,BGR,Bulgaria,Varna,43.186206,27.59493,19173,0,11,19162,,,True,True,BG331
2021-03-12,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,5869,4,5,5860,,,True,True,BG321
2021-03-12,BGR,Bulgaria,Vidin,43.797295,22.68621,1863,18,14,1831,,,True,True,BG311
2021-03-12,BGR,Bulgaria,Vratsa,43.395067,23.759152,6732,0,2,6730,,,True,True,BG313
2021-03-12,BGR,Bulgaria,Yambol,,,4601,14,18,4569,,,True,True,BG343
