Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-04,CYP,Cyprus,Cyprus,35.167406,33.435499,744,14,0,730,0,0,True,True
2020-03-04,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,49,0,0,49,0,0,True,True
2020-03-04,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,16,0,0,16,0,0,True,True
2020-03-04,FRA,France,Bretagne,48.181767,-2.840778,23,0,0,23,0,0,True,True
2020-03-04,FRA,France,Grand Est,48.688738,5.613275,38,0,0,38,0,0,True,True
2020-03-03,FRA,France,Guadeloupe,16.192207,-61.272382,3,0,0,3,0,0,True,True
2020-03-04,FRA,France,Hauts-de-France,49.96966,2.770434,65,0,0,65,0,0,True,True
2020-03-04,FRA,France,Île-de-France,48.709229,2.503473,55,0,0,55,0,0,True,True
2020-03-04,FRA,France,Normandie,48.880101,-0.073045,2,0,0,2,0,0,True,True
2020-03-04,FRA,France,NOT SPECIFIED,,,3,4,0,-1,0,15,True,True
2020-03-04,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,5,0,0,5,0,0,True,True
2020-03-04,FRA,France,Occitanie,43.703195,2.143601,9,0,0,9,0,0,True,True
2020-03-04,FRA,France,Pays de la Loire,47.479115,-0.811996,7,0,0,7,0,0,True,True
2020-03-04,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,13,0,0,13,0,0,True,True
2020-03-04,DEU,Germany,Baden-Württemberg,48.537648,9.049199,50,,,,,,True,True
2020-03-04,DEU,Germany,Bayern,48.947574,11.419913,48,,,,,,True,True
2020-03-04,DEU,Germany,Berlin,52.501532,13.40185,7,,,,,,True,True
2020-03-04,DEU,Germany,Brandenburg,53.109014,12.140724,1,,,,,,True,True
2020-03-04,DEU,Germany,Bremen,53.108678,8.785951,3,,,,,,True,True
2020-03-04,DEU,Germany,Hamburg,53.54464,10.027798,3,,,,,,True,True
2020-03-04,DEU,Germany,Hessen,50.603242,9.031057,12,,,,,,True,True
2020-03-04,DEU,Germany,Mecklenburg-Vorpommern,53.721962,12.496035,4,,,,,,True,True
2020-03-04,DEU,Germany,Niedersachsen,52.765527,9.162019,7,,,,,,True,True
2020-03-04,DEU,Germany,Nordrhein-Westfalen,51.479706,7.56208,115,,,,,,True,True
2020-03-03,DEU,Germany,Repatriierte,,,2,,,,,,True,True
2020-03-04,DEU,Germany,Rheinland-Pfalz,49.50932,7.909356,7,,,,,,True,True
2020-03-04,DEU,Germany,Saarland,49.384368,6.953135,1,,,,,,True,True
2020-03-04,DEU,Germany,Sachsen,51.052334,13.348561,1,,,,,,True,True
2020-03-04,DEU,Germany,Schleswig Holstein,54.0295,9.705555,2,,,,,,True,True
2020-03-04,DEU,Germany,Thüringen,50.903878,11.02488,1,,,,,,True,True
2020-03-04,HUN,Hungary,Hungary,47.164638,19.508944,2,0,0,2,0,0,True,True
2020-03-04,ITA,Italy,Abruzzo,42.228034,13.855137,7,0,0,7,7,0,True,True
