Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-08T09:00:00,RUS,Adygea,13,0,0,0,13,0
2020-04-08T09:00:00,RUS,Altai,12,0,0,0,12,0
2020-04-08T09:00:00,RUS,Amur,4,0,0,0,4,0
2020-04-08T09:00:00,RUS,Arkhangelsk,14,0,0,0,14,0
2020-04-08T09:00:00,RUS,Astrakhan,5,0,0,0,5,0
2020-04-08T09:00:00,RUS,Bashkortostan,10,0,0,0,10,0
2020-04-08T09:00:00,RUS,Belgorod,11,0,0,0,11,0
2020-04-08T09:00:00,RUS,Bryansk,24,0,0,0,24,0
2020-04-08T09:00:00,RUS,Buryatia,43,0,0,0,43,0
2020-04-08T09:00:00,RUS,Chechnya,16,0,0,0,16,0
2020-04-08T09:00:00,RUS,Chelyabinsk,31,0,0,0,31,0
2020-04-08T09:00:00,RUS,Chuvashia,3,0,0,0,3,0
2020-04-08T09:00:00,RUS,Dagestan,30,0,0,0,30,0
2020-04-08T09:00:00,RUS,Ingushetia,1,0,0,0,1,0
2020-04-08T09:00:00,RUS,Irkutsk,11,0,0,0,11,0
2020-04-08T09:00:00,RUS,Ivanovo,33,0,0,0,33,0
2020-04-08T09:00:00,RUS,Jewish AO,3,0,0,0,3,0
2020-04-08T09:00:00,RUS,Kabardino-Balkaria,8,0,0,0,8,0
2020-04-08T09:00:00,RUS,Kaliningrad,19,0,0,0,19,0
2020-04-08T09:00:00,RUS,Kalmykia,7,0,0,0,7,0
2020-04-08T09:00:00,RUS,Kaluga,7,0,0,0,7,0
2020-04-08T09:00:00,RUS,Kamchatka,2,0,0,0,2,0
2020-04-08T09:00:00,RUS,Kemerovo,5,0,0,0,5,0
2020-04-08T09:00:00,RUS,Khabarovsk,11,0,0,0,11,0
2020-04-08T09:00:00,RUS,Khakassia,5,0,0,0,5,0
2020-04-08T09:00:00,RUS,Khanty-Mansi AO,19,0,0,0,19,0
2020-04-08T09:00:00,RUS,Kirov,18,0,0,0,18,0
2020-04-08T09:00:00,RUS,Komi Republic,90,0,0,0,90,0
2020-04-08T09:00:00,RUS,Kostroma,9,0,0,0,9,0
2020-04-08T09:00:00,RUS,Krasnodar,50,0,0,0,50,0
2020-04-08T09:00:00,RUS,Krasnoyarsk,32,0,0,0,32,0
2020-04-08T09:00:00,RUS,Kurgan,2,0,0,0,2,0
2020-04-08T09:00:00,RUS,Kursk,4,0,0,0,4,0
2020-04-08T09:00:00,RUS,Leningrad,62,0,0,0,62,0
2020-04-08T09:00:00,RUS,Lipetsk,26,0,0,0,26,0
2020-04-08T09:00:00,RUS,Magadan,1,0,0,0,1,0
2020-04-08T09:00:00,RUS,Mari El,13,0,0,0,13,0
2020-04-08T09:00:00,RUS,Mordovia,6,0,0,0,6,0
2020-04-08T09:00:00,RUS,Moscow,4871,0,0,0,4871,0
2020-04-08T09:00:00,RUS,Murmansk,18,0,0,0,18,0
2020-04-08T09:00:00,RUS,Nizhny Novgorod,56,0,0,0,56,0
2020-04-08T09:00:00,RUS,North Ossetia-Alania,8,0,0,0,8,0
2020-04-08T09:00:00,RUS,NOT SPECIFIED,0,0,0,0,0,47
2020-04-08T09:00:00,RUS,Novgorod,5,0,0,0,5,0
2020-04-08T09:00:00,RUS,Novosibirsk,11,0,0,0,11,0
2020-04-08T09:00:00,RUS,Omsk,10,0,0,0,10,0
2020-04-08T09:00:00,RUS,Orenburg,14,0,0,0,14,0
2020-04-08T09:00:00,RUS,Oryol,7,0,0,0,7,0
2020-04-08T09:00:00,RUS,Penza,32,0,0,0,32,0
2020-04-08T09:00:00,RUS,Perm,21,0,0,0,21,0
2020-04-08T09:00:00,RUS,Primorsky,7,0,0,0,7,0
2020-04-08T09:00:00,RUS,Pskov,10,0,0,0,10,0
2020-04-08T09:00:00,RUS,Republic of Crimea,26,0,0,0,26,0
2020-04-08T09:00:00,RUS,Republic of Karelia,2,0,0,0,2,0
2020-04-08T09:00:00,RUS,Rostov,9,0,0,0,9,0
2020-04-08T09:00:00,RUS,Ryazan,17,0,0,0,17,0
2020-04-08T09:00:00,RUS,Saint Petersburg,226,0,0,0,226,0
2020-04-08T09:00:00,RUS,Sakhalin,6,0,0,0,6,0
2020-04-08T09:00:00,RUS,Samara,17,0,0,0,17,0
2020-04-08T09:00:00,RUS,Saratov,19,0,0,0,19,0
2020-04-08T09:00:00,RUS,Smolensk,3,0,0,0,3,0
2020-04-08T09:00:00,RUS,Stavropol,20,0,0,0,20,0
2020-04-08T09:00:00,RUS,Sverdlovsk,44,0,0,0,44,0
2020-04-08T09:00:00,RUS,Tambov,15,0,0,0,15,0
2020-04-08T09:00:00,RUS,Tatarstan,41,0,0,0,41,0
2020-04-08T09:00:00,RUS,Tomsk,3,0,0,0,3,0
2020-04-08T09:00:00,RUS,Tula,39,0,0,0,39,0
2020-04-08T09:00:00,RUS,Tver,8,0,0,0,8,0
2020-04-08T09:00:00,RUS,Tyumen,11,0,0,0,11,0
2020-04-08T09:00:00,RUS,Udmurtia,5,0,0,0,5,0
2020-04-08T09:00:00,RUS,Ulyanovsk,2,0,0,0,2,0
2020-04-08T09:00:00,RUS,Vladimir,5,0,0,0,5,0
2020-04-08T09:00:00,RUS,Volgograd,15,0,0,0,15,0
2020-04-08T09:00:00,RUS,Vologda,23,0,0,0,23,0
2020-04-08T09:00:00,RUS,Voronezh,23,0,0,0,23,0
2020-04-08T09:00:00,RUS,Yakutia,15,0,0,0,15,0
2020-04-08T09:00:00,RUS,Yamalo-Nenets AO,12,0,0,0,12,0
2020-04-08T09:00:00,RUS,Yaroslavl,6,0,0,0,6,0
2020-04-08T09:00:00,RUS,Zabaykalsky,1,0,0,0,1,0
