Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-03T23:00:00,PRT,Açores,57,0,0,0,57,0
2020-04-03T23:00:00,PRT,Alentejo,59,0,0,0,59,0
2020-04-03T23:00:00,PRT,Algarve,164,0,0,0,164,3
2020-04-03T23:00:00,PRT,Centro,1161,0,0,0,1161,55
2020-04-03T23:00:00,PRT,Estrageiro,21,0,0,0,21,0
2020-04-03T23:00:00,PRT,Lisbon,2207,0,0,0,2207,44
2020-04-03T23:00:00,PRT,Madeira,48,0,0,0,48,0
2020-04-03T23:00:00,PRT,Norte,5338,0,0,0,5338,107
