Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-01,DEU,Germany,Baden-Württemberg,,,15,,,,,,True,True
2020-03-01,DEU,Germany,Bayern,,,23,,,,,,True,True
2020-03-01,DEU,Germany,Bremen,,,1,,,,,,True,True
2020-03-01,DEU,Germany,Hamburg,,,1,,,,,,True,True
2020-03-01,DEU,Germany,Hessen,,,8,,,,,,True,True
2020-03-01,DEU,Germany,Niedersachsen,,,1,,,,,,True,True
2020-03-01,DEU,Germany,Nordrhein-Westfalen,,,74,,,,,,True,True
2020-03-01,DEU,Germany,Repatriierte,,,2,,,,,,True,True
2020-03-01,DEU,Germany,Rheinland-Pfalz,,,2,,,,,,True,True
2020-03-01,DEU,Germany,Schleswig Holstein,,,2,,,,,,True,True
2020-03-01,ITA,Italy,Abruzzo,,,5,0,0,5,3,0,True,True
2020-03-01,ITA,Italy,Bolzano,,,1,0,0,1,1,0,True,True
2020-03-01,ITA,Italy,Calabria,,,1,0,0,1,0,0,True,True
2020-03-01,ITA,Italy,Campania,,,17,0,0,17,4,0,True,True
2020-03-01,ITA,Italy,Emilia-Romagna,,,285,8,0,277,140,13,True,True
2020-03-01,ITA,Italy,Friuli Venezia Giulia,,,6,0,0,6,0,0,True,True
2020-03-01,ITA,Italy,Lazio,,,6,0,3,3,3,0,True,True
2020-03-01,ITA,Italy,Liguria,,,25,0,4,21,13,1,True,True
2020-03-01,ITA,Italy,Lombardia,,,984,24,73,887,512,106,True,True
2020-03-01,ITA,Italy,Marche,,,25,0,0,25,17,5,True,True
2020-03-01,ITA,Italy,Piemonte,,,49,0,0,49,13,2,True,True
2020-03-01,ITA,Italy,Puglia,,,3,0,0,3,1,0,True,True
2020-03-01,ITA,Italy,Sicilia,,,9,0,2,7,1,0,True,True
2020-03-01,ITA,Italy,Toscana,,,13,0,1,12,7,0,True,True
2020-03-01,ITA,Italy,Umbria,,,2,0,0,2,0,0,True,True
2020-03-01,ITA,Italy,Veneto,,,263,2,0,261,64,13,True,True
2020-02-20,LVA,Latvia,Latvia,,,-1,0,0,-1,,,True,True
2020-03-01,ESP,Spain,Andalucía,,,12,,,,,,True,True
2020-03-01,ESP,Spain,Canarias,,,6,,,,,,True,True
2020-03-01,ESP,Spain,Cantabria,,,1,,,,,,True,True
2020-03-01,ESP,Spain,Castilla y León,,,3,,,,,,True,True
2020-03-01,ESP,Spain,Castilla-La Mancha,,,1,,,,,,True,True
2020-03-01,ESP,Spain,Cataluña,,,12,,,,,,True,True
2020-03-01,ESP,Spain,Comunidad de Madrid,,,15,,,,,,True,True
2020-03-01,ESP,Spain,Illes Balears,,,1,,,,,,True,True
2020-03-01,ESP,Spain,País Vasco,,,9,,,,,,True,True
2020-03-01,ESP,Spain,Principado de Asturias,,,1,,,,,,True,True
2020-03-01,CHE,Switzerland,Aargau,,,1,0,0,1,0,0,False,False
2020-03-01,CHE,Switzerland,Basel City,,,1,0,0,1,0,0,False,False
2020-03-01,CHE,Switzerland,Basel Country,,,2,0,0,2,0,0,False,False
2020-03-01,CHE,Switzerland,Bern,,,2,0,0,2,0,0,False,False
2020-03-01,CHE,Switzerland,Fribourg,,,1,0,0,1,0,0,False,False
2020-03-01,CHE,Switzerland,Geneva,,,7,0,0,7,3,0,False,False
2020-03-01,CHE,Switzerland,Ticino,,,1,0,0,1,0,0,False,False
2020-03-01,CHE,Switzerland,Valais,,,2,0,0,2,4,0,False,False
2020-03-01,CHE,Switzerland,Zurich,,,2,0,0,2,0,0,False,False
