Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-04-28,ALB,Albania,Berat,40.6285,20.090775,6566,92,6398,76,8,0,False,False,AL031
2021-04-28,ALB,Albania,Dibër,,,2498,47,2274,177,2,0,False,False,AL011
2021-04-28,ALB,Albania,Durrës,41.518365,19.651766,10135,225,9140,770,13,1,False,False,AL012
2021-04-28,ALB,Albania,Elbasan,41.040028,20.186454,8613,246,8244,123,8,3,False,False,AL021
2021-04-28,ALB,Albania,Fier,40.774633,19.620528,11390,237,9170,1983,13,1,False,False,AL032
2021-04-28,ALB,Albania,Gjirokastër,,,4773,59,4229,485,10,0,False,False,AL033
2021-04-28,ALB,Albania,Korçë,40.62883,20.666004,6464,109,5788,567,10,0,False,False,AL034
2021-04-28,ALB,Albania,Kukës,42.066696,20.419467,2831,34,2570,227,1,0,False,False,AL013
2021-04-28,ALB,Albania,Lezhë,41.801452,19.845695,6075,89,5953,33,6,1,False,False,AL014
2021-04-28,ALB,Albania,NOT SPECIFIED,,,,,,0,,,False,False,
2021-04-28,ALB,Albania,Shkodër,42.17682,19.719451,7265,134,6437,694,11,2,False,False,AL015
2021-04-28,ALB,Albania,Tiranë,41.268583,19.793936,54856,975,36320,17561,44,5,False,False,AL022
2021-04-28,ALB,Albania,Vlorë,40.162418,19.793592,8943,125,8493,325,14,1,False,False,AL035
2021-04-30,AND,Andorra,Andorra,42.542268,1.596865,13232,125,,13107,18,,False,False,AD
2021-04-29,AUT,Austria,Burgenland,47.541449,16.520206,17620,313,16667,640,33,19,True,True,AT11
2021-04-29,AUT,Austria,Kärnten,46.715832,14.455532,38403,797,35676,1930,47,13,True,True,AT21
2021-04-29,AUT,Austria,Niederösterreich,48.27051,15.763245,103425,1563,96863,4999,226,102,True,True,AT12
2021-04-29,AUT,Austria,NOT SPECIFIED,,,,,,0,,,True,True,
2021-04-29,AUT,Austria,Oberösterreich,48.138166,13.964295,111602,1554,103454,6594,153,62,True,True,AT31
2021-04-29,AUT,Austria,Salzburg,47.254051,13.032653,48743,572,46053,2118,70,19,True,True,AT32
2021-04-29,AUT,Austria,Steiermark,47.187361,15.518046,75389,1996,69019,4374,248,54,True,True,AT22
2021-04-29,AUT,Austria,Tirol,47.209023,11.397603,59907,673,56659,2575,72,30,True,True,AT33
2021-04-29,AUT,Austria,Vorarlberg,47.240149,9.896366,27821,294,25533,1994,27,9,True,True,AT34
2021-04-29,AUT,Austria,Wien,48.21141,16.380038,132049,2200,116339,13510,357,181,True,True,AT13
2021-04-30,BLR,Belarus,Belarus,53.711111,27.973847,358738,2542,,356196,,,False,False,BY
2021-04-30,BEL,Belgium,Brussels,50.836426,4.367415,122444,3107,,119337,449,131,True,True,BE1
2021-04-30,BEL,Belgium,Flanders,51.036569,4.234165,459477,12343,,447134,1206,404,True,True,BE2
2021-04-30,BEL,Belgium,NOT SPECIFIED,,,18782,0,,18782,0,0,True,True,
2021-04-30,BEL,Belgium,Wallonia,50.312074,5.019093,389526,8780,,380746,1052,319,True,True,BE3
2021-04-30,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,198461,8551,159223,30687,,,False,False,BA
2021-05-01,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,17915,10,10,17895,,,True,True,BG413
2021-05-01,BGR,Bulgaria,Burgas,42.491848,27.306892,26578,1,19,26558,,,True,True,BG341
2021-05-01,BGR,Bulgaria,Dobrich,43.65074,27.936751,7580,0,2,7578,,,True,True,BG332
2021-05-01,BGR,Bulgaria,Gabrovo,42.931879,25.247163,6429,1,2,6426,,,True,True,BG322
2021-05-01,BGR,Bulgaria,Haskovo,41.849113,25.942349,9544,1,7,9536,,,True,True,BG422
2021-05-01,BGR,Bulgaria,Kardzhali,41.527042,25.441477,4327,0,4,4323,,,True,True,BG425
2021-05-01,BGR,Bulgaria,Kyustendil,42.255307,22.869974,8702,3,20,8679,,,True,True,BG415
2021-05-01,BGR,Bulgaria,Lovech,43.035259,24.5688,5377,0,1,5376,,,True,True,BG315
2021-05-01,BGR,Bulgaria,Montana,43.496677,23.192363,5933,0,0,5933,,,True,True,BG312
2021-05-01,BGR,Bulgaria,NOT SPECIFIED,,,0,16254,338822,-355076,,,True,True,
2021-05-01,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,10904,9,18,10877,,,True,True,BG423
2021-05-01,BGR,Bulgaria,Pernik,42.613861,22.853171,7765,0,1,7764,,,True,True,BG414
2021-05-01,BGR,Bulgaria,Pleven,43.486117,24.610919,12866,2,10,12854,,,True,True,BG314
2021-05-01,BGR,Bulgaria,Plovdiv,42.257364,24.824903,35216,5,64,35147,,,True,True,BG421
2021-05-01,BGR,Bulgaria,Razgrad,,,3635,0,0,3635,,,True,True,BG324
2021-05-01,BGR,Bulgaria,Ruse,43.54059,25.759217,13542,0,1,13541,,,True,True,BG323
2021-05-01,BGR,Bulgaria,Shumen,43.296516,27.004814,9463,1,1,9461,,,True,True,BG333
2021-05-01,BGR,Bulgaria,Silistra,43.946163,27.044927,5744,1,2,5741,,,True,True,BG325
2021-05-01,BGR,Bulgaria,Sliven,42.67034,26.241026,10041,11,56,9974,,,True,True,BG342
2021-05-01,BGR,Bulgaria,Smolyan,41.628892,24.668089,4591,4,33,4554,,,True,True,BG424
