Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-12,AND,Andorra,Andorra,42.542268,1.596865,1,0,0,1,,,False,False
2020-03-12,AUT,Austria,Burgenland,47.541449,16.520206,6,,,,,,True,True
2020-03-12,AUT,Austria,Kärnten,46.715832,14.455532,3,,,,,,True,True
2020-03-12,AUT,Austria,Niederösterreich,48.27051,15.763245,51,,,,,,True,True
2020-03-12,AUT,Austria,Oberösterreich,48.138166,13.964295,58,,,,,,True,True
2020-03-12,AUT,Austria,Salzburg,47.254051,13.032653,19,,,,,,True,True
2020-03-12,AUT,Austria,Steiermark,47.187361,15.518046,33,,,,,,True,True
2020-03-12,AUT,Austria,Tirol,47.209023,11.397603,109,,,,,,True,True
2020-03-12,AUT,Austria,Vorarlberg,47.240149,9.896366,16,,,,,,True,True
2020-03-12,AUT,Austria,Wien,48.21141,16.380038,66,,,,,,True,True
2020-03-12,BLR,Belarus,Belarus,53.711111,27.973847,12,0,0,12,0,0,False,False
2020-03-12,BEL,Belgium,Brussels,50.836426,4.367415,56,,,,,,True,True
2020-03-12,BEL,Belgium,Flanders,51.036569,4.234165,167,1,,,,,True,True
2020-03-12,BEL,Belgium,Wallonia,50.312074,5.019093,176,2,,,,,True,True
2020-03-12,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,3,0,0,3,0,0,False,False
2020-03-12,HRV,Croatia,Grad Zagreb,45.742196,16.008116,5,0,0,5,,,True,True
2020-03-12,HRV,Croatia,Istarska,45.203521,13.895312,2,0,0,2,,,True,True
2020-03-12,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,5,0,0,5,,,True,True
2020-03-12,HRV,Croatia,Varaždinska,46.250434,16.293818,4,0,0,4,,,True,True
2020-03-12,CYP,Cyprus,Cyprus,35.167406,33.435499,10,0,0,10,,,True,True
2020-03-12,DNK,Denmark,Faroe,62.194921,-7.096614,2,0,0,2,0,0,True,True
2020-03-12,DNK,Denmark,Hovedstaden,55.675758,12.56902,260,0,0,260,0,0,True,True
2020-03-11,DNK,Denmark,Mainland,56.031924,9.317572,442,0,0,442,0,0,True,True
2020-03-12,DNK,Denmark,Midtjylland,56.302139,9.302777,165,0,0,165,0,0,True,True
2020-03-12,DNK,Denmark,Nordjylland,56.830742,9.493053,36,0,0,36,0,0,True,True
2020-03-12,DNK,Denmark,Sjælland,55.92481,11.67126,77,0,0,77,0,0,True,True
2020-03-12,DNK,Denmark,Syddanmark,55.675758,12.56902,77,0,0,77,0,0,True,True
2020-03-12,EST,Estonia,Estonia,58.596209,25.023778,41,0,0,41,0,0,True,True
2020-03-12,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,329,0,0,329,0,0,True,True
2020-03-12,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,219,0,0,219,0,0,True,True
2020-03-12,FRA,France,Bretagne,48.181767,-2.840778,117,0,0,117,0,0,True,True
2020-03-12,FRA,France,Centre-Val de Loire,47.751569,1.675063,30,0,0,30,0,0,True,True
2020-03-12,FRA,France,Corse,42.151732,9.105559,64,0,0,64,0,0,True,True
2020-03-12,FRA,France,Grand Est,48.688738,5.613275,699,0,0,699,0,0,True,True
2020-03-03,FRA,France,Guadeloupe,16.192207,-61.272382,3,0,0,3,0,0,True,True
2020-03-12,FRA,France,Guyane,3.926082,-53.245309,6,0,0,6,0,0,True,True
2020-03-12,FRA,France,Hauts-de-France,49.96966,2.770434,349,0,0,349,0,0,True,True
2020-03-12,FRA,France,Île-de-France,48.709229,2.503473,577,0,0,577,0,0,True,True
2020-03-12,FRA,France,La Réunion,-20.89066,55.455054,3,0,0,3,0,0,True,True
2020-03-12,FRA,France,Martinique,14.63554,-61.022814,4,0,0,4,0,0,True,True
2020-03-12,FRA,France,Normandie,48.880101,-0.073045,68,0,0,68,0,0,True,True
2020-03-12,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,87,0,0,87,0,0,True,True
2020-03-12,FRA,France,Occitanie,43.703195,2.143601,133,0,0,133,0,0,True,True
2020-03-12,FRA,France,Pays de la Loire,47.479115,-0.811996,41,0,0,41,0,0,True,True
2020-03-12,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,147,0,0,147,0,0,True,True
2020-03-12,DEU,Germany,Baden-Württemberg,48.537648,9.049199,454,1,,,,,True,True
2020-03-12,DEU,Germany,Bayern,48.947574,11.419913,500,1,,,,,True,True
2020-03-12,DEU,Germany,Berlin,52.501532,13.40185,137,,,,,,True,True
2020-03-12,DEU,Germany,Brandenburg,53.109014,12.140724,30,,,,,,True,True
2020-03-12,DEU,Germany,Bremen,53.108678,8.785951,38,,,,,,True,True
2020-03-12,DEU,Germany,Hamburg,53.54464,10.027798,88,,,,,,True,True
2020-03-12,DEU,Germany,Hessen,50.603242,9.031057,99,,,,,,True,True
2020-03-12,DEU,Germany,Mecklenburg-Vorpommern,53.721962,12.496035,23,,,,,,True,True
2020-03-12,DEU,Germany,Niedersachsen,52.765527,9.162019,129,,,,,,True,True
2020-03-12,DEU,Germany,Nordrhein-Westfalen,51.479706,7.56208,688,3,,,,,True,True
2020-03-12,DEU,Germany,NOT SPECIFIED,,,0,0,616,-616,0,0,True,True
2020-03-03,DEU,Germany,Repatriierte,,,2,,,,,,True,True
2020-03-12,DEU,Germany,Rheinland-Pfalz,49.50932,7.909356,52,,,,,,True,True
2020-03-12,DEU,Germany,Saarland,49.384368,6.953135,14,,,,,,True,True
2020-03-12,DEU,Germany,Sachsen,51.052334,13.348561,45,,,,,,True,True
2020-03-12,DEU,Germany,Sachsen-Anhalt,52.013193,11.700691,27,,,,,,True,True
2020-03-12,DEU,Germany,Schleswig Holstein,54.0295,9.705555,31,,,,,,True,True
