Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-09,AUT,Austria,Burgenland,47.541449,16.520206,4,,,,,,True,True
2020-03-09,AUT,Austria,Kärnten,46.715832,14.455532,1,,,,,,True,True
2020-03-09,AUT,Austria,Niederösterreich,48.27051,15.763245,36,,,,,,True,True
2020-03-09,AUT,Austria,Oberösterreich,48.138166,13.964295,11,,,,,,True,True
2020-03-09,AUT,Austria,Salzburg,47.254051,13.032653,9,,,,,,True,True
2020-03-09,AUT,Austria,Steiermark,47.187361,15.518046,16,,,,,,True,True
2020-03-09,AUT,Austria,Tirol,47.209023,11.397603,16,,,,,,True,True
2020-03-09,AUT,Austria,Vorarlberg,47.240149,9.896366,3,,,,,,True,True
2020-03-09,AUT,Austria,Wien,48.21141,16.380038,35,,,,,,True,True
2020-03-09,BEL,Belgium,Brussels,50.836426,4.367415,31,,,,,,True,True
2020-03-09,BEL,Belgium,Flanders,51.036569,4.234165,143,,,,,,True,True
2020-03-09,BEL,Belgium,Wallonia,50.312074,5.019093,64,,,,,,True,True
2020-03-07,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,102,0,0,102,0,0,True,True
2020-03-07,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,129,0,0,129,0,0,True,True
2020-03-07,FRA,France,Bretagne,48.181767,-2.840778,40,0,0,40,0,0,True,True
2020-03-07,FRA,France,Centre-Val de Loire,47.751569,1.675063,16,0,0,16,0,0,True,True
2020-03-07,FRA,France,Corse,42.151732,9.105559,5,0,0,5,0,0,True,True
2020-03-07,FRA,France,Grand Est,48.688738,5.613275,250,0,0,250,0,0,True,True
2020-03-03,FRA,France,Guadeloupe,16.192207,-61.272382,3,0,0,3,0,0,True,True
2020-03-07,FRA,France,Guyane,3.926082,-53.245309,5,0,0,5,0,0,True,True
2020-03-07,FRA,France,Hauts-de-France,49.96966,2.770434,173,0,0,173,0,0,True,True
2020-03-07,FRA,France,Île-de-France,48.709229,2.503473,104,0,0,104,0,0,True,True
2020-03-07,FRA,France,Martinique,14.63554,-61.022814,2,0,0,2,0,0,True,True
