Date,Country,Region,Isolated,IntensiveCare,TotalHospitalized,Hospitalized,Infected,Deceased
2020-04-03T23:00:00,BGR,Blagoevgrad,14,0,0,0,14,3
2020-04-03T23:00:00,BGR,Burgas,20,0,0,0,20,0
2020-04-03T23:00:00,BGR,Dobrich,10,0,0,0,10,0
2020-04-03T23:00:00,BGR,Gabrovo,2,0,0,0,2,0
2020-04-03T23:00:00,BGR,Haskovo,2,0,0,0,2,0
2020-04-03T23:00:00,BGR,Kardzhali,7,0,0,0,7,0
2020-04-03T23:00:00,BGR,Kyustendil,6,0,0,0,6,2
2020-04-03T23:00:00,BGR,Lovech,2,0,0,0,2,0
2020-04-03T23:00:00,BGR,Montana,18,0,0,0,18,0
2020-04-03T23:00:00,BGR,Pazardzhik,8,0,0,0,8,0
2020-04-03T23:00:00,BGR,Pernik,6,0,0,0,6,0
2020-04-03T23:00:00,BGR,Pleven,2,0,0,0,2,0
2020-04-03T23:00:00,BGR,Plovdiv,27,0,0,0,27,0
2020-04-03T23:00:00,BGR,Ruse,1,0,0,0,1,0
2020-04-03T23:00:00,BGR,Shumen,4,0,0,0,4,0
2020-04-03T23:00:00,BGR,Silistra,2,0,0,0,2,0
2020-04-03T23:00:00,BGR,Sliven,5,0,0,0,5,0
2020-04-03T23:00:00,BGR,Smolyan,11,0,0,0,11,0
2020-04-03T23:00:00,BGR,Sofia City,274,0,0,0,274,5
2020-04-03T23:00:00,BGR,Stara Zagora,3,0,0,0,3,0
2020-04-03T23:00:00,BGR,Unknown,6,0,0,0,6,0
2020-04-03T23:00:00,BGR,Varna,23,0,0,0,23,0
2020-04-03T23:00:00,BGR,Veliko Tarnovo,3,0,0,0,3,0
2020-04-03T23:00:00,BGR,Vidin,1,0,0,0,1,0
