Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-04-07,ALB,Albania,Berat,40.6285,20.090775,6147,88,6018,41,8,0,False,False,AL031
2021-04-07,ALB,Albania,Dibër,,,2463,47,2078,338,3,0,False,False,AL011
2021-04-07,ALB,Albania,Durrës,41.518365,19.651766,9934,211,8497,1226,30,2,False,False,AL012
2021-04-07,ALB,Albania,Elbasan,41.040028,20.186454,8306,236,7824,246,19,2,False,False,AL021
2021-04-07,ALB,Albania,Fier,40.774633,19.620528,11038,230,8248,2560,20,1,False,False,AL032
2021-04-07,ALB,Albania,Gjirokastër,,,4575,53,3298,1224,11,1,False,False,AL033
2021-04-07,ALB,Albania,Korçë,40.62883,20.666004,6098,106,5263,729,11,1,False,False,AL034
2021-04-07,ALB,Albania,Kukës,42.066696,20.419467,2765,33,2387,345,0,0,False,False,AL013
2021-04-07,ALB,Albania,Lezhë,41.801452,19.845695,5950,88,5759,103,13,1,False,False,AL014
2021-04-07,ALB,Albania,NOT SPECIFIED,,,,,,0,,,False,False,
2021-04-07,ALB,Albania,Shkodër,42.17682,19.719451,6963,121,5812,1030,14,1,False,False,AL015
2021-04-07,ALB,Albania,Tiranë,41.268583,19.793936,54207,958,32511,20738,87,8,False,False,AL022
2021-04-07,ALB,Albania,Vlorë,40.162418,19.793592,8746,120,7905,721,22,1,False,False,AL035
2021-04-07,AND,Andorra,Andorra,42.542268,1.596865,12363,119,,12244,37,,False,False,AD
2021-04-06,AUT,Austria,Burgenland,47.541449,16.520206,16447,282,14691,1474,71,20,True,True,AT11
2021-04-06,AUT,Austria,Kärnten,46.715832,14.455532,35030,755,31709,2566,82,13,True,True,AT21
2021-04-06,AUT,Austria,Niederösterreich,48.27051,15.763245,95311,1421,84517,9373,361,120,True,True,AT12
2021-04-06,AUT,Austria,NOT SPECIFIED,,,,,,0,,,True,True,
2021-04-06,AUT,Austria,Oberösterreich,48.138166,13.964295,102140,1500,93037,7603,255,73,True,True,AT31
2021-04-06,AUT,Austria,Salzburg,47.254051,13.032653,45310,548,42189,2573,94,23,True,True,AT32
2021-04-06,AUT,Austria,Steiermark,47.187361,15.518046,68042,1885,62210,3947,291,65,True,True,AT22
2021-04-06,AUT,Austria,Tirol,47.209023,11.397603,55055,651,51762,2642,121,30,True,True,AT33
2021-04-06,AUT,Austria,Vorarlberg,47.240149,9.896366,25186,282,23927,977,29,6,True,True,AT34
2021-04-06,AUT,Austria,Wien,48.21141,16.380038,120241,1972,98884,19385,550,233,True,True,AT13
2021-04-07,BLR,Belarus,Belarus,53.711111,27.973847,330536,2314,,328222,,,False,False,BY
2021-04-07,BEL,Belgium,Brussels,50.836426,4.367415,112945,2951,,109994,515,141,True,True,BE1
2021-04-07,BEL,Belgium,Flanders,51.036569,4.234165,417978,11956,,406022,1497,462,True,True,BE2
2021-04-07,BEL,Belgium,NOT SPECIFIED,,,17024,0,,17024,0,0,True,True,
2021-04-07,BEL,Belgium,Wallonia,50.312074,5.019093,360265,8394,,351871,1140,305,True,True,BE3
2021-04-07,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,179248,7132,137242,34874,,,False,False,BA
2021-04-08,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,16498,10,10,16478,,,True,True,BG413
2021-04-08,BGR,Bulgaria,Burgas,42.491848,27.306892,24197,1,19,24177,,,True,True,BG341
2021-04-08,BGR,Bulgaria,Dobrich,43.65074,27.936751,6361,0,2,6359,,,True,True,BG332
2021-04-08,BGR,Bulgaria,Gabrovo,42.931879,25.247163,5873,1,2,5870,,,True,True,BG322
2021-04-08,BGR,Bulgaria,Haskovo,41.849113,25.942349,8588,1,7,8580,,,True,True,BG422
2021-04-08,BGR,Bulgaria,Kardzhali,41.527042,25.441477,3647,0,4,3643,,,True,True,BG425
2021-04-08,BGR,Bulgaria,Kyustendil,42.255307,22.869974,8088,3,20,8065,,,True,True,BG415
2021-04-08,BGR,Bulgaria,Lovech,43.035259,24.5688,4633,0,1,4632,,,True,True,BG315
2021-04-08,BGR,Bulgaria,Montana,43.496677,23.192363,5267,0,0,5267,,,True,True,BG312
2021-04-08,BGR,Bulgaria,NOT SPECIFIED,,,0,13889,277953,-291842,,,True,True,
2021-04-08,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,9771,9,18,9744,,,True,True,BG423
2021-04-08,BGR,Bulgaria,Pernik,42.613861,22.853171,6916,0,1,6915,,,True,True,BG414
2021-04-08,BGR,Bulgaria,Pleven,43.486117,24.610919,12025,2,10,12013,,,True,True,BG314
2021-04-08,BGR,Bulgaria,Plovdiv,42.257364,24.824903,31463,5,64,31394,,,True,True,BG421
2021-04-08,BGR,Bulgaria,Razgrad,,,3230,0,0,3230,,,True,True,BG324
2021-04-08,BGR,Bulgaria,Ruse,43.54059,25.759217,11899,0,1,11898,,,True,True,BG323
2021-04-08,BGR,Bulgaria,Shumen,43.296516,27.004814,8640,1,1,8638,,,True,True,BG333
2021-04-08,BGR,Bulgaria,Silistra,43.946163,27.044927,5251,1,2,5248,,,True,True,BG325
2021-04-08,BGR,Bulgaria,Sliven,42.67034,26.241026,9250,11,56,9183,,,True,True,BG342
2021-04-08,BGR,Bulgaria,Smolyan,41.628892,24.668089,4081,4,33,4044,,,True,True,BG424
2021-04-08,BGR,Bulgaria,Sofia City,42.286287,23.616846,96978,56,411,96511,,,True,True,BG411
2021-04-08,BGR,Bulgaria,Sofia Region,,,11415,0,0,11415,,,True,True,BG412
2021-04-08,BGR,Bulgaria,Stara Zagora,42.411912,25.567329,15131,3,0,15128,,,True,True,BG344
2021-04-08,BGR,Bulgaria,Targovishte,,,3184,1,0,3183,,,True,True,BG334
2021-04-08,BGR,Bulgaria,Varna,43.186206,27.59493,26586,0,11,26575,,,True,True,BG331
2021-04-08,BGR,Bulgaria,Veliko Tarnovo,43.189524,25.649275,7956,4,5,7947,,,True,True,BG321
2021-04-08,BGR,Bulgaria,Vidin,43.797295,22.68621,2369,18,14,2337,,,True,True,BG311
2021-04-08,BGR,Bulgaria,Vratsa,43.395067,23.759152,9103,0,2,9101,,,True,True,BG313
2021-04-08,BGR,Bulgaria,Yambol,,,6019,14,18,5987,,,True,True,BG343
2021-04-06,HRV,Croatia,Bjelovarsko-bilogorska,45.739855,16.976657,6178,140,,6038,,,True,True,HR047
2021-04-06,HRV,Croatia,Brodsko-Posavska,45.142404,17.821388,9338,147,,9191,,,True,True,HR04A
2021-04-06,HRV,Croatia,Dubrovačko-neretvanska,42.662368,18.15083,6987,116,,6871,,,True,True,HR037
2021-04-06,HRV,Croatia,Grad Zagreb,45.742196,16.008116,52333,1883,,50450,,,True,True,HR041
2021-04-06,HRV,Croatia,Istarska,45.203521,13.895312,6593,95,,6498,,,True,True,HR036
2021-04-06,HRV,Croatia,Karlovačka,45.292126,15.46427,8312,309,,8003,,,True,True,HR04D
2021-04-06,HRV,Croatia,Koprivničko-križevačka,46.066232,16.571467,6471,189,,6282,,,True,True,HR045
2021-04-06,HRV,Croatia,Krapinsko-zagorska županija,46.09492,15.919072,9627,300,,9327,,,True,True,HR043
2021-04-06,HRV,Croatia,Ličko-senjska,44.69075,15.422344,3384,106,,3278,,,True,True,HR032
2021-04-06,HRV,Croatia,Međimurska,46.410728,16.508315,11395,165,,11230,,,True,True,HR046
2021-04-06,HRV,Croatia,NOT SPECIFIED,,,,,263758,-263758,,,True,True,
2021-04-06,HRV,Croatia,Osječko-baranjska,45.56139,18.442456,17183,736,,16447,,,True,True,HR04B
2021-04-06,HRV,Croatia,Požeško-slavonska,45.404899,17.562893,3083,87,,2996,,,True,True,HR049
2021-04-06,HRV,Croatia,Primorsko-Goranska,45.367738,14.701448,24719,302,,24417,,,True,True,HR031
2021-04-06,HRV,Croatia,Šibensko-kninska,43.89492,16.07332,7606,109,,7497,,,True,True,HR034
2021-04-06,HRV,Croatia,Sisačko-moslavačka,45.365583,16.424137,9616,113,,9503,,,True,True,HR04E
2021-04-06,HRV,Croatia,Splitsko-Dalmatinska,43.613438,16.730085,36741,509,,36232,,,True,True,HR035
2021-04-06,HRV,Croatia,Varaždinska,46.250434,16.293818,16610,404,,16206,,,True,True,HR044
2021-04-06,HRV,Croatia,Virovitičko-podravska,45.831646,17.385543,3938,82,,3856,,,True,True,HR048
2021-04-06,HRV,Croatia,Vukovarsko-srijemska,45.179126,18.877963,8532,162,,8370,,,True,True,HR04C
2021-04-06,HRV,Croatia,Zadarska,44.347845,15.959404,10301,149,,10152,,,True,True,HR033
2021-04-06,HRV,Croatia,Zagrebačka,45.82762,16.381796,21952,10,,21942,,,True,True,HR042
2021-04-06,CYP,Cyprus,Cyprus,35.167406,33.435499,49366,319,36872,12175,1285,,True,True,CY
2021-04-06,CZE,Czech Republic,NOT SPECIFIED,,,1560777,27329,1430816,102632,,,True,True,
2020-09-11,DNK,Denmark,Faroe,62.194921,-7.096614,0,0,,0,,,True,True,FRO
2020-09-11,DNK,Denmark,Greenland,71.702379,-42.177174,0,0,,0,,,True,True,GRL
2021-04-07,DNK,Denmark,Hovedstaden,55.675758,12.56902,,,,0,,,True,True,DK01
2021-04-07,DNK,Denmark,Mainland,56.031924,9.317572,,,,0,,,True,True,
2021-04-07,DNK,Denmark,Midtjylland,56.302139,9.302777,,,,0,,,True,True,DK04
2021-04-07,DNK,Denmark,Nordjylland,56.830742,9.493053,,,,0,,,True,True,DK05
2021-04-07,DNK,Denmark,NOT SPECIFIED,,,234931,2435,223824,8672,237,0,True,True,
2021-04-07,DNK,Denmark,Sjælland,55.92481,11.67126,,,,0,,,True,True,DK02
2021-04-07,DNK,Denmark,Syddanmark,55.675758,12.56902,,,,0,,,True,True,DK03
2021-04-07,EST,Estonia,Estonia,58.596209,25.023778,111664,976,,110688,,,True,True,EE0
2021-04-07,FIN,Finland,Ahvenanmaa,60.240625,19.966666,327,,,327,,,True,True,FI200
2021-04-07,FIN,Finland,Etelä-Karjala,61.217899,28.550289,957,,,957,,,True,True,FI1C5
2021-04-07,FIN,Finland,Etelä-Pohjanmaa,62.833356,23.05691,716,,,716,,,True,True,FI194
2021-04-07,FIN,Finland,Etelä-Savo,61.813578,27.347685,884,,,884,,,True,True,FI1D1
2021-04-07,FIN,Finland,HUS,60.408524,24.7817,47441,,,47441,,,True,True,FI1B1
2021-04-07,FIN,Finland,Itä-Savo,62.073919,28.846114,245,,,245,,,True,True,FI1X1
2021-04-07,FIN,Finland,Kainuu,64.373656,28.743748,265,,,265,,,True,True,FI1D8
2021-04-07,FIN,Finland,Kanta-Häme,60.921424,24.354383,1445,,,1445,,,True,True,FI1C2
2021-04-07,FIN,Finland,Keski-Pohjanmaa,63.626887,24.066596,241,,,241,,,True,True,FI1D5
2021-04-07,FIN,Finland,Keski-Suomi,62.629133,25.476526,2381,,,2381,,,True,True,FI193
2021-04-07,FIN,Finland,Kymenlaakso,60.826543,26.889951,1279,,,1279,,,True,True,FI1C4
2021-04-07,FIN,Finland,Länsi-Pohja,66.133479,24.762611,538,,,538,,,True,True,FI1X2
2021-04-07,FIN,Finland,Lappi,67.847438,26.444542,603,,,603,,,True,True,FI1D7
2021-04-04,FIN,Finland,NOT SPECIFIED,,,,846,,-846,,,True,True,
2021-04-07,FIN,Finland,Päijät-Häme,61.217271,25.721465,2191,,,2191,,,True,True,FI1C3
2021-04-07,FIN,Finland,Pirkanmaa,61.715017,23.913902,4171,,,4171,,,True,True,FI197
2021-04-07,FIN,Finland,Pohjois-Karjala,62.918285,29.941761,650,,,650,,,True,True,FI1D3
2021-04-07,FIN,Finland,Pohjois-Pohjanmaa,64.217762,25.29512,2786,,,2786,,,True,True,FI1D9
2021-04-07,FIN,Finland,Pohjois-Savo,63.173162,27.465765,1166,,,1166,,,True,True,FI1D2
2021-04-07,FIN,Finland,Satakunta,61.527072,22.157717,1457,,,1457,,,True,True,FI196
2021-04-07,FIN,Finland,Vaasa,63.077479,22.196054,2305,,,2305,,,True,True,FI195
2021-04-07,FIN,Finland,Varsinais-Suomi,60.590424,22.623677,8368,,,8368,,,True,True,FI1C1
2020-03-18,FIN,Finland,West North,,,2,0,0,2,,,True,True,
2021-04-07,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,0,10176,41994,-52170,3836,646,True,True,FRK
2021-04-07,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,0,4210,16188,-20398,1353,181,True,True,FRC
2021-04-07,FRA,France,Bretagne,48.181767,-2.840778,0,1368,5952,-7320,786,124,True,True,FRH0
2021-04-07,FRA,France,Centre-Val de Loire,47.751569,1.675063,0,2291,9365,-11656,1127,194,True,True,FRB0
2021-04-07,FRA,France,Corse,42.151732,9.105559,0,171,772,-943,98,18,True,True,FRM0
2021-04-07,FRA,France,Grand Est,48.688738,5.613275,0,9064,31765,-40829,2711,485,True,True,FRF
2021-04-07,FRA,France,Guadeloupe,16.192207,-61.272382,0,203,949,-1152,74,17,True,True,FRY1
2021-04-07,FRA,France,Guyane,3.926082,-53.245309,0,90,2273,-2363,25,9,True,True,FRY3
2021-04-07,FRA,France,Hauts-de-France,49.96966,2.770434,0,7545,29387,-36932,3708,706,True,True,FRE
2021-04-07,FRA,France,Île-de-France,48.709229,2.503473,0,17267,78169,-95436,7901,1709,True,True,FR1
2021-04-07,FRA,France,La Réunion,-20.89066,55.455054,0,132,1227,-1359,172,55,True,True,FRY4
2021-04-07,FRA,France,Martinique,14.63554,-61.022814,0,57,472,-529,105,21,True,True,FRY2
2021-04-07,FRA,France,Mayotte,-12.824511,45.165455,0,124,1210,-1334,21,8,True,True,FRY5
