Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-03,FRA,France,Auvergne-Rhône-Alpes,45.283026,4.624017,40,0,0,40,0,0,True,True
2020-03-03,FRA,France,Bourgogne-Franche-Comté,47.234197,4.806917,13,0,0,13,0,0,True,True
2020-03-03,FRA,France,Bretagne,48.181767,-2.840778,19,0,0,19,0,0,True,True
2020-03-03,FRA,France,Grand Est,48.688738,5.613275,13,0,0,13,0,0,True,True
2020-03-03,FRA,France,Guadeloupe,16.192207,-61.272382,3,0,0,3,0,0,True,True
2020-03-03,FRA,France,Hauts-de-France,49.96966,2.770434,59,0,0,59,0,0,True,True
2020-03-03,FRA,France,Île-de-France,48.709229,2.503473,37,0,0,37,0,0,True,True
2020-03-03,FRA,France,Normandie,48.880101,-0.073045,2,0,0,2,0,0,True,True
2020-03-03,FRA,France,NOT SPECIFIED,,,0,4,12,-16,0,0,True,True
2020-03-03,FRA,France,Nouvelle-Aquitaine,45.479897,0.410462,4,0,0,4,0,0,True,True
2020-03-03,FRA,France,Occitanie,43.703195,2.143601,7,0,0,7,0,0,True,True
2020-03-03,FRA,France,Pays de la Loire,47.479115,-0.811996,5,0,0,5,0,0,True,True
2020-03-03,FRA,France,Provence-Alpes-Côte d'Azur,43.956994,6.062951,10,0,0,10,0,0,True,True
2020-03-03,DEU,Germany,Baden-Württemberg,48.537648,9.049199,28,,,,,,True,True
2020-03-03,DEU,Germany,Bayern,48.947574,11.419913,37,,,,,,True,True
2020-03-03,DEU,Germany,Berlin,52.501532,13.40185,3,,,,,,True,True
2020-03-03,DEU,Germany,Brandenburg,53.109014,12.140724,1,,,,,,True,True
2020-03-03,DEU,Germany,Bremen,53.108678,8.785951,2,,,,,,True,True
2020-03-03,DEU,Germany,Hamburg,53.54464,10.027798,2,,,,,,True,True
2020-03-03,DEU,Germany,Hessen,50.603242,9.031057,12,,,,,,True,True
2020-03-03,DEU,Germany,Niedersachsen,52.765527,9.162019,2,,,,,,True,True
2020-03-03,DEU,Germany,Nordrhein-Westfalen,51.479706,7.56208,103,,,,,,True,True
2020-03-03,DEU,Germany,Repatriierte,,,2,,,,,,True,True
2020-03-03,DEU,Germany,Rheinland-Pfalz,49.50932,7.909356,2,,,,,,True,True
2020-03-03,DEU,Germany,Sachsen,51.052334,13.348561,1,,,,,,True,True
2020-03-03,DEU,Germany,Schleswig Holstein,54.0295,9.705555,2,,,,,,True,True
2020-03-03,DEU,Germany,Thüringen,50.903878,11.02488,1,,,,,,True,True
2020-03-03,ITA,Italy,Abruzzo,42.228034,13.855137,6,0,0,6,5,0,True,True
2020-03-03,ITA,Italy,Basilicata,40.500665,16.082246,1,0,0,1,0,0,True,True
2020-03-03,ITA,Italy,Bolzano,46.697344,11.417082,1,0,0,1,1,0,True,True
2020-03-03,ITA,Italy,Calabria,39.225585,16.418474,1,0,0,1,0,0,True,True
2020-03-03,ITA,Italy,Campania,41.059945,14.785097,30,0,0,30,11,0,True,True
2020-03-03,ITA,Italy,Emilia-Romagna,44.536563,11.019909,420,18,4,398,211,24,True,True
2020-03-03,ITA,Italy,Friuli Venezia Giulia,46.155667,13.058636,13,0,0,13,1,0,True,True
2020-03-03,ITA,Italy,Lazio,41.981132,12.767224,14,0,3,11,10,0,True,True
2020-03-03,ITA,Italy,Liguria,44.144781,8.140492,24,1,4,19,14,2,True,True
2020-03-03,ITA,Italy,Lombardia,45.622479,9.770824,1520,55,139,1326,865,167,True,True
2020-03-03,ITA,Italy,Marche,43.366624,13.106678,61,2,0,59,40,13,True,True
2020-03-03,ITA,Italy,Molise,41.597834,14.548702,3,0,0,3,3,0,True,True
2020-03-03,ITA,Italy,Piemonte,45.060965,7.926836,56,0,0,56,16,3,True,True
2020-03-03,ITA,Italy,Puglia,40.984631,16.620464,6,0,0,6,2,0,True,True
2020-03-03,ITA,Italy,Sardegna,40.090225,9.036223,1,0,0,1,1,0,True,True
2020-03-03,ITA,Italy,Sicilia,37.587635,14.155497,7,0,2,5,2,0,True,True
2020-03-03,ITA,Italy,Toscana,43.459993,11.136697,19,0,1,18,10,0,True,True
2020-03-03,ITA,Italy,Trento,46.139153,10.830791,4,0,0,4,1,0,True,True
2020-03-03,ITA,Italy,Umbria,42.966781,12.49094,8,0,0,8,2,1,True,True
2020-03-03,ITA,Italy,Veneto,45.664735,11.84235,307,3,7,297,68,19,True,True
2020-02-20,LVA,Latvia,Latvia,56.875584,24.607722,-1,0,0,-1,,,True,True
2020-03-03,PRT,Portugal,Centro,40.111812,-8.012768,1,,,,,,True,True
2020-03-03,PRT,Portugal,Lisbon,38.623843,-8.88436,2,,,,,,True,True
2020-03-03,PRT,Portugal,Norte,41.457206,-7.678153,1,,,,,,True,True
2020-03-03,ESP,Spain,Andalucía,37.46363,-4.573552,13,,,,,,True,True
2020-03-03,ESP,Spain,Canarias,28.291062,-16.55631,7,,,,,,True,True
2020-03-03,ESP,Spain,Cantabria,43.196326,-4.034401,10,,,,,,True,True
2020-03-03,ESP,Spain,Castilla y León,41.751205,-4.788185,8,,,,,,True,True
2020-03-03,ESP,Spain,Castilla-La Mancha,39.254442,-3.160863,7,,,,,,True,True
2020-03-03,ESP,Spain,Cataluña,41.798,1.528534,18,,,,,,True,True
2020-03-03,ESP,Spain,Comunidad de Madrid,40.494962,-3.716057,46,,,,,,True,True
2020-03-03,ESP,Spain,Comunidad Foral de Navarra,42.667549,-1.647658,2,,,,,,True,True
2020-03-03,ESP,Spain,Comunidad Valenciana,39.390435,-0.543007,19,1,,,,,True,True
2020-03-03,ESP,Spain,Extremadura,39.191409,-6.150692,6,,,,,,True,True
2020-03-03,ESP,Spain,Illes Balears,39.613452,2.956607,2,,,,,,True,True
2020-03-03,ESP,Spain,La Rioja,42.275075,-2.517177,2,,,,,,True,True
2020-03-03,ESP,Spain,País Vasco,43.032149,-2.62166,13,,,,,,True,True
