Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-13,ALB,Albania,Tiranë,41268582845200000,19793936271500000,23,0,0,23,0,0,False,False
2020-03-13,AND,Andorra,Andorra,42.542268,1.596865,1,0,0,1,,,False,False
2020-03-14,AUT,Austria,Burgenland,47541448739500000,16520205662000000,10,,,,,,True,True
2020-03-14,AUT,Austria,Kärnten,46715831643400000,14455532074000000,5,,,,,,True,True
2020-03-14,AUT,Austria,Niederösterreich,48270510379300000,15763244734500000,82,,,,,,True,True
2020-03-14,AUT,Austria,Oberösterreich,48138165991400000,13964294830500000,116,,,,,,True,True
2020-03-14,AUT,Austria,Salzburg,47254050817900000,13032652855000000,30,,,,,,True,True
2020-03-14,AUT,Austria,Steiermark,47187361406500000,15518046379000000,71,,,,,,True,True
2020-03-14,AUT,Austria,Tirol,47209022512400000,11397603034500000,206,,,,,,True,True
2020-03-14,AUT,Austria,Vorarlberg,47240148924300000,9896366157600000,34,,,,,,True,True
2020-03-14,AUT,Austria,Wien,48211410453600000,16380037999400000,101,,,,,,True,True
2020-03-13,BLR,Belarus,Belarus,53.711111,27.973847,12,0,0,12,0,0,False,False
2020-03-13,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,3,0,0,3,0,0,False,False
2020-03-13,HRV,Croatia,Grad Zagreb,45742195781300000,16008116114200000,10,0,0,10,,,True,True
2020-03-13,HRV,Croatia,Istarska,45203520927400000,13895311790600000,2,0,0,2,,,True,True
2020-03-13,HRV,Croatia,Primorsko-Goranska,45367738410600000,14701448207100000,8,0,0,8,,,True,True
2020-03-13,HRV,Croatia,Sisačko-moslavačka,45365582718600000,16424137352000000,1,0,0,1,,,True,True
2020-03-13,HRV,Croatia,Varaždinska,46250434350700000,16293818261199998,4,0,0,4,,,True,True
2020-03-14,CYP,Cyprus,Cyprus,35.167406,33.435499,26,0,0,26,,,True,True
2020-03-14,DNK,Denmark,Faroe,62194921473900000,-7096614480000000,10,0,0,10,0,0,True,True
2020-03-13,DNK,Denmark,Hovedstaden,,,325,0,0,325,0,0,True,True
2020-03-14,DNK,Denmark,Mainland,56031924498800000,9317572000320000,830,0,0,830,0,0,True,True
2020-03-13,DNK,Denmark,Midtjylland,,,176,0,0,176,0,0,True,True
2020-03-13,DNK,Denmark,Nordjylland,,,46,0,0,46,0,0,True,True
2020-03-13,DNK,Denmark,Sjælland,,,105,0,0,105,0,0,True,True
2020-03-13,DNK,Denmark,Syddanmark,,,133,0,0,133,0,0,True,True
2020-03-13,EST,Estonia,Estonia,58.596209,25.023778,109,0,0,109,0,0,True,True
2020-03-14,FRA,France,Auvergne-Rhône-Alpes,45283025697300000,4624017238500000,454,0,0,454,0,0,True,True
2020-03-14,FRA,France,Bourgogne-Franche-Comté,47234196765400000,4806917415570000,339,0,0,339,0,0,True,True
2020-03-14,FRA,France,Bretagne,48181767462800000,-2840778298880000,182,0,0,182,0,0,True,True
2020-03-14,FRA,France,Centre-Val de Loire,,,54,0,0,54,0,0,True,True
2020-03-14,FRA,France,Corse,42151732044300000,9105558505740000,106,0,0,106,0,0,True,True
2020-03-14,FRA,France,Grand Est,48688737935300000,5613275284200000,1085,0,0,1085,0,0,True,True
2020-03-14,FRA,France,Guadeloupe,16.192207,-61.272382,3,0,0,3,0,0,True,True
2020-03-14,FRA,France,Guyane,3926081597970000,-53245308767100000,7,0,0,7,0,0,True,True
2020-03-14,FRA,France,Hauts-de-France,49969659632100000,2770433625000000,466,0,0,466,0,0,True,True
2020-03-14,FRA,France,Île-de-France,48709229065900000,2503472807550000,949,0,0,949,0,0,True,True
2020-03-14,FRA,France,La Réunion,,,6,0,0,6,0,0,True,True
2020-03-14,FRA,France,Martinique,14.63554,-61.022814,10,0,0,10,0,0,True,True
2020-03-14,FRA,France,Mayotte,-12.824511,45.165455,1,0,0,1,0,0,True,True
2020-03-14,FRA,France,Normandie,48880100761200000,-73044895999900,127,0,0,127,0,0,True,True
2020-03-14,FRA,France,NOT SPECIFIED,,,4,91,0,-87,0,300,True,True
2020-03-14,FRA,France,Nouvelle-Aquitaine,45479897269500000,410462081500000,130,0,0,130,0,0,True,True
2020-03-14,FRA,France,Occitanie,43703195134300000,2143601077920000,214,0,0,214,0,0,True,True
2020-03-14,FRA,France,Pays de la Loire,47479115354700000,-811996068595000,82,0,0,82,0,0,True,True
2020-03-14,FRA,France,Provence-Alpes-Côte d'Azur,43956993954400000,6062950966870000,281,0,0,281,0,0,True,True
2020-03-14,DEU,Germany,Baden-Württemberg,48537647988100000,9049198906250000,569,2,,,,,True,True
2020-03-14,DEU,Germany,Bayern,48947574497300000,11419913374100000,681,1,,,,,True,True
2020-03-14,DEU,Germany,Berlin,52501531580600000,13401850244300000,216,,,,,,True,True
2020-03-14,DEU,Germany,Brandenburg,53109013869400000,12140724421000000,61,,,,,,True,True
2020-03-14,DEU,Germany,Bremen,53108678267300000,8785950912070000,50,,,,,,True,True
2020-03-14,DEU,Germany,Hamburg,53544640281500000,10027798051700000,158,,,,,,True,True
2020-03-14,DEU,Germany,Hessen,50603241555500000,9031057136960000,203,,,,,,True,True
2020-03-14,DEU,Germany,Mecklenburg-Vorpommern,53721962073200000,12496035392800000,45,,,,,,True,True
2020-03-14,DEU,Germany,Niedersachsen,52765526803900000,9162018888060000,253,,,,,,True,True
2020-03-14,DEU,Germany,Nordrhein-Westfalen,51479705656600000,7562080282280000,1154,5,,,,,True,True
2020-03-03,DEU,Germany,Repatriierte,,,2,,,,,,True,True
2020-03-14,DEU,Germany,Rheinland-Pfalz,49509319736500000,7909356474750000,121,,,,,,True,True
2020-03-14,DEU,Germany,Saarland,49384367683200000,6953135496240000,40,,,,,,True,True
2020-03-14,DEU,Germany,Sachsen,51052333888500000,13348560827600000,93,,,,,,True,True
2020-03-14,DEU,Germany,Sachsen-Anhalt,52013193084700000,11700691006400000,45,,,,,,True,True
2020-03-14,DEU,Germany,Schleswig Holstein,54029500009900000,9705554962500000,60,,,,,,True,True
2020-03-14,DEU,Germany,Thüringen,50903878069000000,11024879545900000,46,,,,,,True,True
2020-03-13,GRC,Greece,Achaea,38116381091000000,21862704277000000,19,0,0,19,,,True,True
2020-03-13,GRC,Greece,Athens,37997491592300000,23762727187400000,36,0,0,36,,,True,True
2020-03-13,GRC,Greece,East Attica,37920984406300000,23858620643600000,5,0,0,5,,,True,True
2020-03-13,GRC,Greece,Elis,37729999773700000,21565210269300000,31,1,0,30,,,True,True
2020-03-13,GRC,Greece,Euboea,38555117820800000,23793426880900000,1,0,0,1,,,True,True
2020-03-13,GRC,Greece,Heraklion,35138839231500000,25118682143500000,3,0,0,3,0,0,True,True
2020-03-13,GRC,Greece,Kastoria,40461316472700000,21154636441200000,9,0,0,9,,,True,True
2020-03-13,GRC,Greece,Kozani,40381888039300000,21628163337700000,1,0,0,1,,,True,True
2020-03-13,GRC,Greece,Lesbos,39074583060100000,26223748207100000,1,0,0,1,,,True,True
2020-03-13,GRC,Greece,Pireas,37496654449100000,23343614578200000,1,0,0,1,,,True,True
2020-03-13,GRC,Greece,Serron,41091379699500000,23523619907900000,7,0,0,7,0,0,True,True
2020-03-13,GRC,Greece,Tessaloniki,40687596813400000,23115933351100000,8,0,0,8,,,True,True
2020-03-12,GRC,Greece,Unknown,,,99,0,0,99,,,True,True
2020-03-13,GRC,Greece,Zakynthos,37785044508000000,20774552821000000,4,0,0,4,,,True,True
2020-03-14,HUN,Hungary,Hungary,47.164638,19.508944,29,0,0,29,0,0,True,True
2020-03-05,HUN,Hungary,NOT SPECIFIED,,,0,0,0,0,0,0,True,True
2020-03-13,IRL,Ireland,Ireland,53.41975,-8.240472,70,1,0,69,,,True,True
2020-03-14,ITA,Italy,Abruzzo,42228034295700000,13855137318600000,112,2,4,106,65,14,True,True
2020-03-14,ITA,Italy,Basilicata,40500665311700000,16082246492500000,10,0,0,10,2,2,True,True
2020-03-14,ITA,Italy,Bolzano,46697344154600000,11417082230600000,173,3,0,170,33,7,True,True
2020-03-14,ITA,Italy,Calabria,39225584513600000,16418473720500000,60,0,1,59,26,4,True,True
2020-03-14,ITA,Italy,Campania,41059944859300000,14785096645500000,272,6,23,243,89,17,True,True
2020-03-14,ITA,Italy,Emilia-Romagna,44536562775300000,11019909165800000,2644,241,54,2349,1228,152,True,True
2020-03-14,ITA,Italy,Friuli Venezia Giulia,46155667037500000,13058635844500000,301,13,17,271,78,11,True,True
2020-03-14,ITA,Italy,Lazio,41981132233700000,12767224222400000,357,13,24,320,206,25,True,True
2020-03-14,ITA,Italy,Liguria,44144781196100000,8140492081750001,463,27,52,384,275,62,True,True
2020-03-14,ITA,Italy,Lombardia,45622479492900000,9770823890640000,11685,966,1660,9059,5630,732,True,True
2020-03-14,ITA,Italy,Marche,43366623686200000,13106677638500000,899,36,0,863,542,93,True,True
2020-03-14,ITA,Italy,Molise,41597834096500000,14548702240000000,17,0,0,17,8,3,True,True
2020-03-14,ITA,Italy,Piemonte,45060965025900000,7926835630320000,873,59,0,814,688,150,True,True
2020-03-14,ITA,Italy,Puglia,40984631392500000,16620463915900000,166,8,2,156,97,6,True,True
2020-03-14,ITA,Italy,Sardegna,40090224500700000,9036223468450000,47,0,0,47,14,0,True,True
2020-03-14,ITA,Italy,Sicilia,37587634586000000,14155496504900000,156,2,4,150,53,11,True,True
2020-03-14,ITA,Italy,Toscana,43459992765100000,11136697352100000,630,6,10,614,247,87,True,True
2020-03-14,ITA,Italy,Trento,46139153342700000,10830790520000000,206,2,5,199,80,12,True,True
2020-03-14,ITA,Italy,Umbria,42966780765500000,12490940411600000,107,1,3,103,32,11,True,True
2020-03-14,ITA,Italy,Valle d'Aosta,45732414334000000,7393650853490000,42,1,0,41,12,0,True,True
2020-03-14,ITA,Italy,Veneto,45664735334700000,11842349612600000,1937,55,107,1775,485,119,True,True
2020-03-13,LVA,Latvia,Latvia,56.875584,24.607722,17,0,0,17,,,True,True
2020-03-14,LIE,Liechtenstein,Liechtenstein,47.164696,9.555,4,0,0,4,,,False,False
2020-03-13,LTU,Lithuania,Lithuania,55.174112,23.906736,3,0,0,3,,,True,True
2020-03-14,MLT,Malta,Malta,35.946151,14.384612,17,0,0,17,,,True,True
2020-03-13,MDA,Moldova,Moldova,46.979527,28.377195,6,0,0,6,,,False,False
2020-03-13,NOR,Norway,Agder,58699660843400000,7618402959790000,19,0,0,19,,,False,True
2020-03-13,NOR,Norway,Innlandet,61433539708800000,10427143607300000,16,0,0,16,,,False,True
2020-03-13,NOR,Norway,Møre og Romsdal,62543568915300000,8540539264500000,5,0,0,5,,,False,True
2020-03-13,NOR,Norway,Nordland,66679716060600000,14635752439500000,3,0,0,3,,,False,True
2020-03-13,NOR,Norway,NOT SPECIFIED,,,212,0,0,212,,,False,True
2020-03-13,NOR,Norway,Oslo,59979682911200000,10738335047600000,51,0,0,51,,,False,True
2020-03-13,NOR,Norway,Rogaland,58587089687300000,6206791877500000,33,0,0,33,,,False,True
2020-03-13,NOR,Norway,Troms og Finnmark,70239335457500010,26129349708500000,6,0,0,6,,,False,True
2020-03-13,NOR,Norway,Trøndelag,63421183333600000,11529950618500000,22,0,0,22,,,False,True
2020-03-13,NOR,Norway,Vestfold og Telemark,59493612313300000,8722187684320000,5,0,0,5,,,False,True
2020-03-13,NOR,Norway,Vestland,60952728950800000,6513828453530000,31,0,0,31,,,False,True
2020-03-13,NOR,Norway,Viken,60020274146300000,9849655270750000,86,0,0,86,,,False,True
2020-03-14,PRT,Portugal,Algarve,37218388760200000,-8198488473999999,7,,,,,,True,True
2020-03-14,PRT,Portugal,Centro,40111812062400000,-8012768402530000,8,,,,,,True,True
2020-03-14,PRT,Portugal,Estrageiro,,,4,,,,,,True,True
2020-03-14,PRT,Portugal,Lisbon,38623842874000000,-8884359683900000,73,,,,,,True,True
2020-03-14,PRT,Portugal,Norte,41457206113900000,-7678152655410000,77,,,,,,True,True
2020-03-13,SMR,San Marino,San Marino,43.942973,12.460035,66,3,0,63,,,False,False
2020-03-14,SRB,Serbia,Serbia,44.206802,20.911009,46,0,0,46,0,0,False,True
2020-03-14,SVK,Slovakia,Banská Bystrica,48515680093700000,19499999268100000,1,0,0,1,,,True,True
2020-03-14,SVK,Slovakia,Bratislava,48319002599600000,17174810423600000,27,0,0,27,,,True,True
2020-03-14,SVK,Slovakia,Košice,48771357565600000,20721930981000000,3,0,0,3,,,True,True
2020-03-14,SVK,Slovakia,Nitra,48140652449600000,18303110253900000,1,0,0,1,,,True,True
2020-03-14,SVK,Slovakia,Prešov,49126441214000000,21221320730400000,2,0,0,2,,,True,True
2020-03-14,SVK,Slovakia,Trencín,48858563754800000,18202195689700000,2,0,0,2,,,True,True
2020-03-14,SVK,Slovakia,Trnava,48222651431400000,17707847118299998,1,0,0,1,,,True,True
2020-03-14,SVK,Slovakia,Zilina,49178516829000000,19167162572500000,7,0,0,7,,,True,True
2020-03-13,SVN,Slovenia,Slovenia,46.145528,14.974542,89,0,0,89,,,True,True
2020-03-14,ESP,Spain,Andalucía,37463629855500000,-4573551667950000,269,0,0,269,0,0,True,True
2020-03-14,ESP,Spain,Aragón,41519884406300000,-660301685104000,80,0,0,80,0,0,True,True
2020-03-14,ESP,Spain,Canarias,28291062398000000,-16556310093700000,90,31,0,59,0,0,True,True
2020-03-14,ESP,Spain,Cantabria,43196325715200000,-4034400523450000,31,0,0,31,0,0,True,True
2020-03-14,ESP,Spain,Castilla y León,41751204988900000,-4788185181250000,223,0,0,223,0,0,True,True
2020-03-14,ESP,Spain,Castilla-La Mancha,39254442317900000,-3160862624500000,289,0,0,289,0,0,True,True
2020-03-14,ESP,Spain,Cataluña,41798000184500000,1528533601050000,509,0,0,509,0,0,True,True
2020-03-14,ESP,Spain,Ciudad Autónoma de Ceuta,35895759332600000,-5358194470000000,0,130,0,-130,0,0,True,True
2020-03-14,ESP,Spain,Ciudad Autónoma de Melilla,35298248761200000,-2948652563560000,3,47,0,-44,0,0,True,True
2020-03-14,ESP,Spain,Comunidad de Madrid,40494962162700000,-3716056778760000,2940,0,0,2940,0,0,True,True
2020-03-14,ESP,Spain,Comunidad Foral de Navarra,42667549004200000,-1647657685120000,146,0,0,146,0,0,True,True
2020-03-14,ESP,Spain,Comunidad Valenciana,39390435152900000,-543006669452000,130,0,0,130,0,0,True,True
2020-03-14,ESP,Spain,Extremadura,39191409312800000,-6150691752810000,66,0,0,66,0,0,True,True
2020-03-14,ESP,Spain,Galicia,42757078975000000,-7910384474700000,115,0,0,115,0,0,True,True
2020-03-14,ESP,Spain,Illes Balears,39613451923300000,2956607126340000,28,0,0,28,0,0,True,True
2020-03-14,ESP,Spain,La Rioja,42275075476200000,-2517176826500000,278,0,0,278,0,0,True,True
2020-03-14,ESP,Spain,País Vasco,43032148865300000,-2621659726460000,417,0,0,417,0,0,True,True
2020-03-14,ESP,Spain,Principado de Asturias,43292312140600000,-5992987579530000,92,0,0,92,0,0,True,True
2020-03-14,ESP,Spain,Región de Murcia,38002068806900000,-1485218655230000,47,0,0,47,0,0,True,True
2020-03-13,SWE,Sweden,Blekinge,56279696017600000,15193246082200000,6,0,0,6,,,True,True
2020-03-13,SWE,Sweden,Dalarna,60952954798500000,14350603002500000,1,0,0,1,,,True,True
2020-03-13,SWE,Sweden,Gävleborg,61440898671700000,16291104723099998,3,0,0,3,,,True,True
2020-03-13,SWE,Sweden,Gotland,57487050520100000,18510063221800000,2,0,0,2,,,True,True
2020-03-13,SWE,Sweden,Halland,56953554555800000,12842897825700000,19,0,0,19,,,True,True
2020-03-13,SWE,Sweden,Jämtland,63251956183800000,14312746767300000,3,0,0,3,,,True,True
2020-03-13,SWE,Sweden,Jönköping,57499911447000000,14436577182300000,26,0,0,26,,,True,True
2020-03-13,SWE,Sweden,Kalmar,57245032665100000,16053939208200000,3,0,0,3,,,True,True
2020-03-13,SWE,Sweden,Kronoberg,56786938051900000,14574735992100000,8,0,0,8,,,True,True
2020-03-13,SWE,Sweden,Norrbotten,66954122121100000,20083057187200000,5,0,0,5,,,True,True
2020-03-13,SWE,Sweden,Örebro,59350248819900000,14974991651300000,5,0,0,5,,,True,True
2020-03-13,SWE,Sweden,Östergötland,58354622113400000,15661532556400000,1,0,0,1,,,True,True
2020-03-13,SWE,Sweden,Skåne,55948710903000000,13596415080900000,97,0,0,97,,,True,True
2020-03-13,SWE,Sweden,Södermanland,59077751367500000,16685977130000000,7,0,0,7,,,True,True
2020-03-13,SWE,Sweden,Stockholm,59370877409700000,17711873531300000,267,0,0,267,,,True,True
2020-03-13,SWE,Sweden,Uppsala,60039134086200000,17672886972800000,15,0,0,15,,,True,True
2020-03-13,SWE,Sweden,Värmland,59768907775800000,13153805774100000,22,0,0,22,,,True,True
2020-03-13,SWE,Sweden,Västerbotten,64862069312800000,17819193748699998,8,0,0,8,,,True,True
2020-03-13,SWE,Sweden,Västernorrland,63096634797500000,17251240708000000,6,0,0,6,,,True,True
2020-03-13,SWE,Sweden,Västra Götaland,58303302141100000,12891495736100000,116,0,0,116,,,True,True
2020-03-14,CHE,Switzerland,Aargau,47410913826000000,8159107457859999,32,0,3,29,1,0,False,False
2020-03-14,CHE,Switzerland,Appenzell Ausserrhoden,47387403683700000,9413371086000000,5,0,0,5,0,0,False,False
2020-03-14,CHE,Switzerland,Appenzell Innerrhoden,47308616762300000,9403543809090000,2,0,0,2,0,0,False,False
2020-03-14,CHE,Switzerland,Basel City,,,100,1,4,95,13,2,False,False
2020-03-14,CHE,Switzerland,Basel Country,,,47,2,2,43,0,0,False,False
