Date,iso3,CountryName,Region,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-22,ALB,Albania,Elbasan,41.040028,20.186454,2,0,0,2,,,False,False
2020-03-22,ALB,Albania,Fier,40.774633,19.620528,8,0,0,8,,,False,False
2020-03-22,ALB,Albania,Korçë,40.62883,20.666004,3,0,0,3,0,0,False,False
2020-03-22,ALB,Albania,Tiranë,41.268583,19.793936,63,0,0,63,0,0,False,False
2020-03-20,AND,Andorra,Andorra,42.542268,1.596865,75,0,0,75,,,False,False
2020-03-21,AUT,Austria,Burgenland,47.541449,16.520206,54,,,,,,True,True
2020-03-21,AUT,Austria,Kärnten,46.715832,14.455532,83,,,,,,True,True
2020-03-21,AUT,Austria,Niederösterreich,48.27051,15.763245,394,,,,,,True,True
2020-03-21,AUT,Austria,Oberösterreich,48.138166,13.964295,548,,,,,,True,True
2020-03-21,AUT,Austria,Salzburg,47.254051,13.032653,185,,,,,,True,True
2020-03-21,AUT,Austria,Steiermark,47.187361,15.518046,388,,,,,,True,True
2020-03-21,AUT,Austria,Tirol,47.209023,11.397603,575,,,,,,True,True
2020-03-21,AUT,Austria,Vorarlberg,47.240149,9.896366,228,,,,,,True,True
2020-03-21,AUT,Austria,Wien,48.21141,16.380038,359,,,,,,True,True
2020-03-20,BLR,Belarus,Belarus,53.711111,27.973847,57,0,0,57,0,0,False,False
2020-03-22,BEL,Belgium,Brussels,50.836426,4.367415,405,34,0,371,,,True,True
2020-03-22,BEL,Belgium,Flanders,51.036569,4.234165,2040,14,0,2026,,,True,True
2020-03-22,BEL,Belgium,NOT SPECIFIED,,,103,0,0,103,,,True,True
2020-03-22,BEL,Belgium,Wallonia,50.312074,5.019093,853,27,0,826,,,True,True
2020-03-20,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,43.892652,17.670584,24,0,0,24,0,0,False,False
2020-03-22,BGR,Bulgaria,Blagoevgrad,41.72282,23.424299,5,0,0,5,,,True,True
2020-03-22,BGR,Bulgaria,Burgas,42.491848,27.306892,9,0,0,9,,,True,True
2020-03-22,BGR,Bulgaria,Dobrich,43.65074,27.936751,4,0,0,4,,,True,True
2020-03-22,BGR,Bulgaria,Gabrovo,42.931879,25.247163,3,0,0,3,,,True,True
2020-03-22,BGR,Bulgaria,Lovech,43.035259,24.5688,2,0,0,2,,,True,True
2020-03-22,BGR,Bulgaria,Montana,43.496677,23.192363,7,0,0,7,,,True,True
2020-03-22,BGR,Bulgaria,NOT SPECIFIED,,,14,0,0,14,,,True,True
2020-03-22,BGR,Bulgaria,Pazardzhik,42.133682,24.140941,1,0,0,1,,,True,True
2020-03-22,BGR,Bulgaria,Pernik,42.613861,22.853171,2,0,0,2,,,True,True
2020-03-22,BGR,Bulgaria,Pleven,43.486117,24.610919,6,0,0,6,,,True,True
2020-03-22,BGR,Bulgaria,Plovdiv,42.257364,24.824903,3,0,0,3,,,True,True
2020-03-22,BGR,Bulgaria,Shumen,43.296516,27.004814,1,0,0,1,,,True,True
2020-03-22,BGR,Bulgaria,Smolyan,41.628892,24.668089,3,0,0,3,,,True,True
