Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-11-03,ALB,Albania,41.156986,20.181222,21904,532,11473,9899,323,13,False,False,AL
2020-11-03,AND,Andorra,42.542268,1.596865,4888,75,,,,,False,False,AD
2020-07-13,ARM,Armenia,40.066181,45.111108,32490,581,20729,11180,1885,273,False,False,AM
2020-11-02,AUT,Austria,47.697542,13.349319,118715,1169,62734,54812,1825,336,True,True,AT
2020-11-03,BLR,Belarus,53.711111,27.973847,100400,989,,,,,False,False,BY
2020-11-02,BEL,Belgium,50.499527,4.475402,447355,11858,,,7231,1302,True,True,BE
2020-11-03,BIH,Bosnia and Herzegovina,43.892652,17.670584,52269,1280,,,,,False,False,BA
2020-11-03,BGR,Bulgaria,42.729862,25.491667,56496,1349,21037,34110,,,True,True,BG
2020-11-03,HRV,Croatia,44.48732,16.460306,54088,628,0,53460,,,True,True,HR
2020-11-03,CYP,Cyprus,35.167406,33.435499,4760,27,,,,,True,True,CY
2020-11-03,CZE,Czech Republic,49.800901,15.478153,350896,3654,170608,176634,,,True,True,CZ
2020-11-03,DNK,Denmark,56.155403,11.617223,49594,728,36111,12755,169,22,True,True,DK
2020-11-03,EST,Estonia,58.596209,25.023778,5046,73,,,,,True,True,EE
2020-11-03,FIN,Finland,64.952416,26.068944,16639,354,0,16285,,,True,True,FI
2020-11-01,FRA,France,46.232193,2.209667,1413915,25368,118227,1270320,24031,3578,True,True,FR
2020-11-03,DEU,Germany,51.165706,10.452764,560381,10661,371500,178220,,,True,True,DE
2020-11-03,GRC,Greece,38.275283,23.810343,42080,642,,,,,True,True,EL
2020-11-03,HUN,Hungary,47.164638,19.508944,86769,1973,20856,63940,4767,348,True,True,HU
2020-11-03,ISL,Iceland,64.963942,-19.021169,4931,12,,,,,False,True,IS
2020-11-03,IRL,Ireland,53.41975,-8.240472,62750,1917,,,307,,True,True,IE
2020-11-03,ITA,Italy,41.873987,12.564167,759829,39412,302275,418142,23339,2225,True,True,IT
2020-11-03,LVA,Latvia,56.875584,24.607722,6268,77,,,,,True,True,LV
2020-11-03,LIE,Liechtenstein,47.164696,9.555,607,3,0,604,,,False,False,LI
2020-11-03,LTU,Lithuania,55.174112,23.906736,16556,170,,,,,True,True,LT
2020-11-03,LUX,Luxembourg,49.815764,6.131514,19101,160,,,,,True,True,LU
2020-11-03,MLT,Malta,35.946151,14.384612,6506,64,4505,1937,,,True,True,MT
2020-11-03,MDA,Moldova,46.979527,28.377195,76777,1818,,,,,False,False,MD
2020-11-03,MCO,Monaco,43.738348,7.424451,375,1,,,,,False,False,MC
2020-11-03,MNE,Montenegro,42.710152,19.410069,19210,320,,,,,False,True,ME
2020-11-03,NLD,Netherlands,52.133057,5.29525,375890,13714,0,362176,27328,0,True,True,NL
2020-11-03,MKD,North Macedonia,41.611,21.751417,32997,1025,,,,,False,True,MK
2020-11-03,NOR,Norway,64.583013,17.86411,21187,282,0,20905,1274,262,False,True,NO
2020-11-03,POL,Poland,51.92275,19.136875,414844,6102,,,,,True,True,PL
2020-11-03,PRT,Portugal,39.553444,-7.839319,149464,2635,86589,60240,2349,320,True,True,PT
2020-11-03,ROU,Romania,45.947125,24.980514,256429,7273,,,,,True,True,RO
2020-11-03,RUS,Russian Fed.,61.523111,-74.9,1673686,30944,1251364,391378,0,0,False,False,RU
2020-10-30,SMR,San Marino,43.942973,12.460035,928,42,,,,,False,False,SM
2020-11-03,SRB,Serbia,44.206802,20.911009,49205,833,,,,,False,True,RS
2020-11-03,SVK,Slovakia,48.665639,19.709097,63556,235,14257,49064,1542,104,True,True,SK
2020-11-02,SVN,Slovenia,46.145528,14.974541,37313,412,1326,35575,925,146,True,True,SI
2020-11-02,ESP,Spain,39.896027,-2.487694,1240697,36257,,,176945,15822,True,True,ES
2020-11-02,SWE,Sweden,62.199806,17.637493,134532,5969,,,,2750,True,True,SE
2020-11-03,CHE,Switzerland,46.815514,8.224472,179720,2561,14351,162808,2893,259,False,False,CH
2020-11-03,TUR,Turkey,38.961516,35.25175,379775,10402,,,,,False,True,TR
2020-11-03,UKR,Ukraine,48.379888,31.168139,402194,7375,,,,,False,False,UA
2020-11-02,GBR,United Kingdom,54.633221,-3.432277,1053874,46853,0,1007021,,,False,True,UK
