Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-03-15,ALB,Albania,41.156986,20.181222,117474,2045,80483,34946,478,23,False,False,AL
2021-03-15,AND,Andorra,42.542268,1.596865,11289,113,,,12,,False,False,AD
2021-03-15,AUT,Austria,47.697542,13.349319,495068,8714,446647,39707,1406,373,True,True,AT
2021-03-16,BLR,Belarus,53.711111,27.973847,304146,2112,,,,,False,False,BY
2021-03-14,BEL,Belgium,50.499527,4.475402,809861,22541,,,2013,485,True,True,BE
2021-03-16,BIH,Bosnia and Herzegovina,43.892652,17.670584,146437,5637,122107,18693,,,False,False,BA
2021-03-16,BGR,Bulgaria,42.729862,25.491667,283194,11472,227059,44663,,,True,True,BG
2021-03-15,HRV,Croatia,44.48732,16.460306,251174,5685,241147,4342,,,True,True,HR
2021-03-14,CYP,Cyprus,35.167406,33.435499,39869,292,31916,7661,1092,,True,True,CY
2021-03-15,CZE,Czech Republic,49.800901,15.478153,1412962,23657,1214530,174775,,,True,True,CZ
2021-03-15,DNK,Denmark,56.155403,11.617223,221071,2393,210114,8564,211,0,True,True,DK
2021-03-16,EST,Estonia,58.596209,25.023778,87548,739,,,,,True,True,EE
2021-03-16,FIN,Finland,64.952416,26.068944,67853,354,0,67499,,,True,True,FI
2021-03-15,FRA,France,46.232193,2.209667,4132104,65451,273771,3792882,25469,4219,True,True,FR
2021-03-16,DEU,Germany,51.165706,10.452764,2581331,73656,2374200,133475,,,True,True,DE
2021-03-15,GRC,Greece,38.275283,23.810343,222281,7137,93764,121380,,,True,True,EL
2021-03-16,HUN,Hungary,47.164638,19.508944,529122,17226,356679,155217,9844,1067,True,True,HU
2021-03-15,ISL,Iceland,64.963942,-19.021169,6083,29,6027,27,,,False,True,IS
2021-03-15,IRL,Ireland,53.41975,-8.240472,227316,4534,,,,,True,True,IE
2021-03-15,ITA,Italy,41.873987,12.564167,3238394,102499,2605538,530357,28495,3157,True,True,IT
2021-02-15,XKX,Kosovo,41.85637,21.803351,64341,1544,,,,,False,False,XK
2021-03-16,LVA,Latvia,56.875584,24.607722,94602,1777,,,,,True,True,LV
2021-03-15,LIE,Liechtenstein,47.164696,9.555,2612,55,2521,36,,,False,False,LI
2021-03-15,LTU,Lithuania,55.174112,23.906736,206290,3416,192118,10756,,,True,True,LT
2021-03-13,LUX,Luxembourg,49.815764,6.131514,57877,690,,,,,True,True,LU
2021-03-16,MLT,Malta,35.946151,14.384612,27061,357,23591,3113,,,True,True,MT
2021-03-15,MDA,Moldova,46.979527,28.377195,205324,4369,179474,21481,,,False,False,MD
2021-03-15,MCO,Monaco,43.738348,7.424451,2120,27,1922,171,,,False,False,MC
2021-03-15,MNE,Montenegro,42.710152,19.410069,84163,1136,,,518,,False,True,ME
2021-03-15,NLD,Netherlands,52.133057,5.29525,1162661,22225,0,1140436,37096,0,True,True,NL
2021-03-15,MKD,North Macedonia,41.611,21.751417,112930,3340,98133,11457,,,False,True,MK
2021-03-15,NOR,Norway,64.583013,17.86411,79023,640,0,78383,2975,548,False,True,NO
2021-03-16,POL,Poland,51.92275,19.136875,1931921,47578,1587164,297179,,,True,True,PL
2021-03-15,PRT,Portugal,39.553444,-7.839319,814534,16694,761788,36052,996,231,True,True,PT
2021-03-16,ROU,Romania,45.947125,24.980514,868799,21698,,,,,True,True,RO
2021-03-16,RUS,Russian Fed.,61.523111,-74.9,4409438,95053,4014220,300165,0,0,False,False,RU
2021-03-15,SMR,San Marino,43.942973,12.460035,4151,77,3624,450,,,False,False,SM
2021-03-15,SRB,Serbia,44.206802,20.911009,520911,4747,0,516164,,,False,True,RS
2021-03-16,SVK,Slovakia,48.665639,19.709097,339538,8669,,,3660,331,True,True,SK
2021-03-15,SVN,Slovenia,46.145528,14.974541,201461,4223,10894,186344,451,83,True,True,SI
2021-03-15,ESP,Spain,39.896027,-2.487694,3195062,72424,,,322908,28773,True,True,ES
2021-03-15,SWE,Sweden,62.199806,17.637493,725289,13172,,,,5561,True,True,SE
2021-03-16,CHE,Switzerland,46.815514,8.224472,569398,10193,79512,479693,748,125,False,False,CH
2021-03-15,TUR,Turkey,38.961516,35.25175,2894893,29552,2716969,148372,,,False,True,TR
2021-03-16,UKR,Ukraine,48.379888,31.168139,1477190,28697,1232209,216284,,,False,False,UA
2021-03-15,GBR,United Kingdom,54.633221,-3.432277,4263537,125580,0,4137957,,,False,True,UK
