Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-19,ALB,Albania,41.156986,20.181222,50,0,0,50,0,0,False,False
2020-03-19,AND,Andorra,42.542268,1.596865,53,0,0,53,,,False,False
2020-03-19,AUT,Austria,47.697542,13.349319,2013,,,,,,True,True
2020-03-19,BLR,Belarus,53.711111,27.973847,46,0,0,46,0,0,False,False
2020-03-19,BEL,Belgium,50.499527,4.475402,1795,21,0,1774,,,True,True
2020-03-19,BIH,Bosnia and Herzegovina,43.892652,17.670584,17,0,0,17,0,0,False,False
2020-03-18,HRV,Croatia,44.48732,16.460306,64,0,0,64,,,True,True
2020-03-19,CYP,Cyprus,35.167406,33.435499,58,0,0,58,,,True,True
2020-03-19,CZE,Czech Republic,49.800901,15.478153,765,0,0,765,,,True,True
2020-03-19,DNK,Denmark,56.155403,11.617223,2068,6,0,2062,0,0,True,True
2020-03-19,EST,Estonia,58.596209,25.023778,267,0,0,267,0,0,True,True
2020-03-19,FIN,Finland,64.952416,26.068944,309,0,0,309,,,True,True
2020-03-19,FRA,France,46.232193,2.209667,10995,372,1300,9323,4461,1122,True,True
2020-03-19,DEU,Germany,51.165706,10.452764,11001,20,2040,8941,0,0,True,True
2020-03-19,GRC,Greece,38.275283,23.810343,380,5,0,375,0,0,True,True
2020-03-19,HUN,Hungary,47.164638,19.508944,70,1,0,69,0,0,True,True
2020-03-19,ISL,Iceland,64.963942,-19.021169,330,0,0,330,,,False,True
2020-03-19,IRL,Ireland,53.41975,-8.240472,557,3,0,554,,,True,True
2020-03-19,ITA,Italy,41.873987,12.564167,41035,3405,4440,33190,18255,2498,True,True
2020-03-19,LVA,Latvia,56.875584,24.607722,86,0,0,86,,,True,True
2020-03-19,LIE,Liechtenstein,47.164696,9.555,25,0,0,25,,,False,False
2020-03-19,LTU,Lithuania,55.174112,23.906736,34,0,0,34,,,True,True
2020-03-19,LUX,Luxembourg,49.815764,6.131514,335,4,0,331,,,True,True
2020-03-19,MLT,Malta,35.946151,14.384612,51,0,0,51,,,True,True
2020-03-19,MDA,Moldova,46.979527,28.377195,36,0,0,36,,,False,False
2020-03-19,MCO,Monaco,43.738348,7.424451,9,0,0,9,,,False,False
2020-03-19,MNE,Montenegro,42.710152,19.410069,9,0,0,9,,,False,True
2020-03-19,NOR,Norway,64.583013,17.86411,1552,6,0,1546,,,False,True
2020-03-18,PRT,Portugal,39.553444,-7.839319,642,,,,,,True,True
2020-03-19,SMR,San Marino,43.942973,12.460035,109,14,0,95,,,False,False
2020-03-19,SRB,Serbia,44.206802,20.911009,103,0,0,103,0,0,False,True
2020-03-19,SVK,Slovakia,48.665639,19.709097,123,0,0,123,,,True,True
2020-03-19,SVN,Slovenia,46.145528,14.974541,286,1,0,285,,,True,True
2020-03-19,ESP,Spain,39.896027,-2.487694,17147,767,0,16380,0,939,True,True
2020-03-19,SWE,Sweden,62.199806,17.637493,1423,24,0,1399,0,0,True,True
2020-03-19,CHE,Switzerland,46.815514,8.224472,5052,44,120,4888,527,99,False,False
2020-03-19,TUR,Turkey,38.961516,35.25175,151,2,0,149,,,False,True
2020-03-19,UKR,Ukraine,48.379888,31.168139,14,2,0,12,,,False,False
