Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-10-19,ALB,Albania,41.156986,20.181222,17350,454,10167,6729,237,22,False,False,AL
2020-10-19,AND,Andorra,42.542268,1.596865,3377,59,,,,,False,False,AD
2020-07-13,ARM,Armenia,40.066181,45.111108,32490,581,20729,11180,1885,273,False,False,AM
2020-10-19,AUT,Austria,47.697542,13.349319,66611,919,46821,18871,654,145,True,True,AT
2020-10-19,BLR,Belarus,53.711111,27.973847,87698,929,,,,,False,False,BY
2020-10-18,BEL,Belgium,50.499527,4.475402,222253,10413,,,2485,412,True,True,BE
2020-10-19,BIH,Bosnia and Herzegovina,43.892652,17.670584,33561,980,,,,,False,False,BA
2020-10-20,BGR,Bulgaria,42.729862,25.491667,30527,1008,17153,12366,,,True,True,BG
2020-10-19,HRV,Croatia,44.48732,16.460306,25974,374,0,25600,,,True,True,HR
2020-10-19,CYP,Cyprus,35.167406,33.435499,2644,25,,,,,True,True,CY
2020-10-19,CZE,Czech Republic,49.800901,15.478153,173885,1422,72134,100329,,,True,True,CZ
2020-10-19,DNK,Denmark,56.155403,11.617223,35844,686,29562,5596,0,,True,True,DK
2020-10-19,EST,Estonia,58.596209,25.023778,4078,68,,,,,True,True,EE
2020-10-19,FIN,Finland,64.952416,26.068944,13557,351,0,13206,,,True,True,FI
2020-10-19,FRA,France,46.232193,2.209667,910277,22711,105935,781631,11661,2099,True,True,FR
2020-10-19,DEU,Germany,51.165706,10.452764,366301,9789,294800,61712,,,True,True,DE
2020-10-19,GRC,Greece,38.275283,23.810343,25370,509,,,,,True,True,EL
2020-10-19,HUN,Hungary,47.164638,19.508944,47768,1173,14312,32283,1896,188,True,True,HU
2020-10-19,ISL,Iceland,64.963942,-19.021169,4055,11,,,,,False,True,IS
2020-10-19,IRL,Ireland,53.41975,-8.240472,49962,1852,,,,,True,True,IE
2020-10-19,ITA,Italy,41.873987,12.564167,423578,36616,252959,134003,8473,797,True,True,IT
2020-10-19,LVA,Latvia,56.875584,24.607722,3450,44,,,,,True,True,LV
2020-10-19,LIE,Liechtenstein,47.164696,9.555,224,1,0,223,,,False,False,LI
2020-10-19,LTU,Lithuania,55.174112,23.906736,7726,113,,,,,True,True,LT
2020-10-19,LUX,Luxembourg,49.815764,6.131514,10646,133,,,,,True,True,LU
2020-10-19,MLT,Malta,35.946151,14.384612,4737,45,3242,1450,,,True,True,MT
2020-10-19,MDA,Moldova,46.979527,28.377195,67050,1584,,,,,False,False,MD
2020-10-19,MCO,Monaco,43.738348,7.424451,265,1,,,,,False,False,MC
2020-10-19,MNE,Montenegro,42.710152,19.410069,15615,236,,,,,False,True,ME
2020-10-19,NLD,Netherlands,52.133057,5.29525,236226,12906,0,223320,25830,0,True,True,NL
2020-10-19,MKD,North Macedonia,41.611,21.751417,23628,834,,,,,False,True,MK
2020-10-19,NOR,Norway,64.583013,17.86411,16429,278,0,16151,1166,250,False,True,NO
2020-10-19,POL,Poland,51.92275,19.136875,183248,3614,,,,,True,True,PL
2020-10-19,PRT,Portugal,39.553444,-7.839319,101881,2198,59966,39717,1174,165,True,True,PT
2020-10-19,ROU,Romania,45.947125,24.980514,182711,5931,,,,,True,True,RO
2020-10-19,RUS,Russian Fed.,61.523111,-74.9,1415316,26482,1075904,312930,0,0,False,False,RU
2020-10-19,SMR,San Marino,43.942973,12.460035,759,42,,,,,False,False,SM
2020-10-19,SRB,Serbia,44.206802,20.911009,36160,776,,,,,False,True,RS
2020-10-19,SVK,Slovakia,48.665639,19.709097,30695,92,7536,23067,638,21,True,True,SK
2020-10-18,SVN,Slovenia,46.145528,14.974541,13681,190,742,12749,289,55,True,True,SI
2020-10-19,ESP,Spain,39.896027,-2.487694,974449,33992,,,162819,14657,True,True,ES
2020-10-15,SWE,Sweden,62.199806,17.637493,103200,5918,,,,2645,True,True,SE
2020-10-19,CHE,Switzerland,46.815514,8.224472,81324,2139,9516,69669,732,74,False,False,CH
2020-10-19,TUR,Turkey,38.961516,35.25175,347493,9296,,,,,False,True,TR
2020-10-19,UKR,Ukraine,48.379888,31.168139,303638,5673,,,,,False,False,UA
2020-10-19,GBR,United Kingdom,54.633221,-3.432277,741222,43726,0,697496,,,False,True,UK
