Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-08,ALB,Albania,41.156986,20.181222,400,22,0,378,0,0,False,False
2020-04-08,AND,Andorra,42.542268,1.596865,545,22,0,523,0,0,False,False
2020-04-08,AUT,Austria,47.697542,13.349319,12852,0,0,12852,0,0,True,True
2020-04-08,BLR,Belarus,53.711111,27.973847,861,13,0,848,0,0,False,False
2020-04-08,BIH,Bosnia and Herzegovina,43.892652,17.670584,439,21,0,418,0,0,False,False
2020-04-08,BGR,Bulgaria,42.729862,25.491667,597,24,0,573,0,0,True,True
2020-04-08,HRV,Croatia,44.48732,16.460306,1327,19,0,1308,0,0,True,True
2020-04-08,CYP,Cyprus,35.167406,33.435499,526,14,0,512,0,0,True,True
2020-04-08,CZE,Czech Republic,49.800901,15.478153,5033,91,181,4761,0,0,True,True
2020-04-08,DNK,Denmark,56.155403,11.617223,6441,218,0,6223,0,0,True,True
2020-04-08,EST,Estonia,58.596209,25.023778,1185,24,0,1161,0,0,True,True
2020-04-08,FIN,Finland,64.952416,26.068944,3534,0,0,3534,0,0,True,True
2020-04-08,FRA,France,46.232193,2.209667,82048,7632,21254,53162,30375,7148,True,True
2020-04-08,DEU,Germany,51.165706,10.452764,103230,1621,0,101609,0,0,True,True
2020-04-08,GRC,Greece,38.275283,23.810343,1885,83,0,1802,0,0,True,True
2020-04-08,HUN,Hungary,47.164638,19.508944,1334,58,0,1276,0,0,True,True
2020-04-08,ISL,Iceland,64.963942,-19.021169,1616,0,0,1616,0,0,False,True
2020-04-08,IRL,Ireland,53.41975,-8.240472,5709,210,0,5499,0,0,True,True
2020-04-08,ITA,Italy,41.873987,12.564167,139422,17669,26491,95262,32178,3693,True,True
2020-04-08,LVA,Latvia,56.875584,24.607722,548,2,0,546,0,0,True,True
2020-04-08,LIE,Liechtenstein,47.164696,9.555,78,1,0,77,0,0,False,False
2020-04-08,LTU,Lithuania,55.174112,23.906736,880,15,0,865,0,0,True,True
2020-04-08,LUX,Luxembourg,49.815764,6.131514,3034,46,354,2634,231,34,True,True
2020-04-08,MLT,Malta,35.946151,14.384612,299,0,5,294,0,0,True,True
2020-04-08,MDA,Moldova,46.979527,28.377195,1056,22,0,1034,0,0,False,False
2020-04-08,MCO,Monaco,43.738348,7.424451,81,2,0,79,0,0,False,False
2020-04-08,MNE,Montenegro,42.710152,19.410069,248,2,0,246,0,0,False,True
2020-04-08,MKD,North Macedonia,41.611,21.751417,617,30,0,587,0,0,False,True
2020-04-08,NOR,Norway,64.583013,17.86411,6014,80,0,5934,0,0,False,True
2020-04-08,POL,Poland,51.92275,19.136875,5205,159,0,5046,0,0,True,True
2020-04-08,PRT,Portugal,39.553444,-7.839319,13162,380,0,12782,0,0,True,True
2020-04-08,ROU,Romania,45.947125,24.980514,4823,657,0,4166,0,0,True,True
2020-04-08,RUS,Russian Fed.,61.523111,-74.9,8671,63,0,8608,0,0,False,False
2020-04-08,SMR,San Marino,43.942973,12.460035,279,34,0,245,0,0,False,False
2020-04-08,SRB,Serbia,44.206802,20.911009,2447,61,0,2386,0,0,False,True
2020-04-07,SVK,Slovakia,48.665639,19.709097,682,2,0,680,0,0,True,True
2020-04-08,SVN,Slovenia,46.145528,14.974541,1898,12,0,1886,0,0,True,True
2020-04-08,ESP,Spain,39.896027,-2.487694,146690,14555,48021,84114,63516,7132,True,True
2020-04-08,SWE,Sweden,62.199806,17.637493,8419,687,0,7732,0,678,True,True
2020-04-08,CHE,Switzerland,46.815514,8.224472,22405,825,2325,19255,2283,390,False,False
2020-04-08,TUR,Turkey,38.961516,35.25175,38226,812,0,37414,0,0,False,True
2020-04-08,UKR,Ukraine,48.379888,31.168139,1669,52,0,1617,0,0,False,False
