Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-13,ALB,Albania,41.156986,20.181222,895,62,682,151,23,1,False,False
2020-05-14,AND,Andorra,42.542268,1.596865,760,49,0,711,0,0,False,False
2020-05-14,AUT,Austria,47.697542,13.349319,15966,593,14304,1069,187,58,True,True
2020-05-14,BLR,Belarus,53.711111,27.973847,25825,146,0,25679,0,0,False,False
2020-05-14,BEL,Belgium,50.499527,4.475402,54288,8903,0,45385,16482,0,True,True
2020-05-11,BIH,Bosnia and Herzegovina,43.892652,17.670584,994,35,0,959,0,0,False,False
2020-05-14,BGR,Bulgaria,42.729862,25.491667,2100,99,521,1480,0,0,True,True
2020-05-14,HRV,Croatia,44.48732,16.460306,2222,91,0,2131,0,0,True,True
2020-05-14,CYP,Cyprus,35.167406,33.435499,905,17,0,888,0,0,True,True
2020-05-14,CZE,Czech Republic,49.800901,15.478153,8275,290,5058,2927,0,0,True,True
2020-05-14,DNK,Denmark,56.155403,11.617223,10911,537,0,10374,0,0,True,True
2020-05-11,EST,Estonia,58.596209,25.023778,1741,61,0,1680,0,0,True,True
2020-05-14,FIN,Finland,64.952416,26.068944,6167,0,0,6167,0,0,True,True
2020-05-13,FRA,France,46.232193,2.209667,140734,17101,58673,64960,21071,2428,True,True
2020-05-14,DEU,Germany,51.165706,10.452764,172241,7723,150300,14218,0,0,True,True
2020-05-13,GRC,Greece,38.275283,23.810343,2726,152,270,2304,330,0,True,True
2020-05-13,HUN,Hungary,47.164638,19.508944,3341,430,950,1961,688,45,True,True
2020-05-13,ISL,Iceland,64.963942,-19.021169,1802,0,0,1802,0,0,False,True
2020-05-14,IRL,Ireland,53.41975,-8.240472,23401,1497,0,21904,0,0,True,True
2020-05-13,ITA,Italy,41.873987,12.564167,222104,31106,112541,78457,13065,893,True,True
2020-05-14,LVA,Latvia,56.875584,24.607722,951,19,0,932,0,0,True,True
2020-05-14,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-05-14,LTU,Lithuania,55.174112,23.906736,1505,54,0,1451,0,0,True,True
2020-05-13,LUX,Luxembourg,49.815764,6.131514,3904,103,887,2914,67,22,True,True
2020-05-14,MLT,Malta,35.946151,14.384612,522,6,443,73,0,0,True,True
2020-05-14,MDA,Moldova,46.979527,28.377195,5406,199,0,5207,0,0,False,False
2020-05-14,MCO,Monaco,43.738348,7.424451,96,4,0,92,0,0,False,False
2020-05-14,MNE,Montenegro,42.710152,19.410069,324,9,0,315,0,0,False,True
2020-05-13,NLD,Netherlands,52.133057,5.29525,43211,5562,0,37649,0,0,True,True
2020-05-14,MKD,North Macedonia,41.611,21.751417,1694,95,0,1599,0,0,False,True
2020-05-14,NOR,Norway,64.583013,17.86411,8176,232,0,7944,0,0,False,True
2020-05-14,POL,Poland,51.92275,19.136875,17469,869,0,16600,0,0,True,True
2020-05-14,PRT,Portugal,39.553444,-7.839319,28340,1184,3198,23958,680,108,True,True
2020-05-14,ROU,Romania,45.947125,24.980514,16002,1046,7961,6995,0,0,True,True
2020-05-13,RUS,Russian Fed.,61.523111,-74.9,242271,2212,48003,192056,0,0,False,False
2020-05-14,SMR,San Marino,43.942973,12.460035,643,41,0,602,0,0,False,False
2020-05-14,SRB,Serbia,44.206802,20.911009,10295,222,0,10073,0,0,False,True
2020-05-14,SVK,Slovakia,48.665639,19.709097,1477,27,1112,338,134,4,True,True
2020-05-13,SVN,Slovenia,46.145528,14.974541,2760,103,268,2389,32,7,True,True
2020-05-14,ESP,Spain,39.896027,-2.487694,229540,27321,143374,58845,124225,11464,True,True
2020-05-14,SWE,Sweden,62.199806,17.637493,28582,3529,0,25053,0,1783,True,True
2020-05-14,CHE,Switzerland,46.815514,8.224472,29901,1871,5173,22857,601,74,False,False
2020-05-14,TUR,Turkey,38.961516,35.25175,143114,3952,0,139162,0,0,False,True
2020-05-13,UKR,Ukraine,48.379888,31.168139,16425,439,3716,12270,0,0,False,False
2020-05-13,GBR,United Kingdom,54.633221,-3.432277,229705,33186,0,196519,0,0,False,True
