Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-11-11,ALB,Albania,41.156986,20.181222,25801,590,12493,12718,345,18,False,False,AL
2020-11-11,AND,Andorra,42.542268,1.596865,5477,75,,,,,False,False,AD
2020-11-10,AUT,Austria,47.697542,13.349319,171694,1473,81099,89122,3054,495,True,True,AT
2020-11-11,BLR,Belarus,53.711111,27.973847,108300,1016,,,,,False,False,BY
2020-11-11,BEL,Belgium,50.499527,4.475402,515391,13758,,,6876,1463,True,True,BE
2020-11-11,BIH,Bosnia and Herzegovina,43.892652,17.670584,65024,1629,,,,,False,False,BA
2020-11-12,BGR,Bulgaria,42.729862,25.491667,87311,1898,26714,58699,,,True,True,BG
2020-11-12,HRV,Croatia,44.48732,16.460306,75923,925,0,74998,,,True,True,HR
2020-11-11,CYP,Cyprus,35.167406,33.435499,6296,29,,,,,True,True,CY
2020-11-11,CZE,Czech Republic,49.800901,15.478153,438805,5570,285241,147994,,,True,True,CZ
2020-11-11,DNK,Denmark,56.155403,11.617223,57952,753,43483,13716,216,40,True,True,DK
2020-11-11,EST,Estonia,58.596209,25.023778,6376,76,,,,,True,True,EE
2020-11-12,FIN,Finland,64.952416,26.068944,18544,354,0,18190,,,True,True,FI
2020-11-11,FRA,France,46.232193,2.209667,1865538,29272,133696,1702570,31946,4803,True,True,FR
2020-11-12,DEU,Germany,51.165706,10.452764,727555,11982,467800,247773,,,True,True,DE
2020-11-11,GRC,Greece,38.275283,23.810343,60570,866,,,,,True,True,EL
2020-11-12,HUN,Hungary,47.164638,19.508944,126790,2784,29302,94704,6426,486,True,True,HU
2020-11-11,ISL,Iceland,64.963942,-19.021169,5114,24,,,,,False,True,IS
2020-11-11,IRL,Ireland,53.41975,-8.240472,65889,1963,,,282,39,True,True,IE
2020-11-11,ITA,Italy,41.873987,12.564167,1028424,42953,372113,613358,32525,3081,True,True,IT
2020-11-11,LVA,Latvia,56.875584,24.607722,8395,103,,,,,True,True,LV
2020-11-11,LIE,Liechtenstein,47.164696,9.555,862,4,0,858,,,False,False,LI
2020-11-11,LTU,Lithuania,55.174112,23.906736,26841,221,,,,,True,True,LT
2020-11-11,LUX,Luxembourg,49.815764,6.131514,23227,193,,,,,True,True,LU
2020-11-10,MLT,Malta,35.946151,14.384612,7396,81,5274,2041,,,True,True,MT
2020-11-11,MDA,Moldova,46.979527,28.377195,83592,1930,,,,,False,False,MD
2020-11-11,MCO,Monaco,43.738348,7.424451,512,1,,,,,False,False,MC
2020-11-11,MNE,Montenegro,42.710152,19.410069,24154,349,,,,,False,True,ME
2020-11-11,NLD,Netherlands,52.133057,5.29525,424819,14353,0,410466,28030,0,True,True,NL
2020-11-11,MKD,North Macedonia,41.611,21.751417,41222,1186,,,,,False,True,MK
2020-11-11,NOR,Norway,64.583013,17.86411,25625,285,0,25340,1393,272,False,True,NO
2020-11-12,POL,Poland,51.92275,19.136875,641496,9080,,,,,True,True,PL
2020-11-11,PRT,Portugal,39.553444,-7.839319,192193,3103,110353,78737,2785,391,True,True,PT
2020-11-11,ROU,Romania,45.947125,24.980514,319964,8389,,,,,True,True,RO
2020-11-11,RUS,Russian Fed.,61.523111,-74.9,1836960,33709,1369357,433894,0,0,False,False,RU
2020-11-10,SMR,San Marino,43.942973,12.460035,1114,42,,,,,False,False,SM
2020-11-11,SRB,Serbia,44.206802,20.911009,66888,915,,,,,False,True,RS
2020-11-12,SVK,Slovakia,48.665639,19.709097,81772,464,24314,56994,1847,105,True,True,SK
2020-11-11,SVN,Slovenia,46.145528,14.974541,50780,686,2022,48072,1210,200,True,True,SI
2020-11-11,ESP,Spain,39.896027,-2.487694,1417709,40105,,,172784,14499,True,True,ES
2020-11-10,SWE,Sweden,62.199806,17.637493,166707,6082,,,,2866,True,True,SE
2020-11-12,CHE,Switzerland,46.815514,8.224472,241623,3168,19659,218796,3908,502,False,False,CH
2020-11-11,TUR,Turkey,38.961516,35.25175,399360,11059,,,,,False,True,TR
2020-11-11,UKR,Ukraine,48.379888,31.168139,479197,8756,,,,,False,False,UA
2020-11-11,GBR,United Kingdom,54.633221,-3.432277,1256735,50365,0,1206370,,,False,True,UK
