Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-13,ALB,Albania,41.156986,20.181222,467,24,0,443,0,0,False,False
2020-04-17,AND,Andorra,42.542268,1.596865,682,33,0,649,0,0,False,False
2020-04-15,AUT,Austria,47.697542,13.349319,14246,0,0,14246,0,0,True,True
2020-04-17,BLR,Belarus,53.711111,27.973847,4204,40,0,4164,0,0,False,False
2020-04-17,BEL,Belgium,50.499527,4.475402,36527,5163,0,31364,0,0,True,True
2020-04-17,BIH,Bosnia and Herzegovina,43.892652,17.670584,681,28,0,653,0,0,False,False
2020-04-14,BGR,Bulgaria,42.729862,25.491667,716,33,0,683,0,0,True,True
2020-04-17,HRV,Croatia,44.48732,16.460306,1815,36,0,1779,0,0,True,True
2020-04-17,CYP,Cyprus,35.167406,33.435499,735,17,0,718,0,0,True,True
2020-04-17,CZE,Czech Republic,49.800901,15.478153,6437,170,979,5288,0,0,True,True
2020-04-17,DNK,Denmark,56.155403,11.617223,7268,336,0,6932,0,0,True,True
2020-04-17,EST,Estonia,58.596209,25.023778,1459,38,0,1421,0,0,True,True
2020-04-17,FIN,Finland,64.952416,26.068944,3511,0,0,3511,0,0,True,True
2020-04-16,FRA,France,46.232193,2.209667,108847,11060,32812,64975,31305,6248,True,True
2020-04-17,DEU,Germany,51.165706,10.452764,133832,3868,70000,59964,0,0,True,True
2020-04-16,GRC,Greece,38.275283,23.810343,2207,105,0,2102,0,0,True,True
2020-04-17,HUN,Hungary,47.164638,19.508944,1763,156,0,1607,0,0,True,True
2020-04-17,ISL,Iceland,64.963942,-19.021169,1754,0,0,1754,0,0,False,True
2020-04-17,IRL,Ireland,53.41975,-8.240472,13271,486,0,12785,0,0,True,True
2020-04-16,ITA,Italy,41.873987,12.564167,168941,22170,40164,106607,29829,2936,True,True
2020-04-17,LVA,Latvia,56.875584,24.607722,675,5,0,670,0,0,True,True
2020-04-17,LIE,Liechtenstein,47.164696,9.555,81,1,0,80,0,0,False,False
2020-04-17,LTU,Lithuania,55.174112,23.906736,1149,32,0,1117,0,0,True,True
2020-04-16,LUX,Luxembourg,49.815764,6.131514,3444,68,552,2824,170,35,True,True
2020-04-17,MLT,Malta,35.946151,14.384612,422,3,91,328,0,0,True,True
2020-04-17,MDA,Moldova,46.979527,28.377195,2154,54,0,2100,0,0,False,False
2020-04-17,MCO,Monaco,43.738348,7.424451,93,3,0,90,0,0,False,False
2020-04-17,MNE,Montenegro,42.710152,19.410069,303,4,0,299,0,0,False,True
2020-04-17,MKD,North Macedonia,41.611,21.751417,1081,46,0,1035,0,0,False,True
2020-04-16,NOR,Norway,64.583013,17.86411,6783,136,0,6647,0,0,False,True
2020-04-17,POL,Poland,51.92275,19.136875,8214,318,0,7896,0,0,True,True
2020-04-15,PRT,Portugal,39.553444,-7.839319,18112,599,0,17513,0,0,True,True
2020-04-14,ROU,Romania,45.947125,24.980514,6879,0,0,6879,0,0,True,True
2020-04-17,RUS,Russian Fed.,61.523111,-74.9,32004,273,0,31731,0,0,False,False
2020-04-17,SMR,San Marino,43.942973,12.460035,426,38,0,388,0,0,False,False
2020-04-17,SRB,Serbia,44.206802,20.911009,5318,103,0,5215,0,0,False,True
2020-04-12,SVK,Slovakia,48.665639,19.709097,769,0,0,769,0,0,True,True
2020-04-14,SVN,Slovenia,46.145528,14.974541,2026,12,0,2014,0,0,True,True
2020-04-17,ESP,Spain,39.896027,-2.487694,188068,19478,72963,95627,74397,7338,True,True
2020-04-17,SWE,Sweden,62.199806,17.637493,13216,1400,0,11816,0,1024,True,True
2020-04-17,CHE,Switzerland,46.815514,8.224472,26864,1307,3958,21599,1651,311,False,False
2020-04-17,TUR,Turkey,38.961516,35.25175,78546,1769,0,76777,0,0,False,True
2020-04-17,UKR,Ukraine,48.379888,31.168139,4662,125,0,4537,0,0,False,False
