Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-08-30,ALB,Albania,41.156986,20.181222,9380,280,5139,3961,160,18,False,False,AL
2020-08-31,AND,Andorra,42.542268,1.596865,1124,53,,,,,False,False,AD
2020-07-13,ARM,Armenia,40.066181,45.111108,32490,581,20729,11180,1885,273,False,False,AM
2020-08-30,AUT,Austria,47.697542,13.349319,27159,726,23070,3363,187,46,True,True,AT
2020-08-31,BLR,Belarus,53.711111,27.973847,71687,676,,,,,False,False,BY
2020-08-30,BEL,Belgium,50.499527,4.475402,85042,9894,,,233,71,True,True,BE
2020-08-31,BIH,Bosnia and Herzegovina,43.892652,17.670584,19789,592,,,,,False,False,BA
2020-08-31,BGR,Bulgaria,42.729862,25.491667,16190,613,11313,4264,,,True,True,BG
2020-08-31,HRV,Croatia,44.48732,16.460306,10270,186,0,10084,,,True,True,HR
2020-08-31,CYP,Cyprus,35.167406,33.435499,1487,21,,,,,True,True,CY0
2020-08-31,CZE,Czech Republic,49.800901,15.478153,24367,423,17547,6397,,,True,True,CZ
2020-08-31,DNK,Denmark,56.155403,11.617223,16985,624,,,,,True,True,DK
2020-08-31,EST,Estonia,58.596209,25.023778,2373,64,,,,,True,True,EE
2020-08-31,FIN,Finland,64.952416,26.068944,8108,0,0,8108,0,0,True,True,FI
2020-08-30,FRA,France,46.232193,2.209667,277943,20099,86280,171564,4535,402,True,True,FR
2020-08-31,DEU,Germany,51.165706,10.452764,242383,9298,216200,16885,,,True,True,DE
2020-08-31,GRC,Greece,38.275283,23.810343,10134,262,,,,,True,True,EL
2020-08-27,HUN,Hungary,47.164638,19.508944,5511,614,3759,1138,78,7,True,True,HU
2020-08-31,ISL,Iceland,64.963942,-19.021169,2105,10,,,,,False,True,IS
2020-08-31,IRL,Ireland,53.41975,-8.240472,28760,1777,,,,,True,True,IE
2020-08-30,ITA,Italy,41.873987,12.564167,268218,35477,208536,24205,1337,86,True,True,IT
2020-08-31,LVA,Latvia,56.875584,24.607722,1393,34,,,,,True,True,LV
2020-08-31,LIE,Liechtenstein,47.164696,9.555,108,1,0,107,,,False,False,LI
2020-08-31,LTU,Lithuania,55.174112,23.906736,2874,86,,,,,True,True,LT
2020-08-31,LUX,Luxembourg,49.815764,6.131514,6625,124,,,,,True,True,LU
2020-08-31,MLT,Malta,35.946151,14.384612,1883,12,1400,471,,,True,True,MT
2020-08-31,MDA,Moldova,46.979527,28.377195,36700,992,,,,,False,False,MD
2020-08-31,MCO,Monaco,43.738348,7.424451,131,1,,,,,False,False,
2020-08-31,MNE,Montenegro,42.710152,19.410069,4790,98,,,,,False,True,ME
2020-08-31,NLD,Netherlands,52.133057,5.29525,70667,6224,0,64443,24071,0,True,True,NL
2020-08-31,MKD,North Macedonia,41.611,21.751417,13927,584,,,,,False,True,MK
2020-08-28,NOR,Norway,64.583013,17.86411,10543,264,0,10279,1028,231,False,True,NO
2020-08-31,POL,Poland,51.92275,19.136875,67372,2039,,,,,True,True,PL
2020-08-30,PRT,Portugal,39.553444,-7.839319,57789,1819,41885,14085,341,41,True,True,PT
2020-08-31,ROU,Romania,45.947125,24.980514,87457,3621,,,,,True,True,RO
2020-08-30,RUS,Russian Fed.,61.523111,-74.9,990326,19209,806982,164135,0,0,False,False,
2020-08-31,SMR,San Marino,43.942973,12.460035,710,42,,,,,False,False,SM
2020-08-31,SRB,Serbia,44.206802,20.911009,31365,711,,,,,False,True,RS
2020-08-31,SVK,Slovakia,48.665639,19.709097,3917,33,2377,1507,77,7,True,True,SK
2020-08-30,SVN,Slovenia,46.145528,14.974541,2883,133,381,2369,25,3,True,True,SI
2020-08-28,ESP,Spain,39.896027,-2.487694,439286,29011,,,133428,12245,True,True,ES
2020-08-30,SWE,Sweden,62.199806,17.637493,84379,5808,,,,2569,True,True,SE
2020-08-31,CHE,Switzerland,46.815514,8.224472,40273,1996,6867,31410,109,20,False,False,CH
2020-08-31,TUR,Turkey,38.961516,35.25175,268546,6326,,,,,False,True,TR
2020-08-31,UKR,Ukraine,48.379888,31.168139,119074,2527,,,,,False,False,UA
2020-08-30,GBR,United Kingdom,54.633221,-3.432277,334477,41499,0,292978,,,False,True,UK
