Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-26,ALB,Albania,41.156986,20.181222,186,8,0,178,0,0,False,False
2020-03-26,AND,Andorra,42.542268,1.596865,188,0,0,188,0,0,False,False
2020-03-26,AUT,Austria,47.697542,13.349319,6398,0,0,6398,0,0,True,True
2020-03-26,BLR,Belarus,53.711111,27.973847,86,0,0,86,0,0,False,False
2020-03-26,BIH,Bosnia and Herzegovina,43.892652,17.670584,62,3,0,59,0,0,False,False
2020-03-26,BGR,Bulgaria,42.729862,25.491667,264,3,0,261,0,0,True,True
2020-03-26,HRV,Croatia,44.48732,16.460306,496,2,0,494,0,0,True,True
2020-03-26,CYP,Cyprus,35.167406,33.435499,132,3,0,129,0,0,True,True
2020-03-26,CZE,Czech Republic,49.800901,15.478153,1775,6,0,1769,0,0,True,True
2020-03-26,DNK,Denmark,56.155403,11.617223,2857,41,0,2816,0,0,True,True
2020-03-26,EST,Estonia,58.596209,25.023778,538,1,0,537,0,0,True,True
2020-03-26,FIN,Finland,64.952416,26.068944,1305,3,0,1302,0,0,True,True
2020-03-26,FRA,France,46.232193,2.209667,29312,1696,4948,22668,13904,3375,True,True
2020-03-26,DEU,Germany,51.165706,10.452764,36510,198,0,36312,0,0,True,True
2020-03-26,GRC,Greece,38.275283,23.810343,861,28,0,833,0,0,True,True
2020-03-26,HUN,Hungary,47.164638,19.508944,223,10,0,213,0,0,True,True
2020-03-26,ISL,Iceland,64.963942,-19.021169,802,0,0,802,0,0,False,True
2020-03-26,IRL,Ireland,53.41975,-8.240472,1819,19,0,1800,0,0,True,True
2020-03-26,ITA,Italy,41.873987,12.564167,80539,8165,10361,62013,28365,3612,True,True
2020-03-26,LVA,Latvia,56.875584,24.607722,244,0,0,244,0,0,True,True
2020-03-26,LIE,Liechtenstein,47.164696,9.555,51,0,0,51,0,0,False,False
2020-03-26,LTU,Lithuania,55.174112,23.906736,290,4,0,286,0,0,True,True
2020-03-26,LUX,Luxembourg,49.815764,6.131514,1453,9,0,1444,0,0,True,True
2020-03-26,MLT,Malta,35.946151,14.384612,134,0,0,134,0,0,True,True
2020-03-26,MDA,Moldova,46.979527,28.377195,149,1,0,148,0,0,False,False
2020-03-26,MCO,Monaco,43.738348,7.424451,31,0,0,31,0,0,False,False
2020-03-26,MNE,Montenegro,42.710152,19.410069,67,1,0,66,0,0,False,True
2020-03-26,MKD,North Macedonia,41.611,21.751417,201,3,0,198,0,0,False,True
2020-03-26,NOR,Norway,64.583013,17.86411,3156,14,0,3142,0,0,False,True
2020-03-26,POL,Poland,51.92275,19.136875,1289,16,0,1273,0,0,True,True
2020-03-26,PRT,Portugal,39.553444,-7.839319,3544,60,0,3484,0,0,True,True
2020-03-25,ROU,Romania,45.947125,24.980514,908,13,0,895,,,True,True
2020-03-26,RUS,Russian Fed.,61.523111,-74.9,657,0,0,657,0,0,False,False
2020-03-26,SMR,San Marino,43.942973,12.460035,208,21,0,187,0,0,False,False
2020-03-26,SRB,Serbia,44.206802,20.911009,457,7,0,450,0,0,False,True
2020-03-26,SVK,Slovakia,48.665639,19.709097,268,0,0,268,0,0,True,True
2020-03-26,SVN,Slovenia,46.145528,14.974541,562,6,0,556,0,0,True,True
2020-03-26,ESP,Spain,39.896027,-2.487694,56188,4089,7015,45084,31912,3679,True,True
2020-03-26,SWE,Sweden,62.199806,17.637493,2806,36,0,2770,0,0,True,True
2020-03-26,CHE,Switzerland,46.815514,8.224472,12313,221,547,11545,1437,216,False,False
2020-03-26,TUR,Turkey,38.961516,35.25175,2433,59,0,2374,0,0,False,True
2020-03-26,UKR,Ukraine,48.379888,31.168139,156,5,0,151,0,0,False,False
