Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-26,ALB,Albania,41.156986,20.181222,186,8,0,178,0,0,False,False
2020-03-27,AND,Andorra,42.542268,1.596865,224,3,0,221,0,0,False,False
2020-03-27,AUT,Austria,47.697542,13.349319,7399,0,0,7399,0,0,True,True
2020-03-27,BLR,Belarus,53.711111,27.973847,86,0,0,86,0,0,False,False
2020-03-27,BIH,Bosnia and Herzegovina,43.892652,17.670584,74,3,0,71,0,0,False,False
2020-03-27,BGR,Bulgaria,42.729862,25.491667,276,3,0,273,0,0,True,True
2020-03-27,HRV,Croatia,44.48732,16.460306,589,3,0,586,0,0,True,True
2020-03-27,CYP,Cyprus,35.167406,33.435499,146,3,0,143,0,0,True,True
2020-03-27,CZE,Czech Republic,49.800901,15.478153,2062,9,0,2053,0,0,True,True
2020-03-27,DNK,Denmark,56.155403,11.617223,3029,52,0,2977,0,0,True,True
2020-03-27,EST,Estonia,58.596209,25.023778,575,1,0,574,0,0,True,True
2020-03-27,FIN,Finland,64.952416,26.068944,2330,0,0,2330,0,0,True,True
2020-03-27,FRA,France,46.232193,2.209667,33121,1995,5698,25428,15732,3788,True,True
2020-03-26,DEU,Germany,51.165706,10.452764,36510,198,0,36312,0,0,True,True
2020-03-27,GRC,Greece,38.275283,23.810343,1075,29,0,1046,0,0,True,True
2020-03-27,HUN,Hungary,47.164638,19.508944,256,10,0,246,0,0,True,True
2020-03-27,ISL,Iceland,64.963942,-19.021169,890,0,0,890,0,0,False,True
2020-03-27,IRL,Ireland,53.41975,-8.240472,2121,22,0,2099,0,0,True,True
2020-03-27,ITA,Italy,41.873987,12.564167,86498,9134,10950,66414,29761,3732,True,True
2020-03-27,LVA,Latvia,56.875584,24.607722,280,0,0,280,0,0,True,True
2020-03-27,LIE,Liechtenstein,47.164696,9.555,56,0,0,56,0,0,False,False
2020-03-26,LTU,Lithuania,55.174112,23.906736,290,4,0,286,0,0,True,True
2020-03-27,LUX,Luxembourg,49.815764,6.131514,1605,15,0,1590,0,0,True,True
2020-03-27,MLT,Malta,35.946151,14.384612,139,0,0,139,0,0,True,True
2020-03-27,MDA,Moldova,46.979527,28.377195,177,1,0,176,0,0,False,False
2020-03-27,MCO,Monaco,43.738348,7.424451,42,0,0,42,0,0,False,False
2020-03-27,MNE,Montenegro,42.710152,19.410069,70,1,0,69,0,0,False,True
2020-03-27,MKD,North Macedonia,41.611,21.751417,219,3,0,216,0,0,False,True
2020-03-27,NOR,Norway,64.583013,17.86411,3581,16,0,3565,0,0,False,True
2020-03-27,POL,Poland,51.92275,19.136875,1244,16,0,1228,0,0,True,True
2020-03-27,PRT,Portugal,39.553444,-7.839319,4268,76,0,4192,0,0,True,True
2020-03-27,ROU,Romania,45.947125,24.980514,1294,24,0,1270,0,0,True,True
2020-03-27,RUS,Russian Fed.,61.523111,-74.9,839,0,0,839,0,0,False,False
2020-03-27,SMR,San Marino,43.942973,12.460035,218,21,0,197,0,0,False,False
2020-03-27,SRB,Serbia,44.206802,20.911009,528,7,0,521,0,0,False,True
2020-03-27,SVK,Slovakia,48.665639,19.709097,292,0,0,292,0,0,True,True
2020-03-27,SVN,Slovenia,46.145528,14.974541,632,8,0,624,0,0,True,True
2020-03-27,ESP,Spain,39.896027,-2.487694,64059,4858,9357,49844,36293,4165,True,True
2020-03-27,SWE,Sweden,62.199806,17.637493,3358,36,0,3322,0,0,True,True
2020-03-27,CHE,Switzerland,46.815514,8.224472,13543,248,655,12640,1592,235,False,False
2020-03-27,TUR,Turkey,38.961516,35.25175,3629,75,0,3554,0,0,False,True
2020-03-27,UKR,Ukraine,48.379888,31.168139,218,5,0,213,0,0,False,False
