Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-03-19,ALB,Albania,41.156986,20.181222,119528,2106,83264,34158,375,31,False,False,AL
2021-03-19,AND,Andorra,42.542268,1.596865,11431,113,,,17,,False,False,AD
2021-03-18,AUT,Austria,47.697542,13.349319,504693,8795,452884,43014,1451,388,True,True,AT
2021-03-19,BLR,Belarus,53.711111,27.973847,307938,2139,,,,,False,False,BY
2021-03-18,BEL,Belgium,50.499527,4.475402,822801,22624,,,2140,543,True,True,BE
2021-03-19,BIH,Bosnia and Herzegovina,43.892652,17.670584,151337,5773,123653,21911,,,False,False,BA
2021-03-20,BGR,Bulgaria,42.729862,25.491667,299939,11932,233596,54411,,,True,True,BG
2021-03-19,HRV,Croatia,44.48732,16.460306,255619,5743,243450,6426,,,True,True,HR
2021-03-18,CYP,Cyprus,35.167406,33.435499,41475,293,32829,8353,1126,,True,True,CY
2021-03-19,CZE,Czech Republic,49.800901,15.478153,1459406,24530,1233769,201107,,,True,True,CZ
2021-03-19,DNK,Denmark,56.155403,11.617223,224258,2397,212580,9281,191,0,True,True,DK
2021-03-20,EST,Estonia,58.596209,25.023778,94028,780,,,,,True,True,EE
2021-03-19,FIN,Finland,64.952416,26.068944,70269,354,0,69915,,,True,True,FI
2021-03-18,FRA,France,46.232193,2.209667,4241973,66274,278263,3897436,25389,4246,True,True,FR
2021-03-20,DEU,Germany,51.165706,10.452764,2645785,74565,2409700,161520,,,True,True,DE
2021-03-19,GRC,Greece,38.275283,23.810343,233079,7361,93764,131954,,,True,True,EL
2021-03-20,HUN,Hungary,47.164638,19.508944,560971,18068,366774,176129,10583,1237,True,True,HU
2021-03-19,ISL,Iceland,64.963942,-19.021169,6097,29,6033,35,,,False,True,IS
2021-03-19,IRL,Ireland,53.41975,-8.240472,229306,4576,,,13180,1390,True,True,IE
2021-03-19,ITA,Italy,41.873987,12.564167,3332418,104241,2671638,556539,30222,3364,True,True,IT
2021-02-15,XKX,Kosovo,41.85637,21.803351,64341,1544,,,,,False,False,XK
2021-03-19,LVA,Latvia,56.875584,24.607722,96524,1811,,,,,True,True,LV
2021-03-19,LIE,Liechtenstein,47.164696,9.555,2622,56,2526,40,,,False,False,LI
2021-03-19,LTU,Lithuania,55.174112,23.906736,208650,3464,194190,10996,,,True,True,LT
2021-03-17,LUX,Luxembourg,49.815764,6.131514,58674,706,,,,,True,True,LU
2021-03-19,MLT,Malta,35.946151,14.384612,27694,364,24432,2898,,,True,True,MT
2021-03-18,MDA,Moldova,46.979527,28.377195,210725,4472,183520,22733,,,False,False,MD
2021-03-19,MCO,Monaco,43.738348,7.424451,2164,27,1970,167,,,False,False,MC
2021-03-19,MNE,Montenegro,42.710152,19.410069,86282,1184,,,541,,False,True,ME
2021-03-19,NLD,Netherlands,52.133057,5.29525,1186987,22382,0,1164605,37370,0,True,True,NL
2021-03-19,MKD,North Macedonia,41.611,21.751417,117437,3424,99837,14176,,,False,True,MK
2021-03-19,NOR,Norway,64.583013,17.86411,83100,648,0,82452,3080,585,False,True,NO
2021-03-19,POL,Poland,51.92275,19.136875,2010244,48807,1620272,341165,,,True,True,PL
2021-03-19,PRT,Portugal,39.553444,-7.839319,816644,16754,766170,33720,789,182,True,True,PT
2021-03-19,ROU,Romania,45.947125,24.980514,886752,22020,,,,,True,True,RO
2021-03-19,RUS,Russian Fed.,61.523111,-74.9,4437938,96383,4049373,292182,0,0,False,False,RU
2021-03-19,SMR,San Marino,43.942973,12.460035,4328,79,3786,463,,,False,False,SM
2021-03-19,SRB,Serbia,44.206802,20.911009,542209,4869,0,537340,,,False,True,RS
2021-03-20,SVK,Slovakia,48.665639,19.709097,346149,8894,,,3450,324,True,True,SK
2021-03-18,SVN,Slovenia,46.145528,14.974541,204482,4243,10991,189248,485,88,True,True,SI
2021-03-18,ESP,Spain,39.896027,-2.487694,3212332,72910,,,324530,28996,True,True,ES
2021-03-18,SWE,Sweden,62.199806,17.637493,744272,13262,,,,5645,True,True,SE
2021-03-20,CHE,Switzerland,46.815514,8.224472,575361,10259,79949,485153,793,123,False,False,CH
2021-03-19,TUR,Turkey,38.961516,35.25175,2971633,29864,2788757,153012,,,False,True,TR
2021-03-20,UKR,Ukraine,48.379888,31.168139,1535218,29775,1253972,251471,,,False,False,UA
2021-03-16,GBR,United Kingdom,54.633221,-3.432277,4268831,125690,0,4143141,,,False,True,UK
