Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-06-10,ALB,Albania,41.156986,20.181222,1341,34,980,327,38,8,False,False
2020-06-11,AND,Andorra,42.542268,1.596865,852,51,0,801,0,0,False,False
2020-06-11,AUT,Austria,47.697542,13.349319,16979,647,15910,422,187,23,True,True
2020-06-11,BLR,Belarus,53.711111,27.973847,51066,288,0,50778,0,0,False,False
2020-06-11,BEL,Belgium,50.499527,4.475402,59711,9636,0,50075,17536,0,True,True
2020-06-11,BIH,Bosnia and Herzegovina,43.892652,17.670584,1228,40,0,1188,0,0,False,False
2020-06-11,BGR,Bulgaria,42.729862,25.491667,2993,167,1664,1162,0,0,True,True
2020-06-11,HRV,Croatia,44.48732,16.460306,2250,104,0,2146,0,0,True,True
2020-06-11,CYP,Cyprus,35.167406,33.435499,974,18,0,956,0,0,True,True
2020-06-11,CZE,Czech Republic,49.800901,15.478153,9826,328,7124,2374,0,0,True,True
2020-06-11,DNK,Denmark,56.155403,11.617223,12159,593,0,11566,0,0,True,True
2020-06-11,EST,Estonia,58.596209,25.023778,1965,69,0,1896,0,0,True,True
2020-06-11,FIN,Finland,64.952416,26.068944,7086,0,0,7086,0,0,True,True
2020-06-11,FRA,France,46.232193,2.209667,155561,18962,72149,64450,11465,903,True,True
2020-06-12,DEU,Germany,51.165706,10.452764,185676,8763,171600,5313,0,0,True,True
2020-06-10,GRC,Greece,38.275283,23.810343,3050,182,270,2598,330,0,True,True
2020-06-11,HUN,Hungary,47.164638,19.508944,4039,553,2391,1095,321,19,True,True
2020-06-11,ISL,Iceland,64.963942,-19.021169,1807,0,0,1807,0,0,False,True
2020-06-11,IRL,Ireland,53.41975,-8.240472,25231,1695,0,23536,0,0,True,True
2020-06-11,ITA,Italy,41.873987,12.564167,236142,34167,171338,30637,4367,236,True,True
2020-06-11,LVA,Latvia,56.875584,24.607722,1092,26,0,1066,0,0,True,True
2020-06-11,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-06-11,LTU,Lithuania,55.174112,23.906736,1733,74,0,1659,0,0,True,True
2020-06-11,LUX,Luxembourg,49.815764,6.131514,4052,110,940,3002,17,1,True,True
2020-06-11,MLT,Malta,35.946151,14.384612,640,9,600,31,0,0,True,True
2020-06-11,MDA,Moldova,46.979527,28.377195,10321,371,0,9950,0,0,False,False
2020-06-11,MCO,Monaco,43.738348,7.424451,99,5,0,94,0,0,False,False
2020-06-11,MNE,Montenegro,42.710152,19.410069,324,9,0,315,0,0,False,True
2020-06-11,NLD,Netherlands,52.133057,5.29525,48251,6044,0,42207,11808,0,True,True
2020-06-11,MKD,North Macedonia,41.611,21.751417,3367,164,0,3203,0,0,False,True
2020-06-10,NOR,Norway,64.583013,17.86411,8577,239,0,8338,886,218,False,True
2020-06-11,POL,Poland,51.92275,19.136875,28201,1215,0,26986,0,0,True,True
2020-06-11,PRT,Portugal,39.553444,-7.839319,35931,1504,22002,12425,415,70,True,True
2020-06-11,ROU,Romania,45.947125,24.980514,21182,1360,15283,4539,0,0,True,True
2020-06-10,RUS,Russian Fed.,61.523111,-74.9,493657,8474,252783,232400,0,0,False,False
2020-06-11,SMR,San Marino,43.942973,12.460035,691,42,0,649,0,0,False,False
2020-06-11,SRB,Serbia,44.206802,20.911009,12031,251,0,11780,0,0,False,True
2020-06-11,SVK,Slovakia,48.665639,19.709097,1541,28,1409,104,28,0,True,True
2020-06-10,SVN,Slovenia,46.145528,14.974541,2699,109,294,2296,6,0,True,True
2020-06-11,ESP,Spain,39.896027,-2.487694,242707,27136,0,215571,124536,11617,True,True
2020-06-11,SWE,Sweden,62.199806,17.637493,48288,4814,0,43474,0,2244,True,True
2020-06-11,CHE,Switzerland,46.815514,8.224472,30963,1922,5527,23514,272,35,False,False
2020-06-11,TUR,Turkey,38.961516,35.25175,173036,4746,0,168290,0,0,False,True
2020-06-10,UKR,Ukraine,48.379888,31.168139,28381,833,12768,14780,0,0,False,False
2020-06-10,GBR,United Kingdom,54.633221,-3.432277,290143,41128,0,249015,0,0,False,True
