Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-02,ALB,Albania,41.156986,20.181222,277,16,0,261,0,0,False,False
2020-04-02,AND,Andorra,42.542268,1.596865,390,14,0,376,0,0,False,False
2020-04-02,AUT,Austria,47.697542,13.349319,10967,0,0,10967,0,0,True,True
2020-04-02,BLR,Belarus,53.711111,27.973847,152,0,0,152,0,0,False,False
2020-04-02,BEL,Belgium,50.499527,4.475402,15348,1011,0,14337,0,0,True,True
2020-04-02,BIH,Bosnia and Herzegovina,43.892652,17.670584,250,11,0,239,0,0,False,False
2020-04-02,BGR,Bulgaria,42.729862,25.491667,457,10,0,447,0,0,True,True
2020-04-02,HRV,Croatia,44.48732,16.460306,1012,7,0,1005,0,0,True,True
2020-04-02,CYP,Cyprus,35.167406,33.435499,356,10,0,346,0,0,True,True
2020-04-02,CZE,Czech Republic,49.800901,15.478153,3604,40,0,3564,0,0,True,True
2020-04-02,DNK,Denmark,56.155403,11.617223,4402,123,0,4279,0,0,True,True
2020-04-02,EST,Estonia,58.596209,25.023778,828,11,0,817,0,0,True,True
2020-04-02,FIN,Finland,64.952416,26.068944,1540,0,0,1540,0,0,True,True
2020-04-02,FRA,France,46.232193,2.209667,58989,4503,12427,42059,26233,6396,True,True
2020-04-02,DEU,Germany,51.165706,10.452764,73524,872,21400,51252,0,0,True,True
2020-04-02,GRC,Greece,38.275283,23.810343,1545,54,0,1491,0,0,True,True
2020-04-02,HUN,Hungary,47.164638,19.508944,1024,21,0,1003,0,0,True,True
2020-04-02,ISL,Iceland,64.963942,-19.021169,1319,0,0,1319,0,0,False,True
2020-04-01,IRL,Ireland,53.41975,-8.240472,3447,85,0,3362,0,0,True,True
2020-04-02,ITA,Italy,41.873987,12.564167,115242,13915,18278,83049,32593,4053,True,True
2020-04-02,LVA,Latvia,56.875584,24.607722,452,0,0,452,0,0,True,True
2020-04-02,LIE,Liechtenstein,47.164696,9.555,72,0,0,72,0,0,False,False
2020-04-02,LTU,Lithuania,55.174112,23.906736,649,9,0,640,0,0,True,True
2020-04-02,LUX,Luxembourg,49.815764,6.131514,2487,30,0,2457,0,0,True,True
2020-04-02,MLT,Malta,35.946151,14.384612,195,0,2,193,0,0,True,True
2020-04-02,MDA,Moldova,46.979527,28.377195,423,5,0,418,0,0,False,False
2020-04-02,MCO,Monaco,43.738348,7.424451,60,1,0,59,0,0,False,False
2020-04-02,MNE,Montenegro,42.710152,19.410069,140,2,0,138,0,0,False,True
2020-04-02,MKD,North Macedonia,41.611,21.751417,384,11,0,373,0,0,False,True
2020-04-02,NOR,Norway,64.583013,17.86411,4936,42,0,4894,0,0,False,True
2020-04-02,POL,Poland,51.92275,19.136875,2633,45,0,2588,0,0,True,True
2020-04-02,PRT,Portugal,39.553444,-7.839319,9055,209,0,8846,0,0,True,True
2020-04-02,ROU,Romania,45.947125,24.980514,2862,94,0,2768,0,0,True,True
2020-04-02,RUS,Russian Fed.,61.523111,-74.9,3547,30,0,3517,0,0,False,False
2020-04-02,SMR,San Marino,43.942973,12.460035,236,8,0,228,0,0,False,False
2020-04-02,SRB,Serbia,44.206802,20.911009,1171,31,0,1140,0,0,False,True
2020-04-02,SVK,Slovakia,48.665639,19.709097,450,1,0,449,0,0,True,True
2020-04-02,SVN,Slovenia,46.145528,14.974541,1687,12,0,1675,0,0,True,True
2020-04-02,ESP,Spain,39.896027,-2.487694,110238,10003,26743,73492,54113,6092,True,True
2020-04-02,SWE,Sweden,62.199806,17.637493,5466,444,0,5022,0,429,True,True
2020-04-02,CHE,Switzerland,46.815514,8.224472,19208,568,1414,17226,2315,393,False,False
2020-04-02,TUR,Turkey,38.961516,35.25175,18135,356,0,17779,0,0,False,True
2020-04-02,UKR,Ukraine,48.379888,31.168139,805,20,0,785,0,0,False,False
