Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-09-07,ALB,Albania,41.156986,20.181222,10406,319,6186,3901,177,21,False,False,AL
2020-09-07,AND,Andorra,42.542268,1.596865,1215,53,,,,,False,False,AD
2020-07-13,ARM,Armenia,40.066181,45.111108,32490,581,20729,11180,1885,273,False,False,AM
2020-09-08,AUT,Austria,47.697542,13.349319,29544,729,25300,3515,187,46,True,True,AT
2020-09-07,BLR,Belarus,53.711111,27.973847,72859,711,,,,,False,False,BY
2020-09-06,BEL,Belgium,50.499527,4.475402,88769,9908,,,223,53,True,True,BE
2020-09-07,BIH,Bosnia and Herzegovina,43.892652,17.670584,21142,639,,,,,False,False,BA
2020-09-08,BGR,Bulgaria,42.729862,25.491667,17146,677,12189,4280,,,True,True,BG
2020-09-08,HRV,Croatia,44.48732,16.460306,12286,203,0,12083,,,True,True,HR
2020-09-07,CYP,Cyprus,35.167406,33.435499,1509,21,,,,,True,True,CY0
2020-09-08,CZE,Czech Republic,49.800901,15.478153,28716,437,19855,8424,,,True,True,CZ
2020-09-07,DNK,Denmark,56.155403,11.617223,18113,628,,,,,True,True,DK
2020-09-07,EST,Estonia,58.596209,25.023778,2516,64,,,,,True,True,EE
2020-09-07,FIN,Finland,64.952416,26.068944,8349,0,0,8349,0,0,True,True,FI
2020-09-07,FRA,France,46.232193,2.209667,328980,20250,87836,220894,4907,537,True,True,FR
2020-09-08,DEU,Germany,51.165706,10.452764,252300,9329,226500,16471,,,True,True,DE
2020-09-07,GRC,Greece,38.275283,23.810343,11524,284,,,,,True,True,EL
2020-09-07,HUN,Hungary,47.164638,19.508944,8963,625,3961,4377,164,11,True,True,HU
2020-09-07,ISL,Iceland,64.963942,-19.021169,2141,10,,,,,False,True,IS
2020-09-07,IRL,Ireland,53.41975,-8.240472,29672,1777,,,,,True,True,IE
2020-09-07,ITA,Italy,41.873987,12.564167,278784,35553,210238,32993,1861,142,True,True,IT
2020-09-07,LVA,Latvia,56.875584,24.607722,1428,35,,,,,True,True,LV
2020-09-07,LIE,Liechtenstein,47.164696,9.555,108,1,0,107,,,False,False,LI
2020-09-07,LTU,Lithuania,55.174112,23.906736,3083,86,,,,,True,True,LT
2020-09-07,LUX,Luxembourg,49.815764,6.131514,6896,124,,,,,True,True,LU
2020-09-07,MLT,Malta,35.946151,14.384612,2076,14,1690,372,,,True,True,MT
2020-09-07,MDA,Moldova,46.979527,28.377195,39797,1063,,,,,False,False,MD
2020-09-07,MCO,Monaco,43.738348,7.424451,148,1,,,,,False,False,
2020-09-07,MNE,Montenegro,42.710152,19.410069,5553,108,,,,,False,True,ME
2020-09-07,NLD,Netherlands,52.133057,5.29525,75584,12381,0,63203,24113,0,True,True,NL
2020-09-07,MKD,North Macedonia,41.611,21.751417,14762,606,,,,,False,True,MK
2020-09-07,NOR,Norway,64.583013,17.86411,11386,264,0,11122,1042,232,False,True,NO
2020-09-07,POL,Poland,51.92275,19.136875,71126,2124,,,,,True,True,PL
2020-09-07,PRT,Portugal,39.553444,-7.839319,60528,1843,43016,15669,381,49,True,True,PT
2020-09-07,ROU,Romania,45.947125,24.980514,95683,3893,,,,,True,True,RO
2020-09-07,RUS,Russian Fed.,61.523111,-74.9,1030690,19987,843277,167426,0,0,False,False,
2020-09-07,SMR,San Marino,43.942973,12.460035,735,42,,,,,False,False,SM
2020-09-07,SRB,Serbia,44.206802,20.911009,31905,724,,,,,False,True,RS
2020-09-08,SVK,Slovakia,48.665639,19.709097,4727,37,2913,1777,110,17,True,True,SK
2020-09-06,SVN,Slovenia,46.145528,14.974541,3190,135,401,2654,26,4,True,True,SI
2020-09-07,ESP,Spain,39.896027,-2.487694,525549,29516,,,137288,12566,True,True,ES
2020-09-06,SWE,Sweden,62.199806,17.637493,85558,5837,,,,2575,True,True,SE
2020-09-08,CHE,Switzerland,46.815514,8.224472,42092,2003,7030,33059,107,15,False,False,CH
2020-09-07,TUR,Turkey,38.961516,35.25175,279806,6673,,,,,False,True,TR
2020-09-07,UKR,Ukraine,48.379888,31.168139,135894,2811,,,,,False,False,UA
2020-09-07,GBR,United Kingdom,54.633221,-3.432277,350110,41554,0,308556,,,False,True,UK
