Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-30,ALB,Albania,41.156986,20.181222,773,31,0,742,0,0,False,False
2020-05-01,AND,Andorra,42.542268,1.596865,745,42,0,703,0,0,False,False
2020-05-01,AUT,Austria,47.697542,13.349319,15428,560,12907,1961,374,127,True,True
2020-05-01,BLR,Belarus,53.711111,27.973847,14027,89,0,13938,0,0,False,False
2020-04-30,BEL,Belgium,50.499527,4.475402,48908,7594,0,41314,0,0,True,True
2020-04-30,BIH,Bosnia and Herzegovina,43.892652,17.670584,918,33,0,885,0,0,False,False
2020-04-30,BGR,Bulgaria,42.729862,25.491667,1506,66,0,1440,0,0,True,True
2020-04-30,HRV,Croatia,44.48732,16.460306,2077,67,0,2010,0,0,True,True
2020-05-01,CYP,Cyprus,35.167406,33.435499,850,20,0,830,0,0,True,True
2020-05-01,CZE,Czech Republic,49.800901,15.478153,7689,237,3314,4138,0,0,True,True
2020-04-30,DNK,Denmark,56.155403,11.617223,9356,452,0,8904,0,0,True,True
2020-04-30,EST,Estonia,58.596209,25.023778,1689,52,0,1637,0,0,True,True
2020-04-30,FIN,Finland,64.952416,26.068944,5017,0,0,5017,0,0,True,True
2020-04-30,FRA,France,46.232193,2.209667,129581,15244,49476,64861,26283,4019,True,True
2020-05-01,DEU,Germany,51.165706,10.452764,160760,6481,126900,27379,0,0,True,True
2020-04-30,GRC,Greece,38.275283,23.810343,2591,140,0,2451,0,0,True,True
2020-04-30,HUN,Hungary,47.164638,19.508944,2775,312,0,2463,0,0,True,True
2020-04-30,ISL,Iceland,64.963942,-19.021169,1797,0,0,1797,0,0,False,True
2020-05-01,IRL,Ireland,53.41975,-8.240472,20612,1232,0,19380,0,0,True,True
2020-04-30,ITA,Italy,41.873987,12.564167,205463,27967,75945,101551,19843,1694,True,True
2020-05-01,LVA,Latvia,56.875584,24.607722,858,15,0,843,0,0,True,True
2020-05-01,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-05-01,LTU,Lithuania,55.174112,23.906736,1385,45,0,1340,0,0,True,True
2020-04-30,LUX,Luxembourg,49.815764,6.131514,3784,90,829,2865,101,23,True,True
2020-04-30,MLT,Malta,35.946151,14.384612,465,4,351,110,0,0,True,True
2020-05-01,MDA,Moldova,46.979527,28.377195,3897,119,0,3778,0,0,False,False
2020-05-01,MCO,Monaco,43.738348,7.424451,95,4,0,91,0,0,False,False
2020-05-01,MNE,Montenegro,42.710152,19.410069,322,7,0,315,0,0,False,True
2020-05-01,MKD,North Macedonia,41.611,21.751417,1465,77,0,1388,0,0,False,True
2020-04-30,NOR,Norway,64.583013,17.86411,7668,204,0,7464,0,0,False,True
2020-04-30,POL,Poland,51.92275,19.136875,12781,628,0,12153,0,0,True,True
2020-04-30,PRT,Portugal,39.553444,-7.839319,25077,1676,610,22791,0,228,True,True
2020-05-01,ROU,Romania,45.947125,24.980514,12240,723,4017,7500,0,0,True,True
2020-04-29,RUS,Russian Fed.,61.523111,-74.9,98949,972,0,97977,0,0,False,False
2020-05-01,SMR,San Marino,43.942973,12.460035,569,41,0,528,0,0,False,False
2020-05-01,SRB,Serbia,44.206802,20.911009,9009,179,0,8830,0,0,False,True
2020-05-01,SVK,Slovakia,48.665639,19.709097,2806,23,558,2225,176,5,True,True
2020-04-29,SVN,Slovenia,46.145528,14.974541,3455,103,231,3121,63,22,True,True
2020-04-30,ESP,Spain,39.896027,-2.487694,213435,24543,112050,76842,116661,10776,True,True
2020-04-30,SWE,Sweden,62.199806,17.637493,21092,2586,0,18506,0,1476,True,True
2020-05-01,CHE,Switzerland,46.815514,8.224472,28970,1739,4819,22412,1013,164,False,False
2020-04-30,TUR,Turkey,38.961516,35.25175,120204,3174,0,117030,0,0,False,True
2020-04-30,UKR,Ukraine,48.379888,31.168139,10406,261,0,10145,0,0,False,False
