Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-03,ALB,Albania,41.156986,20.181222,303,17,0,286,0,0,False,False
2020-04-03,AND,Andorra,42.542268,1.596865,428,15,0,413,0,0,False,False
2020-04-03,AUT,Austria,47.697542,13.349319,11383,0,0,11383,0,0,True,True
2020-04-03,BLR,Belarus,53.711111,27.973847,254,4,0,250,0,0,False,False
2020-04-03,BIH,Bosnia and Herzegovina,43.892652,17.670584,288,12,0,276,0,0,False,False
2020-04-03,BGR,Bulgaria,42.729862,25.491667,489,14,0,475,0,0,True,True
2020-04-03,HRV,Croatia,44.48732,16.460306,1080,8,0,1072,0,0,True,True
2020-04-03,CYP,Cyprus,35.167406,33.435499,396,13,0,383,0,0,True,True
2020-04-03,CZE,Czech Republic,49.800901,15.478153,3869,46,71,3752,0,0,True,True
2020-04-03,DNK,Denmark,56.155403,11.617223,4721,139,0,4582,0,0,True,True
2020-04-03,EST,Estonia,58.596209,25.023778,961,12,0,949,0,0,True,True
2020-04-03,FIN,Finland,64.952416,26.068944,2662,0,0,2662,0,0,True,True
2020-04-03,FRA,France,46.232193,2.209667,64338,5091,14008,45239,27432,6662,True,True
2020-04-03,DEU,Germany,51.165706,10.452764,79698,1251,0,78447,0,0,True,True
2020-04-03,GRC,Greece,38.275283,23.810343,1622,62,0,1560,0,0,True,True
2020-04-03,HUN,Hungary,47.164638,19.508944,1062,26,0,1036,0,0,True,True
2020-04-03,ISL,Iceland,64.963942,-19.021169,1364,0,0,1364,0,0,False,True
2020-04-03,IRL,Ireland,53.41975,-8.240472,3849,98,0,3751,0,0,True,True
2020-04-03,ITA,Italy,41.873987,12.564167,119827,14681,19758,85388,32809,4068,True,True
2020-04-03,LVA,Latvia,56.875584,24.607722,493,0,0,493,0,0,True,True
2020-04-03,LIE,Liechtenstein,47.164696,9.555,75,0,0,75,0,0,False,False
2020-04-03,LTU,Lithuania,55.174112,23.906736,696,9,0,687,0,0,True,True
2020-04-03,LUX,Luxembourg,49.815764,6.131514,2612,31,0,2581,0,0,True,True
2020-04-03,MLT,Malta,35.946151,14.384612,202,0,2,200,0,0,True,True
2020-04-03,MDA,Moldova,46.979527,28.377195,505,6,0,499,0,0,False,False
2020-04-03,MCO,Monaco,43.738348,7.424451,64,1,0,63,0,0,False,False
2020-04-03,MNE,Montenegro,42.710152,19.410069,160,2,0,158,0,0,False,True
2020-04-03,MKD,North Macedonia,41.611,21.751417,354,11,0,343,0,0,False,True
2020-04-03,NOR,Norway,64.583013,17.86411,5212,44,0,5168,0,0,False,True
2020-04-03,POL,Poland,51.92275,19.136875,3383,71,0,3312,0,0,True,True
2020-04-03,PRT,Portugal,39.553444,-7.839319,9907,246,0,9661,0,0,True,True
2020-04-03,ROU,Romania,45.947125,24.980514,3245,133,0,3112,0,0,True,True
2020-04-03,RUS,Russian Fed.,61.523111,-74.9,3547,30,0,3517,0,0,False,False
2020-04-03,SMR,San Marino,43.942973,12.460035,245,30,0,215,0,0,False,False
2020-04-03,SRB,Serbia,44.206802,20.911009,1171,31,0,1140,0,0,False,True
2020-04-03,SVK,Slovakia,48.665639,19.709097,471,1,0,470,0,0,True,True
2020-04-03,SVN,Slovenia,46.145528,14.974541,1724,12,0,1712,0,0,True,True
2020-04-03,ESP,Spain,39.896027,-2.487694,117710,10935,30513,76262,56637,6416,True,True
2020-04-03,SWE,Sweden,62.199806,17.637493,6078,333,0,5745,0,469,True,True
2020-04-03,CHE,Switzerland,46.815514,8.224472,20217,629,1750,17838,2316,401,False,False
2020-04-03,TUR,Turkey,38.961516,35.25175,20921,425,0,20496,0,0,False,True
2020-04-03,UKR,Ukraine,48.379888,31.168139,943,20,0,923,0,0,False,False
