Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-04-12,ALB,Albania,41.156986,20.181222,128518,2321,98269,27928,192,12,False,False,AL
2021-04-12,AND,Andorra,42.542268,1.596865,12581,121,,,36,,False,False,AD
2021-04-11,AUT,Austria,47.697542,13.349319,575714,9448,518342,47924,1705,599,True,True,AT
2021-04-12,BLR,Belarus,53.711111,27.973847,336881,2363,,,,,False,False,BY
2021-04-10,BEL,Belgium,50.499527,4.475402,922487,23428,,,3027,905,True,True,BE
2021-04-12,BIH,Bosnia and Herzegovina,43.892652,17.670584,184698,7487,141602,35609,,,False,False,BA
2021-04-13,BGR,Bulgaria,42.729862,25.491667,375115,14619,289356,71140,,,True,True,BG
2021-04-11,HRV,Croatia,44.48732,16.460306,292516,6308,272967,13241,,,True,True,HR
2021-04-11,CYP,Cyprus,35.167406,33.435499,52033,332,39061,12640,1336,,True,True,CY
2021-04-11,CZE,Czech Republic,49.800901,15.478153,1581184,27918,1466296,86970,,,True,True,CZ
2021-04-12,DNK,Denmark,56.155403,11.617223,238306,2443,227244,8619,207,0,True,True,DK
2021-04-12,EST,Estonia,58.596209,25.023778,114443,1037,,,,,True,True,EE
2021-04-12,FIN,Finland,64.952416,26.068944,82280,846,0,81434,,,True,True,FI
2021-04-11,FRA,France,46.232193,2.209667,5119585,72626,309787,4737172,30671,5838,True,True,FR
2021-04-12,DEU,Germany,51.165706,10.452764,3011515,78452,2683900,249163,,,True,True,DE
2021-04-11,GRC,Greece,38.275283,23.810343,295480,8885,93764,192831,,,True,True,EL
2021-04-11,HUN,Hungary,47.164638,19.508944,720164,23417,426394,270353,10484,1290,True,True,HU
2021-04-11,ISL,Iceland,64.963942,-19.021169,6258,29,6126,103,,,False,True,IS
2021-04-12,IRL,Ireland,53.41975,-8.240472,241330,4785,,,13848,1456,True,True,IE
2021-04-12,ITA,Italy,41.873987,12.564167,3779594,114612,3140565,524417,30922,3593,True,True,IT
2021-03-28,XKX,Kosovo,41.85637,21.803351,93655,1915,,,,,False,False,XK
2021-04-12,LVA,Latvia,56.875584,24.607722,107818,1990,,,,,True,True,LV
2021-04-11,LIE,Liechtenstein,47.164696,9.555,2753,56,2606,91,,,False,False,LI
2021-04-11,LTU,Lithuania,55.174112,23.906736,226783,3697,205965,17121,,,True,True,LT
2021-04-10,LUX,Luxembourg,49.815764,6.131514,63851,770,,,,,True,True,LU
2021-04-12,MLT,Malta,35.946151,14.384612,29661,402,28706,553,,,True,True,MT
2021-04-12,MDA,Moldova,46.979527,28.377195,241820,5409,238822,-2411,,,False,False,MD
2021-04-11,MCO,Monaco,43.738348,7.424451,2375,31,2242,102,,,False,False,MC
2021-04-12,MNE,Montenegro,42.710152,19.410069,94419,1381,,,512,,False,True,ME
2021-04-12,NLD,Netherlands,52.133057,5.29525,1357340,22929,0,1334411,39201,0,True,True,NL
2021-04-11,MKD,North Macedonia,41.611,21.751417,141844,4228,116780,20836,,,False,True,MK
2021-04-12,NOR,Norway,64.583013,17.86411,101839,687,0,101152,3809,726,False,True,NO
2021-04-12,POL,Poland,51.92275,19.136875,2586647,58481,2197782,330384,,,True,True,PL
2021-04-12,PRT,Portugal,39.553444,-7.839319,827786,16918,785063,25805,479,119,True,True,PT
2021-04-12,ROU,Romania,45.947125,24.980514,1006261,25248,,,,,True,True,RO
2021-04-12,RUS,Russian Fed.,61.523111,-74.9,4649710,105379,4272165,272166,0,0,False,False,RU
2021-04-11,SMR,San Marino,43.942973,12.460035,4956,85,4477,394,,,False,False,SM
2021-04-11,SRB,Serbia,44.206802,20.911009,642208,5735,0,636473,,,False,True,RS
2021-04-12,SVK,Slovakia,48.665639,19.709097,371062,10565,,,2243,214,True,True,SK
2021-04-11,SVN,Slovenia,46.145528,14.974541,226778,4413,12026,210339,636,142,True,True,SI
2021-04-08,ESP,Spain,39.896027,-2.487694,3336637,76179,,,335065,30391,True,True,ES
2021-04-08,SWE,Sweden,62.199806,17.637493,857401,13621,,,,6213,True,True,SE
2021-04-12,CHE,Switzerland,46.815514,8.224472,617186,10509,84876,521801,1085,184,False,False,CH
2021-04-12,TUR,Turkey,38.961516,35.25175,3903573,34182,3372629,496762,,,False,True,TR
2021-04-12,UKR,Ukraine,48.379888,31.168139,1861105,37301,1416215,407589,,,False,False,UA
2021-04-08,GBR,United Kingdom,54.633221,-3.432277,4370331,126980,0,4243351,,,False,True,UK
