Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-22,ALB,Albania,41.156986,20.181222,981,31,777,173,12,5,False,False
2020-05-23,AND,Andorra,42.542268,1.596865,762,51,0,711,0,0,False,False
2020-05-23,AUT,Austria,47.697542,13.349319,16407,606,15005,796,187,35,True,True
2020-05-23,BLR,Belarus,53.711111,27.973847,34303,190,0,34113,0,0,False,False
2020-05-23,BEL,Belgium,50.499527,4.475402,56810,9237,0,47573,16977,0,True,True
2020-05-22,BIH,Bosnia and Herzegovina,43.892652,17.670584,1013,37,0,976,0,0,False,False
2020-05-23,BGR,Bulgaria,42.729862,25.491667,2408,126,808,1474,0,0,True,True
2020-05-22,HRV,Croatia,44.48732,16.460306,2244,94,0,2150,0,0,True,True
2020-05-23,CYP,Cyprus,35.167406,33.435499,927,17,0,910,0,0,True,True
2020-05-23,CZE,Czech Republic,49.800901,15.478153,8820,312,6026,2482,0,0,True,True
2020-05-22,DNK,Denmark,56.155403,11.617223,12285,561,0,11724,0,0,True,True
2020-05-22,EST,Estonia,58.596209,25.023778,1807,64,0,1743,0,0,True,True
2020-05-23,FIN,Finland,64.952416,26.068944,6590,0,0,6590,0,0,True,True
2020-05-22,FRA,France,46.232193,2.209667,144556,17944,64209,62403,17383,1701,True,True
2020-05-23,DEU,Germany,51.165706,10.452764,177852,8216,159900,9736,0,0,True,True
2020-05-22,GRC,Greece,38.275283,23.810343,2874,169,270,2435,330,0,True,True
2020-05-23,HUN,Hungary,47.164638,19.508944,3713,482,1655,1576,462,21,True,True
2020-05-22,ISL,Iceland,64.963942,-19.021169,1803,0,0,1803,0,0,False,True
2020-05-23,IRL,Ireland,53.41975,-8.240472,24506,1592,0,22914,0,0,True,True
2020-05-22,ITA,Italy,41.873987,12.564167,228658,32616,136720,59322,9552,595,True,True
2020-05-23,LVA,Latvia,56.875584,24.607722,1030,22,0,1008,0,0,True,True
2020-05-23,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-05-23,LTU,Lithuania,55.174112,23.906736,1604,61,0,1543,0,0,True,True
2020-05-22,LUX,Luxembourg,49.815764,6.131514,3981,109,910,2962,46,5,True,True
2020-05-23,MLT,Malta,35.946151,14.384612,609,6,473,130,0,0,True,True
2020-05-23,MDA,Moldova,46.979527,28.377195,6847,237,0,6610,0,0,False,False
2020-05-23,MCO,Monaco,43.738348,7.424451,97,5,0,92,0,0,False,False
2020-05-23,MNE,Montenegro,42.710152,19.410069,324,9,0,315,0,0,False,True
2020-05-22,NLD,Netherlands,52.133057,5.29525,44888,5788,0,39100,11649,0,True,True
2020-05-23,MKD,North Macedonia,41.611,21.751417,1921,112,0,1809,0,0,False,True
2020-05-22,NOR,Norway,64.583013,17.86411,8310,235,0,8075,867,218,False,True
2020-05-23,POL,Poland,51.92275,19.136875,20838,990,0,19848,0,0,True,True
2020-05-22,PRT,Portugal,39.553444,-7.839319,30221,1289,7590,21342,576,84,True,True
2020-05-23,ROU,Romania,45.947125,24.980514,17857,1170,10777,5910,0,0,True,True
2020-05-22,RUS,Russian Fed.,61.523111,-74.9,326448,5365,99825,221258,0,0,False,False
2020-05-23,SMR,San Marino,43.942973,12.460035,661,41,0,620,0,0,False,False
2020-05-23,SRB,Serbia,44.206802,20.911009,11024,237,0,10787,0,0,False,True
2020-05-23,SVK,Slovakia,48.665639,19.709097,1504,28,1280,196,60,1,True,True
2020-05-22,SVN,Slovenia,46.145528,14.974541,2679,106,281,2292,19,4,True,True
2020-05-21,ESP,Spain,39.896027,-2.487694,233037,27940,0,205097,124521,11454,True,True
2020-05-23,SWE,Sweden,62.199806,17.637493,33188,3992,0,29196,0,1929,True,True
2020-05-23,CHE,Switzerland,46.815514,8.224472,30729,1905,5359,23465,446,54,False,False
2020-05-23,TUR,Turkey,38.961516,35.25175,154500,4276,0,150224,0,0,False,True
2020-05-22,UKR,Ukraine,48.379888,31.168139,20148,588,6585,12975,0,0,False,False
2020-05-22,GBR,United Kingdom,54.633221,-3.432277,254195,36393,0,217802,0,0,False,True
