Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-29,ALB,Albania,41.156986,20.181222,212,10,0,202,0,0,False,False
2020-03-29,AND,Andorra,42.542268,1.596865,308,4,0,304,0,0,False,False
2020-03-29,AUT,Austria,47.697542,13.349319,8536,0,0,8536,0,0,True,True
2020-03-29,BLR,Belarus,53.711111,27.973847,94,0,0,94,0,0,False,False
2020-03-29,BIH,Bosnia and Herzegovina,43.892652,17.670584,123,5,0,118,0,0,False,False
2020-03-27,BGR,Bulgaria,42.729862,25.491667,276,3,0,273,0,0,True,True
2020-03-29,HRV,Croatia,44.48732,16.460306,708,6,0,702,0,0,True,True
2020-03-29,CYP,Cyprus,35.167406,33.435499,214,6,0,208,0,0,True,True
2020-03-29,CZE,Czech Republic,49.800901,15.478153,2775,16,0,2759,0,0,True,True
2020-03-29,DNK,Denmark,56.155403,11.617223,3424,72,0,3352,0,0,True,True
2020-03-29,EST,Estonia,58.596209,25.023778,679,3,0,676,0,0,True,True
2020-03-27,FIN,Finland,64.952416,26.068944,2330,0,0,2330,0,0,True,True
2020-03-29,FRA,France,46.232193,2.209667,40237,2606,7131,30500,19354,4632,True,True
2020-03-29,DEU,Germany,51.165706,10.452764,52549,389,0,52160,0,0,True,True
2020-03-29,GRC,Greece,38.275283,23.810343,1172,38,0,1134,0,0,True,True
2020-03-29,HUN,Hungary,47.164638,19.508944,361,13,0,348,0,0,True,True
2020-03-29,ISL,Iceland,64.963942,-19.021169,1020,0,0,1020,0,0,False,True
2020-03-29,IRL,Ireland,53.41975,-8.240472,2615,46,0,2569,0,0,True,True
2020-03-29,ITA,Italy,41.873987,12.564167,97689,10779,13030,73880,31292,3906,True,True
2020-03-29,LVA,Latvia,56.875584,24.607722,347,0,0,347,0,0,True,True
2020-03-29,LIE,Liechtenstein,47.164696,9.555,61,0,0,61,0,0,False,False
2020-03-26,LTU,Lithuania,55.174112,23.906736,290,4,0,286,0,0,True,True
2020-03-29,LUX,Luxembourg,49.815764,6.131514,1911,21,0,1890,0,0,True,True
2020-03-29,MLT,Malta,35.946151,14.384612,151,0,0,151,0,0,True,True
2020-03-29,MDA,Moldova,46.979527,28.377195,231,2,0,229,0,0,False,False
2020-03-29,MCO,Monaco,43.738348,7.424451,46,1,0,45,0,0,False,False
2020-03-29,MNE,Montenegro,42.710152,19.410069,85,1,0,84,0,0,False,True
2020-03-27,MKD,North Macedonia,41.611,21.751417,219,3,0,216,0,0,False,True
2020-03-29,NOR,Norway,64.583013,17.86411,4105,22,0,4083,0,0,False,True
2020-03-29,POL,Poland,51.92275,19.136875,1862,22,0,1840,0,0,True,True
2020-03-29,PRT,Portugal,39.553444,-7.839319,5983,119,0,5864,0,0,True,True
2020-03-27,ROU,Romania,45.947125,24.980514,1294,24,0,1270,0,0,True,True
2020-03-29,RUS,Russian Fed.,61.523111,-74.9,1534,0,0,1534,0,0,False,False
2020-03-29,SMR,San Marino,43.942973,12.460035,224,22,0,202,0,0,False,False
2020-03-29,SRB,Serbia,44.206802,20.911009,741,13,0,728,0,0,False,True
2020-03-29,SVK,Slovakia,48.665639,19.709097,336,0,0,336,0,0,True,True
2020-03-29,SVN,Slovenia,46.145528,14.974541,730,12,0,718,0,0,True,True
2020-03-29,ESP,Spain,39.896027,-2.487694,78797,6528,14709,57560,43397,4907,True,True
2020-03-29,SWE,Sweden,62.199806,17.637493,3700,110,0,3590,0,255,True,True
2020-03-29,CHE,Switzerland,46.815514,8.224472,15257,317,801,14139,1770,271,False,False
2020-03-29,TUR,Turkey,38.961516,35.25175,9217,131,0,9086,0,0,False,True
2020-03-29,UKR,Ukraine,48.379888,31.168139,419,9,0,410,0,0,False,False
