Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-10-11,ALB,Albania,41.156986,20.181222,15399,420,9500,5479,230,16,False,False,AL
2020-10-11,AND,Andorra,42.542268,1.596865,2696,55,,,,,False,False,AD
2020-07-13,ARM,Armenia,40.066181,45.111108,32490,581,20729,11180,1885,273,False,False,AM
2020-10-11,AUT,Austria,47.697542,13.349319,89673,826,72121,16726,,,True,True,AT
2020-10-11,BLR,Belarus,53.711111,27.973847,82471,885,,,,,False,False,BY
2020-10-10,BEL,Belgium,50.499527,4.475402,156931,10175,,,1257,226,True,True,BE
2020-10-11,BIH,Bosnia and Herzegovina,43.892652,17.670584,29917,926,,,,,False,False,BA
2020-10-12,BGR,Bulgaria,42.729862,25.491667,24402,892,15847,7663,,,True,True,BG
2020-10-11,HRV,Croatia,44.48732,16.460306,20441,324,0,20117,,,True,True,HR
2020-10-11,CYP,Cyprus,35.167406,33.435499,1986,25,,,,,True,True,
2020-10-11,CZE,Czech Republic,49.800901,15.478153,114005,948,54909,58148,,,True,True,CZ
2020-10-09,DNK,Denmark,56.155403,11.617223,31638,665,25502,5471,0,,True,True,DK
2020-10-11,EST,Estonia,58.596209,25.023778,3846,68,,,,,True,True,EE
2020-10-11,FIN,Finland,64.952416,26.068944,12020,0,0,12020,0,0,True,True,FI
2020-10-09,FRA,France,46.232193,2.209667,691977,21798,100828,569351,7864,1448,True,True,FR
2020-10-11,DEU,Germany,51.165706,10.452764,322866,9615,274800,38451,,,True,True,DE
2020-10-11,GRC,Greece,38.275283,23.810343,22078,436,,,,,True,True,EL
2020-10-11,HUN,Hungary,47.164638,19.508944,37664,954,10848,25862,1252,138,True,True,HU
2020-10-11,ISL,Iceland,64.963942,-19.021169,3460,10,,,,,False,True,IS
2020-10-11,IRL,Ireland,53.41975,-8.240472,41714,1821,,,,,True,True,IE
2020-10-11,ITA,Italy,41.873987,12.564167,354950,36166,239709,79075,4939,420,True,True,IT
2020-10-11,LVA,Latvia,56.875584,24.607722,2596,40,,,,,True,True,LV
2020-10-11,LIE,Liechtenstein,47.164696,9.555,138,1,0,137,,,False,False,LI
2020-10-11,LTU,Lithuania,55.174112,23.906736,5963,103,,,,,True,True,LT
2020-10-11,LUX,Luxembourg,49.815764,6.131514,9360,130,,,,,True,True,LU
2020-10-11,MLT,Malta,35.946151,14.384612,3776,41,2967,768,,,True,True,MT
2020-10-11,MDA,Moldova,46.979527,28.377195,61762,1458,,,,,False,False,MD
2020-10-11,MCO,Monaco,43.738348,7.424451,233,1,,,,,False,False,
2020-10-11,MNE,Montenegro,42.710152,19.410069,13641,198,,,,,False,True,ME
2020-10-11,NLD,Netherlands,52.133057,5.29525,174653,12722,0,161931,25195,0,True,True,NL
2020-10-11,MKD,North Macedonia,41.611,21.751417,20555,785,,,,,False,True,MK
2020-10-09,NOR,Norway,64.583013,17.86411,15221,275,0,14946,1129,245,False,True,NO
2020-10-11,POL,Poland,51.92275,19.136875,125816,3004,,,,,True,True,PL
2020-10-11,PRT,Portugal,39.553444,-7.839319,86685,2080,53187,31418,843,124,True,True,PT
2020-10-11,ROU,Romania,45.947125,24.980514,155145,5411,,,,,True,True,RO
2020-10-11,RUS,Russian Fed.,61.523111,-74.9,1298718,24713,1020442,253563,0,0,False,False,
2020-10-11,SMR,San Marino,43.942973,12.460035,752,42,,,,,False,False,SM
2020-10-11,SRB,Serbia,44.206802,20.911009,34685,762,,,,,False,True,RS
2020-10-11,SVK,Slovakia,48.665639,19.709097,19851,61,5631,14159,388,12,True,True,SK
2020-10-08,SVN,Slovenia,46.145528,14.974541,7872,165,611,7096,138,22,True,True,SI
2020-10-08,ESP,Spain,39.896027,-2.487694,848324,32688,,,155502,14058,True,True,ES
2020-10-08,SWE,Sweden,62.199806,17.637493,98451,5894,,,,2624,True,True,SE
2020-10-11,CHE,Switzerland,46.815514,8.224472,60807,2089,8893,49825,224,31,False,False,CH
2020-10-11,TUR,Turkey,38.961516,35.25175,334031,8778,,,,,False,True,TR
2020-10-11,UKR,Ukraine,48.379888,31.168139,256266,4887,,,,,False,False,UA
2020-10-09,GBR,United Kingdom,54.633221,-3.432277,561825,42592,0,519233,,,False,True,UK
