Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2021-04-28,ALB,Albania,41.156986,20.181222,130409,2372,105016,23021,140,14,False,False,AL
2021-05-02,AND,Andorra,42.542268,1.596865,13282,127,,,18,,False,False,AD
2021-05-01,AUT,Austria,47.697542,13.349319,618346,9989,571212,37145,1081,482,True,True,AT
2021-05-01,BLR,Belarus,53.711111,27.973847,359982,2552,,,,,False,False,BY
2021-05-01,BEL,Belgium,50.499527,4.475402,993434,24258,,,2593,824,True,True,BE
2021-04-30,BIH,Bosnia and Herzegovina,43.892652,17.670584,198461,8551,159223,30687,,,False,False,BA
2021-05-03,BGR,Bulgaria,42.729862,25.491667,405194,16492,340442,48260,,,True,True,BG
2021-04-29,HRV,Croatia,44.48732,16.460306,330176,7040,308258,14878,,,True,True,HR
2021-05-01,CYP,Cyprus,35.167406,33.435499,66430,380,45914,20136,1565,,True,True,CY
2021-05-01,CZE,Czech Republic,49.800901,15.478153,1634114,29343,1555215,49556,,,True,True,CZ
2021-04-29,DNK,Denmark,56.155403,11.617223,250554,2483,237757,10314,173,0,True,True,DK
2021-05-02,EST,Estonia,58.596209,25.023778,122685,1168,,,,,True,True,EE
2021-05-02,FIN,Finland,64.952416,26.068944,87230,846,0,86384,,,True,True,FI
2021-05-01,FRA,France,46.232193,2.209667,5703505,78453,340997,5284055,28603,5581,True,True,FR
2021-05-02,DEU,Germany,51.165706,10.452764,3400534,83082,3024600,292852,,,True,True,DE
2021-05-01,GRC,Greece,38.275283,23.810343,346422,10453,93764,242205,,,True,True,EL
2021-05-02,HUN,Hungary,47.164638,19.508944,782892,27802,523510,231580,5031,587,True,True,HU
2021-05-01,ISL,Iceland,64.963942,-19.021169,6472,29,6253,190,,,False,True,IS
2021-05-02,IRL,Ireland,53.41975,-8.240472,249838,4906,,,14259,1510,True,True,IE
2021-05-02,ITA,Italy,41.873987,12.564167,4044762,121177,3492679,430906,20869,2524,True,True,IT
2021-04-18,XKX,Kosovo,41.85637,21.803351,104042,2129,,,,,False,False,XK
2021-05-02,LVA,Latvia,56.875584,24.607722,119750,2144,,,,,True,True,LV
2021-05-01,LIE,Liechtenstein,47.164696,9.555,2936,57,2792,87,,,False,False,LI
2021-05-01,LTU,Lithuania,55.174112,23.906736,249680,3950,224833,20897,,,True,True,LT
2021-04-29,LUX,Luxembourg,49.815764,6.131514,67205,796,,,,,True,True,LU
2021-05-02,MLT,Malta,35.946151,14.384612,30319,416,29642,261,,,True,True,MT
2021-05-02,MDA,Moldova,46.979527,28.377195,251335,5838,240834,4663,,,False,False,MD
2021-05-01,MCO,Monaco,43.738348,7.424451,2457,32,2369,56,,,False,False,MC
2021-04-30,MNE,Montenegro,42.710152,19.410069,97389,1495,,,297,,False,True,ME
2021-05-02,NLD,Netherlands,52.133057,5.29525,1507615,23310,0,1484305,40678,0,True,True,NL
2021-05-01,MKD,North Macedonia,41.611,21.751417,152581,4891,133070,14620,,,False,True,MK
2021-04-30,NOR,Norway,64.583013,17.86411,110510,756,0,109754,4207,804,False,True,NO
2021-05-02,POL,Poland,51.92275,19.136875,2803233,68068,2520968,214197,,,True,True,PL
2021-04-30,PRT,Portugal,39.553444,-7.839319,836514,16974,795838,23702,324,89,True,True,PT
2021-05-02,ROU,Romania,45.947125,24.980514,1056466,28282,,,,,True,True,RO
2021-05-02,RUS,Russian Fed.,61.523111,-74.9,4823255,112978,4443922,266355,0,0,False,False,RU
2021-05-01,SMR,San Marino,43.942973,12.460035,5066,90,4917,59,,,False,False,SM
2021-05-01,SRB,Serbia,44.206802,20.911009,690931,6386,0,684545,,,False,True,RS
2021-05-03,SVK,Slovakia,48.665639,19.709097,383098,11766,,,1201,131,True,True,SK
2021-04-29,SVN,Slovenia,46.145528,14.974541,240288,4554,12960,222774,626,157,True,True,SI
2021-04-29,ESP,Spain,39.896027,-2.487694,3514942,78080,,,9787,2320,True,True,ES
2021-04-29,SWE,Sweden,62.199806,17.637493,973604,14048,,,,6920,True,True,SE
2021-05-02,CHE,Switzerland,46.815514,8.224472,654675,10677,89985,554013,1001,216,False,False,CH
2021-05-02,TUR,Turkey,38.961516,35.25175,4875388,40844,4480381,354163,,,False,True,TR
2021-05-02,UKR,Ukraine,48.379888,31.168139,2083180,44596,1676265,362319,,,False,False,UA
2021-04-29,GBR,United Kingdom,54.633221,-3.432277,4414252,127502,0,4286750,,,False,True,UK
