Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-22,ALB,Albania,41.156986,20.181222,76,0,0,76,0,0,False,False
2020-03-20,AND,Andorra,42.542268,1.596865,75,0,0,75,,,False,False
2020-03-21,AUT,Austria,47.697542,13.349319,2814,,,,,,True,True
2020-03-20,BLR,Belarus,53.711111,27.973847,57,0,0,57,0,0,False,False
2020-03-20,BIH,Bosnia and Herzegovina,43.892652,17.670584,24,0,0,24,0,0,False,False
2020-03-22,BGR,Bulgaria,42.729862,25.491667,190,3,0,187,,,True,True
2020-03-22,HRV,Croatia,44.48732,16.460306,325,1,0,324,,,True,True
2020-03-22,CYP,Cyprus,35.167406,33.435499,84,0,0,84,,,True,True
2020-03-22,CZE,Czech Republic,49.800901,15.478153,1161,0,0,1161,,,True,True
2020-03-22,DNK,Denmark,56.155403,11.617223,2372,13,0,2359,0,0,True,True
2020-03-20,EST,Estonia,58.596209,25.023778,283,0,0,283,0,0,True,True
2020-03-20,FIN,Finland,64.952416,26.068944,717,0,0,717,,,True,True
2020-03-22,FRA,France,46.232193,2.209667,16689,674,2200,13815,7240,1746,True,True
2020-03-22,DEU,Germany,51.165706,10.452764,18612,55,0,18557,,,True,True
2020-03-20,GRC,Greece,38.275283,23.810343,522,15,0,507,0,0,True,True
2020-03-22,HUN,Hungary,47.164638,19.508944,109,6,0,103,0,0,True,True
2020-03-22,ISL,Iceland,64.963942,-19.021169,568,0,0,568,,,False,True
2020-03-22,IRL,Ireland,53.41975,-8.240472,906,4,0,902,,,True,True
2020-03-22,ITA,Italy,41.873987,12.564167,59138,5476,7024,46638,22855,3009,True,True
2020-03-21,LVA,Latvia,56.875584,24.607722,124,0,0,124,,,True,True
2020-03-22,LIE,Liechtenstein,47.164696,9.555,36,0,0,36,,,False,False
2020-03-21,LTU,Lithuania,55.174112,23.906736,69,0,0,69,,,True,True
2020-03-22,LUX,Luxembourg,49.815764,6.131514,798,8,0,790,,,True,True
2020-03-22,MLT,Malta,35.946151,14.384612,88,0,0,88,,,True,True
2020-03-22,MDA,Moldova,46.979527,28.377195,80,1,0,79,,,False,False
2020-03-22,MCO,Monaco,43.738348,7.424451,23,0,0,23,,,False,False
2020-03-22,MNE,Montenegro,42.710152,19.410069,16,0,0,16,,,False,True
2020-03-22,NOR,Norway,64.583013,17.86411,2132,7,0,2125,,,False,True
2020-03-22,POL,Poland,51.92275,19.136875,633,7,0,626,,,True,True
2020-03-22,PRT,Portugal,39.553444,-7.839319,1600,14,0,1586,,,True,True
2020-03-22,RUS,Russian Fed.,61.523111,-74.9,310,0,0,310,,,False,False
2020-03-20,SMR,San Marino,43.942973,12.460035,126,14,0,112,,,False,False
2020-03-20,SRB,Serbia,44.206802,20.911009,118,1,0,117,0,0,False,True
2020-03-22,SVK,Slovakia,48.665639,19.709097,185,0,0,185,,,True,True
2020-03-22,SVN,Slovenia,46.145528,14.974541,414,2,0,412,,,True,True
2020-03-22,ESP,Spain,39.896027,-2.487694,28572,1720,0,26852,15554,1785,True,True
2020-03-22,SWE,Sweden,62.199806,17.637493,1906,21,0,1885,,,True,True
2020-03-22,CHE,Switzerland,46.815514,8.224472,7993,101,182,7710,844,127,False,False
2020-03-22,TUR,Turkey,38.961516,35.25175,1236,30,0,1206,,,False,True
2020-03-22,UKR,Ukraine,48.379888,31.168139,47,3,0,44,,,False,False
