Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-07,ALB,Albania,41.156986,20.181222,449,22,0,427,0,0,False,False
2020-04-07,AND,Andorra,42.542268,1.596865,526,21,0,505,0,0,False,False
2020-04-07,AUT,Austria,47.697542,13.349319,12519,0,0,12519,0,0,True,True
2020-04-07,BLR,Belarus,53.711111,27.973847,700,13,0,687,0,0,False,False
2020-04-07,BIH,Bosnia and Herzegovina,43.892652,17.670584,416,21,0,395,0,0,False,False
2020-04-07,BGR,Bulgaria,42.729862,25.491667,569,22,0,547,0,0,True,True
2020-04-07,HRV,Croatia,44.48732,16.460306,1283,15,0,1268,0,0,True,True
2020-04-07,CYP,Cyprus,35.167406,33.435499,494,14,0,480,0,0,True,True
2020-04-07,CZE,Czech Republic,49.800901,15.478153,4828,80,127,4621,0,0,True,True
2020-04-07,DNK,Denmark,56.155403,11.617223,6033,197,0,5836,0,0,True,True
2020-04-07,EST,Estonia,58.596209,25.023778,1149,21,0,1128,0,0,True,True
2020-04-07,FIN,Finland,64.952416,26.068944,3355,0,0,3355,0,0,True,True
2020-04-07,FRA,France,46.232193,2.209667,78167,7091,19337,51739,30027,7131,True,True
2020-04-07,DEU,Germany,51.165706,10.452764,99227,1552,0,97675,0,0,True,True
2020-04-07,GRC,Greece,38.275283,23.810343,1833,81,0,1752,0,0,True,True
2020-04-07,HUN,Hungary,47.164638,19.508944,1256,47,0,1209,0,0,True,True
2020-04-07,ISL,Iceland,64.963942,-19.021169,1586,0,0,1586,0,0,False,True
2020-04-07,IRL,Ireland,53.41975,-8.240472,5364,174,0,5190,0,0,True,True
2020-04-07,ITA,Italy,41.873987,12.564167,135586,17127,24392,94067,32510,3792,True,True
2020-04-07,LVA,Latvia,56.875584,24.607722,542,1,0,541,0,0,True,True
2020-04-07,LIE,Liechtenstein,47.164696,9.555,78,1,0,77,0,0,False,False
2020-04-07,LTU,Lithuania,55.174112,23.906736,843,14,0,829,0,0,True,True
2020-04-07,LUX,Luxembourg,49.815764,6.131514,2970,44,310,2616,231,35,True,True
2020-04-07,MLT,Malta,35.946151,14.384612,293,0,5,288,0,0,True,True
2020-04-07,MDA,Moldova,46.979527,28.377195,965,19,0,946,0,0,False,False
2020-04-07,MCO,Monaco,43.738348,7.424451,72,2,0,70,0,0,False,False
2020-04-07,MNE,Montenegro,42.710152,19.410069,239,2,0,237,0,0,False,True
2020-04-07,MKD,North Macedonia,41.611,21.751417,599,25,0,574,0,0,False,True
2020-04-07,NOR,Norway,64.583013,17.86411,5867,69,0,5798,0,0,False,True
2020-04-07,POL,Poland,51.92275,19.136875,4848,129,0,4719,0,0,True,True
2020-04-05,PRT,Portugal,39.553444,-7.839319,11299,295,0,11004,0,0,True,True
2020-04-03,ROU,Romania,45.947125,24.980514,3245,133,0,3112,0,0,True,True
2020-04-07,RUS,Russian Fed.,61.523111,-74.9,6343,47,0,6296,0,0,False,False
2020-04-07,SMR,San Marino,43.942973,12.460035,277,32,0,245,0,0,False,False
2020-04-07,SRB,Serbia,44.206802,20.911009,2200,58,0,2142,0,0,False,True
2020-04-05,SVK,Slovakia,48.665639,19.709097,534,1,0,533,0,0,True,True
2020-04-07,SVN,Slovenia,46.145528,14.974541,1862,12,0,1850,0,0,True,True
2020-04-07,ESP,Spain,39.896027,-2.487694,140510,13798,43208,83504,63093,7069,True,True
2020-04-07,SWE,Sweden,62.199806,17.637493,7693,591,0,7102,0,640,True,True
2020-04-02,CHE,Switzerland,46.815514,8.224472,18372,515,1584,16273,2212,375,False,False
2020-04-07,TUR,Turkey,38.961516,35.25175,34109,725,0,33384,0,0,False,True
2020-04-07,UKR,Ukraine,48.379888,31.168139,1463,45,0,1418,0,0,False,False
