Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-09-17,ALB,Albania,41.156986,20.181222,11816,343,6733,4740,158,16,False,False,AL
2020-09-17,AND,Andorra,42.542268,1.596865,1438,53,,,,,False,False,AD
2020-07-13,ARM,Armenia,40.066181,45.111108,32490,581,20729,11180,1885,273,False,False,AM
2020-09-17,AUT,Austria,47.697542,13.349319,35835,740,28044,7051,748,81,True,True,AT
2020-09-17,BLR,Belarus,53.711111,27.973847,74763,767,,,,,False,False,BY
2020-09-16,BEL,Belgium,50.499527,4.475402,95948,9935,,,353,74,True,True,BE
2020-09-17,BIH,Bosnia and Herzegovina,43.892652,17.670584,24206,729,,,,,False,False,BA
2020-09-18,BGR,Bulgaria,42.729862,25.491667,18544,749,13391,4404,,,True,True,BG
2020-09-17,HRV,Croatia,44.48732,16.460306,14280,238,0,14042,,,True,True,HR
2020-09-17,CYP,Cyprus,35.167406,33.435499,1548,22,,,,,True,True,CY0
2020-09-18,CZE,Czech Republic,49.800901,15.478153,44155,489,23377,20289,,,True,True,CZ
2020-09-15,DNK,Denmark,56.155403,11.617223,20571,633,16557,3381,55,,True,True,DK
2020-09-17,EST,Estonia,58.596209,25.023778,2756,64,,,,,True,True,EE
2020-09-17,FIN,Finland,64.952416,26.068944,8821,0,0,8821,0,0,True,True,FI
2020-09-17,FRA,France,46.232193,2.209667,415481,20567,90840,304074,5844,800,True,True,FR
2020-09-18,DEU,Germany,51.165706,10.452764,267775,9378,238700,19697,,,True,True,DE
2020-09-17,GRC,Greece,38.275283,23.810343,14041,316,,,,,True,True,EL
2020-09-18,HUN,Hungary,47.164638,19.508944,16111,669,4240,11202,374,29,True,True,HU
2020-09-17,ISL,Iceland,64.963942,-19.021169,2189,10,,,,,False,True,IS
2020-09-17,IRL,Ireland,53.41975,-8.240472,31799,1788,,,,,True,True,IE
2020-09-17,ITA,Italy,41.873987,12.564167,293025,35658,215954,41413,2560,212,True,True,IT
2020-09-17,LVA,Latvia,56.875584,24.607722,1486,35,,,,,True,True,LV
2020-09-17,LIE,Liechtenstein,47.164696,9.555,111,1,0,110,,,False,False,LI
2020-09-17,LTU,Lithuania,55.174112,23.906736,3442,87,,,,,True,True,LT
2020-09-17,LUX,Luxembourg,49.815764,6.131514,7394,124,,,,,True,True,LU
2020-09-17,MLT,Malta,35.946151,14.384612,2595,16,1978,601,,,True,True,MT
2020-09-17,MDA,Moldova,46.979527,28.377195,44361,1159,,,,,False,False,MD
2020-09-17,MCO,Monaco,43.738348,7.424451,181,1,,,,,False,False,
2020-09-17,MNE,Montenegro,42.710152,19.410069,7291,126,,,,,False,True,ME
2020-09-17,NLD,Netherlands,52.133057,5.29525,88073,12404,0,75669,24238,0,True,True,NL
2020-09-17,MKD,North Macedonia,41.611,21.751417,16088,668,,,,,False,True,MK
2020-09-17,NOR,Norway,64.583013,17.86411,12499,266,0,12233,1074,236,False,True,NO
2020-09-17,POL,Poland,51.92275,19.136875,76571,2253,,,,,True,True,PL
2020-09-17,PRT,Portugal,39.553444,-7.839319,66417,1888,44794,19735,480,59,True,True,PT
2020-09-17,ROU,Romania,45.947125,24.980514,108575,4312,,,,,True,True,RO
2020-09-17,RUS,Russian Fed.,61.523111,-74.9,1085281,21177,895868,168236,0,0,False,False,
2020-09-17,SMR,San Marino,43.942973,12.460035,723,42,,,,,False,False,SM
2020-09-17,SRB,Serbia,44.206802,20.911009,32613,736,,,,,False,True,RS
2020-09-17,SVK,Slovakia,48.665639,19.709097,6021,39,3288,2694,121,10,True,True,SK
2020-09-16,SVN,Slovenia,46.145528,14.974541,4058,136,423,3499,62,11,True,True,SI
2020-09-17,ESP,Spain,39.896027,-2.487694,625651,30405,,,142252,12937,True,True,ES
2020-09-16,SWE,Sweden,62.199806,17.637493,87885,5864,,,,2590,True,True,SE
2020-09-18,CHE,Switzerland,46.815514,8.224472,48657,2043,7182,39432,164,14,False,False,CH
2020-09-17,TUR,Turkey,38.961516,35.25175,296391,7249,,,,,False,True,TR
2020-09-17,UKR,Ukraine,48.379888,31.168139,162660,3340,,,,,False,False,UA
2020-09-17,GBR,United Kingdom,54.633221,-3.432277,381624,41705,0,339919,,,False,True,UK
