Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-23,ALB,Albania,41.156986,20.181222,100,4,0,96,,,False,False
2020-03-23,AND,Andorra,42.542268,1.596865,113,0,0,113,,,False,False
2020-03-21,AUT,Austria,47.697542,13.349319,2814,,,,,,True,True
2020-03-23,BLR,Belarus,53.711111,27.973847,76,0,0,76,0,0,False,False
2020-03-23,BEL,Belgium,50.499527,4.475402,3743,88,0,3655,,,True,True
2020-03-23,BIH,Bosnia and Herzegovina,43.892652,17.670584,39,1,0,38,0,0,False,False
2020-03-23,BGR,Bulgaria,42.729862,25.491667,190,3,0,187,,,True,True
2020-03-23,HRV,Croatia,44.48732,16.460306,306,0,0,306,,,True,True
2020-03-23,CYP,Cyprus,35.167406,33.435499,116,1,0,115,,,True,True
2020-03-23,CZE,Czech Republic,49.800901,15.478153,1165,1,0,1164,,,True,True
2020-03-23,DNK,Denmark,56.155403,11.617223,2433,24,0,2409,0,0,True,True
2020-03-23,EST,Estonia,58.596209,25.023778,352,0,0,352,0,0,True,True
2020-03-20,FIN,Finland,64.952416,26.068944,717,0,0,717,,,True,True
2020-03-23,FRA,France,46.232193,2.209667,19856,860,0,18996,8675,2082,True,True
2020-03-23,DEU,Germany,51.165706,10.452764,22674,86,3595,18993,0,0,True,True
2020-03-23,GRC,Greece,38.275283,23.810343,624,14,0,610,0,0,True,True
2020-03-23,HUN,Hungary,47.164638,19.508944,138,8,0,130,0,0,True,True
2020-03-23,ISL,Iceland,64.963942,-19.021169,588,0,0,588,,,False,True
2020-03-23,IRL,Ireland,53.41975,-8.240472,1125,6,0,1119,,,True,True
2020-03-23,ITA,Italy,41.873987,12.564167,63927,6077,7432,50418,23896,3204,True,True
2020-03-23,LVA,Latvia,56.875584,24.607722,180,0,0,180,,,True,True
2020-03-23,LIE,Liechtenstein,47.164696,9.555,46,0,0,46,,,False,False
2020-03-23,LTU,Lithuania,55.174112,23.906736,143,1,0,142,,,True,True
2020-03-23,LUX,Luxembourg,49.815764,6.131514,875,8,0,867,,,True,True
2020-03-23,MLT,Malta,35.946151,14.384612,105,0,0,105,,,True,True
2020-03-23,MDA,Moldova,46.979527,28.377195,94,1,0,93,,,False,False
2020-03-23,MCO,Monaco,43.738348,7.424451,23,0,0,23,,,False,False
2020-03-23,MNE,Montenegro,42.710152,19.410069,22,1,0,21,,,False,True
2020-03-23,NOR,Norway,64.583013,17.86411,2371,8,0,2363,,,False,True
2020-03-23,POL,Poland,51.92275,19.136875,749,8,0,741,,,True,True
2020-03-23,PRT,Portugal,39.553444,-7.839319,2060,23,0,2037,,,True,True
2020-03-23,ROU,Romania,45.947125,24.980514,577,7,0,570,,,True,True
2020-03-23,RUS,Russian Fed.,61.523111,-74.9,367,0,0,367,,,False,False
2020-03-23,SMR,San Marino,43.942973,12.460035,151,20,0,131,,,False,False
2020-03-23,SRB,Serbia,44.206802,20.911009,349,2,0,347,0,0,False,True
2020-03-23,SVK,Slovakia,48.665639,19.709097,204,0,0,204,,,True,True
2020-03-23,SVN,Slovenia,46.145528,14.974541,442,3,0,439,,,True,True
2020-03-23,ESP,Spain,39.896027,-2.487694,33089,2182,3355,27552,18374,2355,True,True
2020-03-23,SWE,Sweden,62.199806,17.637493,2016,61,0,1955,0,0,True,True
2020-03-23,CHE,Switzerland,46.815514,8.224472,9102,130,223,8749,923,153,False,False
2020-03-23,TUR,Turkey,38.961516,35.25175,1236,30,0,1206,,,False,True
2020-03-23,UKR,Ukraine,48.379888,31.168139,73,3,0,70,,,False,False
