Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CuurentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-30,ALB,Albania,41.156986,20.181222,223,11,0,212,0,0,False,False
2020-03-30,AND,Andorra,42.542268,1.596865,334,6,0,328,0,0,False,False
2020-03-30,AUT,Austria,47.697542,13.349319,9377,0,0,9377,0,0,True,True
2020-03-30,BLR,Belarus,53.711111,27.973847,94,0,0,94,0,0,False,False
2020-03-30,BIH,Bosnia and Herzegovina,43.892652,17.670584,152,8,0,144,0,0,False,False
2020-03-30,BGR,Bulgaria,42.729862,25.491667,363,8,0,355,0,0,True,True
2020-03-30,HRV,Croatia,44.48732,16.460306,796,6,0,790,0,0,True,True
2020-03-30,CYP,Cyprus,35.167406,33.435499,230,7,0,223,0,0,True,True
2020-03-30,CZE,Czech Republic,49.800901,15.478153,2859,17,0,2842,0,0,True,True
2020-03-30,DNK,Denmark,56.155403,11.617223,3592,77,0,3515,0,0,True,True
2020-03-30,EST,Estonia,58.596209,25.023778,715,3,0,712,0,0,True,True
2020-03-30,FIN,Finland,64.952416,26.068944,2351,0,0,2351,0,0,True,True
2020-03-30,FRA,France,46.232193,2.209667,44613,3024,7924,33665,21008,5107,True,True
2020-03-30,DEU,Germany,51.165706,10.452764,57300,455,0,56845,0,0,True,True
2020-03-30,GRC,Greece,38.275283,23.810343,1225,41,0,1184,0,0,True,True
2020-03-30,HUN,Hungary,47.164638,19.508944,398,15,0,383,0,0,True,True
2020-03-30,ISL,Iceland,64.963942,-19.021169,1086,0,0,1086,0,0,False,True
2020-03-30,IRL,Ireland,53.41975,-8.240472,2910,54,0,2856,0,0,True,True
2020-03-30,ITA,Italy,41.873987,12.564167,101739,11591,14620,75528,31776,3981,True,True
2020-03-30,LVA,Latvia,56.875584,24.607722,376,0,0,376,0,0,True,True
2020-03-30,LIE,Liechtenstein,47.164696,9.555,62,0,0,62,0,0,False,False
2020-03-30,LTU,Lithuania,55.174112,23.906736,484,7,0,477,0,0,True,True
2020-03-30,LUX,Luxembourg,49.815764,6.131514,1988,22,0,1966,0,0,True,True
2020-03-30,MLT,Malta,35.946151,14.384612,156,0,0,156,0,0,True,True
2020-03-30,MDA,Moldova,46.979527,28.377195,263,2,0,261,0,0,False,False
2020-03-30,MCO,Monaco,43.738348,7.424451,49,1,0,48,0,0,False,False
2020-03-30,MNE,Montenegro,42.710152,19.410069,91,2,0,89,0,0,False,True
2020-03-30,MKD,North Macedonia,41.611,21.751417,285,7,0,278,0,0,False,True
2020-03-30,NOR,Norway,64.583013,17.86411,4228,26,0,4202,0,0,False,True
2020-03-30,POL,Poland,51.92275,19.136875,1984,26,0,1958,0,0,True,True
2020-03-30,PRT,Portugal,39.553444,-7.839319,6429,140,0,6289,0,0,True,True
2020-03-27,ROU,Romania,45.947125,24.980514,1294,24,0,1270,0,0,True,True
2020-03-30,RUS,Russian Fed.,61.523111,-74.9,1835,0,0,1835,0,0,False,False
2020-03-30,SMR,San Marino,43.942973,12.460035,224,29,0,195,0,0,False,False
2020-03-30,SRB,Serbia,44.206802,20.911009,785,16,0,769,0,0,False,True
2020-03-30,SVK,Slovakia,48.665639,19.709097,363,0,0,363,0,0,True,True
2020-03-30,SVN,Slovenia,46.145528,14.974541,1480,12,0,1468,0,0,True,True
2020-03-30,ESP,Spain,39.896027,-2.487694,85195,7340,16780,61075,46617,5231,True,True
2020-03-30,SWE,Sweden,62.199806,17.637493,4028,146,0,3882,0,306,True,True
2020-03-30,CHE,Switzerland,46.815514,8.224472,16165,371,939,14855,1980,308,False,False
2020-03-30,TUR,Turkey,38.961516,35.25175,10827,168,0,10659,0,0,False,True
2020-03-30,UKR,Ukraine,48.379888,31.168139,481,11,0,470,0,0,False,False
