Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-03-10,AUT,Austria,47.697542,13.349319,182,,,,,,True,True
2020-03-10,BEL,Belgium,50.499527,4.475402,267,,,,,,True,True
2020-03-10,FRA,France,46.232193,2.209667,1784,0,0,1784,0,0,True,True
2020-03-10,DEU,Germany,51.165706,10.452764,1298,2,383,913,0,0,True,True
2020-03-10,HUN,Hungary,47.164638,19.508944,12,0,0,12,0,0,True,True
2020-03-10,IRL,Ireland,53.41975,-8.240472,34,0,0,34,,,True,True
2020-03-10,ITA,Italy,41.873987,12.564167,10149,631,1004,8514,5915,877,True,True
2020-02-20,LVA,Latvia,56.875584,24.607722,-1,0,0,-1,,,True,True
2020-03-10,LIE,Liechtenstein,47.164696,9.555,1,0,0,1,,,False,False
2020-03-10,MLT,Malta,35.946151,14.384612,5,0,0,5,,,True,True
2020-03-10,NOR,Norway,64.583013,17.86411,277,0,0,277,,,False,True
2020-03-10,PRT,Portugal,39.553444,-7.839319,41,,,,,,True,True
2020-03-10,SVK,Slovakia,48.665639,19.709097,7,0,0,7,,,True,True
2020-03-10,ESP,Spain,39.896027,-2.487694,1622,35,19,1568,0,100,True,True
2020-03-10,CHE,Switzerland,46.815514,8.224472,417,4,7,406,63,11,False,False
