Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-05-24,ALB,Albania,41.156986,20.181222,998,32,789,177,11,4,False,False
2020-05-25,AND,Andorra,42.542268,1.596865,762,51,0,711,0,0,False,False
2020-05-25,AUT,Austria,47.697542,13.349319,16471,608,15063,800,187,35,True,True
2020-05-25,BLR,Belarus,53.711111,27.973847,36198,199,0,35999,0,0,False,False
2020-05-24,BEL,Belgium,50.499527,4.475402,57092,9280,0,47812,17025,0,True,True
2020-05-24,BIH,Bosnia and Herzegovina,43.892652,17.670584,1022,38,0,984,0,0,False,False
2020-05-25,BGR,Bulgaria,42.729862,25.491667,2433,130,862,1441,0,0,True,True
2020-05-25,HRV,Croatia,44.48732,16.460306,2245,95,0,2150,0,0,True,True
2020-05-25,CYP,Cyprus,35.167406,33.435499,935,17,0,918,0,0,True,True
2020-05-25,CZE,Czech Republic,49.800901,15.478153,8957,315,6083,2559,0,0,True,True
2020-05-25,DNK,Denmark,56.155403,11.617223,12441,563,0,11878,0,0,True,True
2020-05-24,EST,Estonia,58.596209,25.023778,1823,64,0,1759,0,0,True,True
2020-05-25,FIN,Finland,64.952416,26.068944,6621,0,0,6621,0,0,True,True
2020-05-24,FRA,France,46.232193,2.209667,144921,18022,64617,62282,17185,1655,True,True
2020-05-25,DEU,Germany,51.165706,10.452764,178572,8257,161200,9115,0,0,True,True
2020-05-24,GRC,Greece,38.275283,23.810343,2874,169,270,2435,330,0,True,True
2020-05-25,HUN,Hungary,47.164638,19.508944,3756,491,1711,1554,0,0,True,True
2020-05-25,ISL,Iceland,64.963942,-19.021169,1804,0,0,1804,0,0,False,True
2020-05-25,IRL,Ireland,53.41975,-8.240472,24639,1608,0,23031,0,0,True,True
2020-05-24,ITA,Italy,41.873987,12.564167,229858,32785,140479,56594,9166,553,True,True
2020-05-25,LVA,Latvia,56.875584,24.607722,1047,22,0,1025,0,0,True,True
2020-05-25,LIE,Liechtenstein,47.164696,9.555,83,1,0,82,0,0,False,False
2020-05-25,LTU,Lithuania,55.174112,23.906736,1623,63,0,1560,0,0,True,True
2020-05-24,LUX,Luxembourg,49.815764,6.131514,3992,110,915,2967,39,7,True,True
2020-05-25,MLT,Malta,35.946151,14.384612,611,6,485,120,0,0,True,True
2020-05-25,MDA,Moldova,46.979527,28.377195,7093,250,0,6843,0,0,False,False
2020-05-25,MCO,Monaco,43.738348,7.424451,98,5,0,93,0,0,False,False
2020-05-25,MNE,Montenegro,42.710152,19.410069,324,9,0,315,0,0,False,True
2020-05-25,NLD,Netherlands,52.133057,5.29525,45445,5830,0,39615,11680,0,True,True
2020-05-25,MKD,North Macedonia,41.611,21.751417,1978,113,0,1865,0,0,False,True
2020-05-22,NOR,Norway,64.583013,17.86411,8310,235,0,8075,867,218,False,True
2020-05-25,POL,Poland,51.92275,19.136875,21440,996,0,20444,0,0,True,True
2020-05-25,PRT,Portugal,39.553444,-7.839319,30809,1330,17822,11657,531,72,True,True
2020-05-25,ROU,Romania,45.947125,24.980514,18283,1202,11630,5451,0,0,True,True
2020-05-25,RUS,Russian Fed.,61.523111,-74.9,353427,5749,118798,228880,0,0,False,False
2020-05-25,SMR,San Marino,43.942973,12.460035,665,42,0,623,0,0,False,False
2020-05-25,SRB,Serbia,44.206802,20.911009,11159,238,0,10921,0,0,False,True
2020-05-25,SVK,Slovakia,48.665639,19.709097,1511,28,1307,176,61,1,True,True
2020-05-24,SVN,Slovenia,46.145528,14.974541,2680,107,283,2290,16,3,True,True
2020-05-24,ESP,Spain,39.896027,-2.487694,235772,28752,0,207020,124845,11477,True,True
2020-05-25,SWE,Sweden,62.199806,17.637493,33843,4029,0,29814,0,1957,True,True
2020-05-25,CHE,Switzerland,46.815514,8.224472,30740,1907,5366,23467,437,52,False,False
2020-05-25,TUR,Turkey,38.961516,35.25175,156827,4340,0,152487,0,0,False,True
2020-05-25,UKR,Ukraine,48.379888,31.168139,21245,0,7234,14011,0,0,False,False
2020-05-24,GBR,United Kingdom,54.633221,-3.432277,259559,36793,0,222766,0,0,False,True
