Date,iso3,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry,NUTS
2020-11-30,ALB,Albania,41.156986,20.181222,38182,810,18849,18523,459,32,False,False,AL
2020-11-30,AND,Andorra,42.542268,1.596865,6712,76,,,,,False,False,AD
2020-11-29,AUT,Austria,47.697542,13.349319,280530,2983,164514,113033,3560,691,True,True,AT
2020-11-30,BLR,Belarus,53.711111,27.973847,135008,1151,,,,,False,False,BY
2020-11-30,BEL,Belgium,50.499527,4.475402,577345,16645,,,4027,900,True,True,BE
2020-11-28,BIH,Bosnia and Herzegovina,43.892652,17.670584,85431,2542,,,,,False,False,BA
2020-12-01,BGR,Bulgaria,42.729862,25.491667,145300,4035,50565,90700,,,True,True,BG
2020-11-30,HRV,Croatia,44.48732,16.460306,128443,1786,0,126657,,,True,True,HR
2020-11-30,CYP,Cyprus,35.167406,33.435499,10383,48,,,,,True,True,CY
2020-11-29,CZE,Czech Republic,49.800901,15.478153,519723,8138,444406,67179,,,True,True,CZ
2020-11-30,DNK,Denmark,56.155403,11.617223,80481,837,63515,16129,259,44,True,True,DK
2020-11-30,EST,Estonia,58.596209,25.023778,12052,112,,,,,True,True,EE
2020-11-30,FIN,Finland,64.952416,26.068944,24914,354,0,24560,,,True,True,FI
2020-11-29,FRA,France,46.232193,2.209667,2218483,35923,161427,2021133,28313,3756,True,True,FR
2020-12-01,DEU,Germany,51.165706,10.452764,1067475,16636,758800,292039,,,True,True,DE
2020-11-30,GRC,Greece,38.275283,23.810343,104227,2321,,,,,True,True,EL
2020-11-30,HUN,Hungary,47.164638,19.508944,217122,4823,63860,148439,7734,666,True,True,HU
2020-11-30,ISL,Iceland,64.963942,-19.021169,5381,26,,,,,False,True,IS
2020-11-30,IRL,Ireland,53.41975,-8.240472,72241,2052,,,259,30,True,True,IE
2020-11-30,ITA,Italy,41.873987,12.564167,1601554,55576,757507,788471,36931,3744,True,True,IT
2020-11-30,LVA,Latvia,56.875584,24.607722,16975,197,,,,,True,True,LV
2020-11-28,LIE,Liechtenstein,47.164696,9.555,1273,15,0,1258,,,False,False,LI
2020-11-30,LTU,Lithuania,55.174112,23.906736,61325,506,,,,,True,True,LT
2020-11-30,LUX,Luxembourg,49.815764,6.131514,33973,306,,,,,True,True,LU
2020-11-30,MLT,Malta,35.946151,14.384612,9873,137,7665,2071,,,True,True,MT
2020-11-30,MDA,Moldova,46.979527,28.377195,107017,2290,,,,,False,False,MD
2020-11-30,MCO,Monaco,43.738348,7.424451,608,2,,,,,False,False,MC
2020-11-30,MNE,Montenegro,42.710152,19.410069,34881,487,,,,,False,True,ME
2020-11-30,NLD,Netherlands,52.133057,5.29525,523478,15514,0,507964,29512,0,True,True,NL
2020-11-30,MKD,North Macedonia,41.611,21.751417,61543,1731,,,,,False,True,MK
2020-11-30,NOR,Norway,64.583013,17.86411,35427,332,0,35095,1684,326,False,True,NO
2020-11-30,POL,Poland,51.92275,19.136875,985075,17029,,,,,True,True,PL
2020-11-30,PRT,Portugal,39.553444,-7.839319,298082,4505,212942,80635,3342,525,True,True,PT
2020-11-30,ROU,Romania,45.947125,24.980514,470082,11331,,,,,True,True,RO
2020-11-30,RUS,Russian Fed.,61.523111,-74.9,2295654,42011,1778704,474939,0,0,False,False,RU
2020-11-29,SMR,San Marino,43.942973,12.460035,1586,45,,,,,False,False,SM
2020-11-30,SRB,Serbia,44.206802,20.911009,169214,1549,,,,,False,True,RS
2020-11-30,SVK,Slovakia,48.665639,19.709097,105929,839,66041,39049,1790,116,True,True,SK
2020-11-29,SVN,Slovenia,46.145528,14.974541,75637,1435,3417,70785,1298,205,True,True,SI
2020-11-30,ESP,Spain,39.896027,-2.487694,1648187,45069,,,191371,16099,True,True,ES
2020-11-26,SWE,Sweden,62.199806,17.637493,243129,6681,,,,3208,True,True,SE
2020-12-01,CHE,Switzerland,46.815514,8.224472,322820,4837,33144,284839,3173,470,False,False,CH
2020-11-30,TUR,Turkey,38.961516,35.25175,494351,13558,,,,,False,True,TR
2020-11-30,UKR,Ukraine,48.379888,31.168139,722679,12213,,,,,False,False,UA
2020-11-30,GBR,United Kingdom,54.633221,-3.432277,1629667,58448,0,1571219,,,False,True,UK
