Date,iso3,Continent,CountryName,lat,lon,CumulativePositive,CumulativeDeceased,CumulativeRecovered,CurrentlyPositive,Hospitalized,IntensiveCare,EUcountry,EUCPMcountry
2020-04-13,AUS,OC,Australia,-26.853388,133.275155,6322,61,0,6261,0,0,False,False
2020-04-13,AUT,EU,Austria,47.697542,13.349319,13999,0,0,13999,748,219,True,True
2020-04-13,AZE,AS,Azerbaijan,40.147396,47.572098,1098,11,0,1087,0,0,False,False
2020-04-13,BHS,NA,Bahamas,24.885993,-76.709892,47,8,0,39,0,0,False,False
2020-04-13,BHR,AS,Bahrain,26.039722,50.559306,1136,6,0,1130,0,0,False,False
2020-04-13,BGD,AS,Bangladesh,23.68764,90.351002,621,34,0,587,0,0,False,False
2020-04-13,BRB,NA,Barbados,13.183551,-59.534649,71,4,0,67,0,0,False,False
2020-04-13,BLR,EU,Belarus,53.711111,27.973847,2578,26,0,2552,0,0,False,False
2020-04-13,BEL,EU,Belgium,50.499527,4.475402,34851,4900,,29951,5554,1226,True,True
2020-04-13,BLZ,NA,Belize,17.192929,-88.5009,14,2,0,12,0,0,False,False
2020-04-13,BEN,AF,Benin,9.322048,2.313138,35,1,0,34,0,0,False,False
2020-04-13,BMU,NA,Bermuda,32.320236,-64.774022,57,4,0,53,0,0,False,False
2020-04-13,BTN,AS,Bhutan,27.515709,90.442455,5,0,0,5,0,0,False,False
2020-04-13,BOL,SA,Bolivia,-16.28835,-63.549429,330,27,0,303,0,0,False,False
2020-04-13,BES,NA,"Bonaire, Saint Eustatius and Saba",12.160842,-68.304383,3,0,0,3,0,0,False,False
2020-04-13,BIH,EU,Bosnia and Herzegovina,43.892652,17.670584,1007,38,,969,,,False,False
2020-04-13,BWA,AF,Botswana,-22.34403,24.680158,13,1,0,12,0,0,False,False
2020-04-13,BRA,SA,Brazil,-14.242914,-53.189267,22169,1223,0,20946,0,0,False,False
2020-04-13,VGB,NA,British Virgin Islands,18.573601,-64.492065,3,0,0,3,0,0,False,False
2020-04-13,BGR,EU,Bulgaria,42.729862,25.491667,676,30,0,646,0,0,True,True
2020-04-13,BFA,AF,Burkina Faso,12.24185,-1.55676,497,27,0,470,0,0,False,False
2020-04-13,BDI,AF,Burundi,-3.387918,29.920395,5,0,0,5,0,0,False,False
2020-04-13,KHM,AS,Cambodia,12.54775,104.98386,122,0,0,122,0,0,False,False
2020-04-13,CMR,AF,Cameroon,7.365302,12.34344,820,12,0,808,0,0,False,False
2020-04-13,CAN,NA,Canada,62.393303,-96.818145,24365,717,0,23648,0,0,False,False
2020-04-13,CYM,NA,Cayman Islands,19.512365,-80.580024,53,1,0,52,0,0,False,False
2020-04-13,CAF,AF,Central African Republic,6.614041,20.941759,11,0,0,11,0,0,False,False
2020-04-13,TCD,AF,Chad,15.445718,18.738068,15,0,0,15,0,0,False,False
2020-04-13,CHL,SA,Chile,-36.711951,-73.601704,7213,80,0,7133,0,0,False,False
2020-04-13,CHN,AS,China,34.668138,104.165802,83209,3345,0,79864,0,0,False,False
2020-04-13,COL,SA,Colombia,4.577317,-74.298973,2776,109,0,2667,0,0,False,False
2020-04-13,CRI,NA,Costa Rica,9.624897,-84.253308,595,3,0,592,0,0,False,False
2020-04-13,HRV,EU,Croatia,44.48732,16.460306,1650,23,0,1627,0,0,True,True
2020-04-13,CUB,NA,Cuba,21.527062,-79.544601,669,18,0,651,0,0,False,False
2020-04-13,CUW,NA,Curaçao,12.209209,-68.945576,14,1,0,13,0,0,False,False
2020-04-13,CYP,EU,Cyprus,35.167406,33.435499,633,16,0,617,0,0,True,True
2020-04-13,CZE,EU,Czech Republic,49.800901,15.478153,5991,139,467,5385,0,0,True,True
2020-04-13,DNK,EU,Denmark,56.155403,11.617223,6513,285,0,6228,0,0,True,True
2020-04-13,DJI,AF,Djibouti,11.808375,42.595222,214,2,0,212,0,0,False,False
2020-04-13,DMA,NA,Dominica,15.416749,-61.36413,16,0,0,16,0,0,False,False
2020-04-13,DOM,NA,Dominican Republic,18.736509,-70.161744,2967,173,0,2794,0,0,False,False
2020-04-13,ECU,SA,Ecuador,-1.779901,-78.131592,7466,333,0,7133,0,0,False,False
2020-04-13,EGY,AF,Egypt,26.696361,30.246486,2065,159,0,1906,0,0,False,False
2020-04-13,SLV,NA,El Salvador,13.796873,-88.910412,125,6,0,119,0,0,False,False
2020-04-13,GNQ,AF,Equatorial Guinea,1.633925,10.341295,21,0,0,21,0,0,False,False
2020-04-13,ERI,AF,Eritrea,15.18132,39.786709,34,0,0,34,0,0,False,False
2020-04-13,EST,EU,Estonia,58.596209,25.023778,1332,27,0,1305,0,0,True,True
2020-04-13,ETH,AF,Ethiopia,9.148086,40.493059,71,3,0,68,0,0,False,False
2020-04-13,FLK,SA,Falkland Islands (Malvinas),-51.800581,-59.528839,5,0,0,5,0,0,False,False
2020-04-13,FJI,OC,Fiji,-16.578041,178.416339,16,0,0,16,0,0,False,False
2020-04-13,FIN,EU,Finland,64.952416,26.068944,3064,0,0,3064,0,0,True,True
2020-04-13,FRA,EU,France,46.232193,2.209667,98076,9588,27718,60770,32113,6821,True,True
2020-04-13,PYF,OC,French Polynesia,-17.778572,-143.903496,53,0,0,53,0,0,False,False
2020-04-13,GAB,AF,Gabon,-0.828097,11.598909,57,1,0,56,0,0,False,False
2020-04-13,GMB,AF,Gambia,13.445412,-15.311436,9,1,0,8,0,0,False,False
2020-04-13,GEO,AS,Georgia,42.319847,43.368055,257,3,0,254,0,0,False,False
2020-04-13,DEU,EU,Germany,51.165706,10.452764,123016,2799,64300,55917,0,0,True,True
2020-04-13,GHA,AF,Ghana,7.955012,-1.031819,566,8,0,558,0,0,False,False
2020-04-13,GIB,EU,Gibraltar,36.132235,-5.352273,129,4,0,125,0,0,False,False
2020-04-13,GRC,EU,Greece,38.275283,23.810343,2114,99,0,2015,0,0,True,True
2020-04-13,GRL,NA,Greenland,71.702379,-42.177174,11,0,0,11,0,0,False,False
2020-04-13,GRD,NA,Grenada,12.152588,-61.689557,14,0,0,14,0,0,False,False
2020-04-13,GUM,OC,Guam,13.446472,144.786613,133,5,0,128,0,0,False,False
2020-04-13,GTM,NA,Guatemala,15.776261,-90.229744,156,5,0,151,0,0,False,False
2020-04-13,GGY,EU,Guernsey,49.575693,-2.42318,218,6,0,212,0,0,False,False
2020-04-13,GIN,AF,Guinea,9.934887,-11.283845,250,0,0,250,0,0,False,False
2020-04-13,GNB,AF,Guinea Bissau,11.802527,-15.177029,39,0,0,39,0,0,False,False
2020-04-13,GUY,SA,Guyana,4.866324,-58.932507,45,6,0,39,0,0,False,False
2020-04-13,HTI,NA,Haiti,19.054426,-73.045971,33,3,0,30,0,0,False,False
2020-04-13,VAT,EU,Holy See,41.903859,12.452041,8,0,0,8,0,0,False,False
2020-04-13,HND,NA,Honduras,14.746334,-86.253097,397,25,0,372,0,0,False,False
2020-04-13,HUN,EU,Hungary,47.164638,19.508944,1458,109,0,1349,0,0,True,True
2020-04-13,ISL,EU,Iceland,64.963942,-19.021169,1711,0,0,1711,0,0,False,True
2020-04-13,IND,AS,India,21.125681,82.794998,9152,308,0,8844,0,0,False,False
2020-04-13,IDN,AS,Indonesia,-2.518722,118.015568,4241,373,0,3868,0,0,False,False
2020-04-13,IRN,AS,Iran,32.420653,53.682375,71686,4474,0,67212,0,0,False,False
2020-04-13,IRQ,AS,Iraq,33.223737,43.685901,1352,76,0,1276,0,0,False,False
2020-04-13,IRL,EU,Ireland,53.41975,-8.240472,9655,334,0,9321,0,0,True,True
2020-04-13,IMN,EU,Isle of Man,54.23782,-4.555111,228,2,0,226,0,0,False,False
2020-04-13,ISR,AS,Israel,31.418388,35.073541,11145,103,0,11042,0,0,False,False
2020-04-13,ITA,EU,Italy,41.873987,12.564167,159516,20465,35435,103616,31283,3260,True,True
2020-04-13,JAM,NA,Jamaica,18.115265,-77.273479,72,4,0,68,0,0,False,False
2020-04-13,JPN,AS,Japan,34.886306,134.379711,7255,102,0,7153,0,0,False,False
2020-04-13,JEY,EU,Jersey,49.217445,-2.141055,213,4,0,209,0,0,False,False
2020-04-13,JOR,AS,Jordan,31.276778,37.130583,389,7,0,382,0,0,False,False
2020-04-13,KAZ,AS,Kazakhstan,48.193764,66.902264,961,10,0,951,0,0,False,False
2020-04-13,KEN,AF,Kenya,0.170945,37.903969,197,8,0,189,0,0,False,False
2020-04-13,XKX,EU,Kosovo,41.85637,21.803351,362,7,0,355,0,0,False,False
2020-04-13,KWT,AS,Kuwait,29.310278,47.493515,1234,1,0,1233,0,0,False,False
2020-04-13,KGZ,AS,Kyrgyzstan,41.205528,74.779888,419,5,0,414,0,0,False,False
2020-04-13,LAO,AS,Laos,18.205208,103.895043,19,0,0,19,0,0,False,False
2020-04-13,LVA,EU,Latvia,56.875584,24.607722,651,5,0,646,0,0,True,True
2020-04-13,LBN,AS,Lebanon,33.872639,35.876736,630,20,0,610,0,0,False,False
2020-04-13,LBR,AF,Liberia,6.452424,-9.428598,50,5,0,45,0,0,False,False
2020-04-13,LBY,AF,Libya,26.338522,17.268816,25,1,0,24,0,0,False,False
2020-04-13,LIE,EU,Liechtenstein,47.164696,9.555,80,1,0,79,0,0,False,False
2020-04-13,LTU,EU,Lithuania,55.174112,23.906736,1062,24,0,1038,0,0,True,True
2020-04-13,LUX,EU,Luxembourg,49.815764,6.131514,3281,66,,3215,,,True,True
2020-04-13,MDG,AF,Madagascar,-18.777193,46.854328,106,0,0,106,0,0,False,False
2020-04-13,MWI,AF,Malawi,-13.24627,34.295385,13,2,0,11,0,0,False,False
2020-04-13,MYS,AS,Malaysia,4.109319,109.455475,4683,76,0,4607,0,0,False,False
2020-04-13,MDV,AS,Maldives,3.202833,73.165249,20,0,0,20,0,0,False,False
2020-04-13,MLI,AF,Mali,17.579757,-3.998823,116,9,0,107,0,0,False,False
2020-04-13,MLT,EU,Malta,35.946151,14.384612,384,3,44,337,0,0,True,True
2020-04-13,MRT,AF,Mauritania,21.00681,-10.947098,7,1,0,6,0,0,False,False
2020-04-13,MUS,AF,Mauritius,-15.422486,60.006449,324,9,0,315,0,0,False,False
2020-04-13,MEX,NA,Mexico,23.624813,-102.578671,4661,296,0,4365,0,0,False,False
2020-04-13,MDA,EU,Moldova,46.979527,28.377195,1662,32,0,1630,0,0,False,False
2020-04-13,MCO,EU,Monaco,43.738348,7.424451,93,2,0,91,0,0,False,False
2020-04-13,MNG,AS,Mongolia,46.860945,103.836986,16,0,0,16,0,0,False,False
2020-04-13,MNE,EU,Montenegro,42.710152,19.410069,272,3,0,269,0,0,False,True
2020-04-13,MSR,NA,Montserrat,16.749415,-62.192741,11,0,0,11,0,0,False,False
2020-04-13,MAR,AF,Morocco,31.792306,-7.080168,1661,118,0,1543,0,0,False,False
2020-04-13,MOZ,AF,Mozambique,-18.670284,35.530157,21,0,0,21,0,0,False,False
2020-04-13,NAM,AF,Namibia,-22.965662,18.486165,16,0,0,16,0,0,False,False
2020-04-13,NPL,AS,Nepal,28.395056,84.127803,12,0,0,12,0,0,False,False
2020-04-13,NLD,EU,Netherlands,52.133057,5.29525,26551,2823,0,23728,0,0,True,True
2020-04-13,NCL,OC,New Caledonia,-21.123889,165.846901,18,0,0,18,0,0,False,False
2020-04-13,NZL,OC,New Zealand,-40.9006,174.886,1064,5,0,1059,0,0,False,False
2020-04-13,NIC,NA,Nicaragua,12.866726,-85.214298,11,1,0,10,0,0,False,False
2020-04-13,NER,AF,Niger,17.611,8.080946,529,12,0,517,0,0,False,False
2020-04-13,NGA,AF,Nigeria,9.084575,8.674252,323,10,0,313,0,0,False,False
2020-04-13,MKD,EU,North Macedonia,41.611,21.751417,828,34,0,794,0,0,False,True
2020-04-13,MNP,OC,Northern Mariana Islands,17.331835,145.47577,11,2,0,9,0,0,False,False
2020-04-13,NOR,EU,Norway,64.583013,17.86411,6488,114,0,6374,0,0,False,True
2020-04-13,OMN,AS,Oman,21.516861,55.859291,599,4,0,595,0,0,False,False
2020-04-13,PAK,AS,Pakistan,30.441861,69.359766,5374,93,0,5281,0,0,False,False
2020-04-13,PSE,AS,Palestine,31.881464,34.894978,268,2,0,266,0,0,False,False
2020-04-13,PAN,NA,Panama,8.41771,-80.112778,3400,87,0,3313,0,0,False,False
2020-04-13,PNG,OC,Papua New Guinea,-6.48825,148.403152,2,0,0,2,0,0,False,False
2020-04-13,PRY,SA,Paraguay,-23.45139,-58.453215,147,6,0,141,0,0,False,False
2020-04-13,PER,SA,Peru,-9.181352,-75.002365,7519,193,0,7326,0,0,False,False
2020-04-13,PHL,AS,Philippines,12.881958,121.766541,4648,297,0,4351,0,0,False,False
2020-04-13,PRT,EU,Portugal,39.553444,-7.839319,16934,535,0,16399,0,0,True,True
2020-04-13,PRI,NA,Puerto Rico,18.223285,-66.592731,897,44,0,853,0,0,False,False
2020-04-13,QAT,AS,Qatar,25.318833,51.19693,2979,7,0,2972,0,0,False,False
2020-04-13,ROU,EU,Romania,45.947125,24.980514,6633,331,914,5388,0,0,True,True
2020-04-13,RUS,EU,Russian Fed.,61.523111,-74.9,18328,148,0,18180,0,0,False,False
2020-04-13,RWA,AF,Rwanda,-1.94708,29.876376,126,0,0,126,0,0,False,False
2020-04-13,KNA,NA,Saint Kitts and Nevis,17.257731,-62.706413,12,0,0,12,0,0,False,False
2020-04-13,LCA,NA,Saint Lucia,13.904011,-60.974176,15,0,0,15,0,0,False,False
2020-04-13,VCT,NA,Saint Vincent and the Grenadines,12.980909,-61.287392,12,0,0,12,0,0,False,False
2020-04-13,SMR,EU,San Marino,43.942973,12.460035,356,35,0,321,0,0,False,False
2020-04-13,STP,AF,Sao Tome and Principe,0.863044,6.968272,4,0,0,4,0,0,False,False
2020-04-13,SAU,AS,Saudi Arabia,23.886291,45.081139,4462,59,0,4403,0,0,False,False
2020-04-13,SEN,AF,Senegal,14.499454,-14.445562,280,2,0,278,0,0,False,False
2020-04-13,SRB,EU,Serbia,44.206802,20.911009,3630,80,0,3550,0,0,False,True
2020-04-13,SYC,AF,Seychelles,-7.018792,51.242138,10,0,0,10,0,0,False,False
2020-04-13,SLE,AF,Sierra Leone,8.464806,-11.795934,10,0,0,10,0,0,False,False
2020-04-13,SGP,AS,Singapore,1.364917,103.822872,2532,8,0,2524,0,0,False,False
2020-04-13,SVK,EU,Slovakia,48.665639,19.709097,835,2,0,833,0,0,True,True
2020-04-13,SVN,EU,Slovenia,46.145528,14.974541,1220,56,150,1014,103,35,True,True
2020-04-13,SOM,AF,Somalia,5.152149,46.199616,25,2,0,23,0,0,False,False
2020-04-13,ZAF,AF,South Africa,-28.48322,24.676997,2173,25,0,2148,0,0,False,False
2020-04-13,KOR,AS,South Korea,35.901696,127.735889,10537,217,0,10320,0,0,False,False
2020-04-13,SSD,AF,South Sudan,7.856272,30.040413,4,0,0,4,0,0,False,False
2020-04-13,ESP,EU,Spain,39.896027,-2.487694,174995,17056,59165,98774,71411,7146,True,True
2020-04-13,LKA,AS,Sri Lanka,7.874097,80.767098,210,7,0,203,0,0,False,False
2020-04-13,SDN,AF,Sudan,15.45847,30.217636,19,2,0,17,0,0,False,False
2020-04-13,SUR,SA,Suriname,3.917845,-56.032028,10,1,0,9,0,0,False,False
2020-04-13,SWE,EU,Sweden,62.199806,17.637493,11321,1215,0,10106,0,915,True,True
2020-04-13,CHE,EU,Switzerland,46.815514,8.224472,26149,1240,3213,21696,1793,346,False,False
2020-04-13,TWN,AS,Taiwan,21.901806,121.471,388,6,0,382,0,0,False,False
2020-04-13,THA,AS,Thailand,13.036597,101.492515,2579,40,0,2539,0,0,False,False
2020-04-13,TGO,AF,Togo,8.621697,0.829685,76,3,0,73,0,0,False,False
2020-04-13,TTO,NA,Trinidad and Tobago,10.687223,-61.220852,113,8,0,105,0,0,False,False
2020-04-13,TUN,AF,Tunisia,33.892166,9.561556,707,31,0,676,0,0,False,False
2020-04-13,TUR,AS,Turkey,38.961516,35.25175,56956,1198,0,55758,0,0,False,True
2020-04-13,TCA,NA,Turks and Caicos islands,21.692252,-71.803756,9,1,0,8,0,0,False,False
2020-04-13,UGA,AF,Uganda,1.365188,32.304651,54,0,0,54,0,0,False,False
2020-04-13,UKR,EU,Ukraine,48.379888,31.168139,2777,83,,2694,,,False,False
2020-04-13,ARE,AS,United Arab Emirates,24.358745,53.982494,4123,22,0,4101,0,0,False,False
2020-04-13,GBR,EU,United Kingdom,54.633221,-3.432277,88621,11329,0,77292,0,0,False,True
2020-04-13,USA,NA,United States of America,36.966428,-95.844032,557571,22108,0,535463,0,0,False,False
2020-04-13,VIR,NA,United States Virgin Islands,18.036736,-64.801704,51,1,0,50,0,0,False,False
2020-04-13,URY,SA,Uruguay,-32.53152,-55.758328,512,8,0,504,0,0,False,False
2020-04-13,UZB,AS,Uzbekistan,41.379722,64.564459,865,4,0,861,0,0,False,False
2020-04-13,VEN,SA,Venezuela,6.414107,-66.578926,181,9,0,172,0,0,False,False
2020-04-13,VNM,AS,Vietnam,15.974222,105.806431,262,0,0,262,0,0,False,False
2020-04-13,YEM,AS,Yemen,,,1,0,0,1,0,0,False,False
2020-04-13,ZMB,AF,Zambia,-13.151917,27.852537,43,2,0,41,0,0,False,False
2020-04-13,ZWE,AF,Zimbabwe,-19.013286,29.146666,14,3,0,11,0,0,False,False
2020-04-14,AFG,AS,Afghanistan,33.930445,67.678945,665,21,0,644,0,0,False,False
2020-04-14,DZA,AF,Algeria,28.026875,1.65284,1983,313,0,1670,0,0,False,False
2020-04-14,AND,EU,Andorra,42.542268,1.596865,646,29,0,617,0,0,False,False
2020-04-14,AGO,AF,Angola,-11.209451,17.880669,19,2,0,17,0,0,False,False
2020-04-14,AIA,NA,Anguilla,18.22512,-63.07213,3,0,0,3,0,0,False,False
2020-04-14,ATG,NA,Antigua and Barbuda,17.363183,-61.789423,23,2,0,21,0,0,False,False
2020-04-14,ARG,SA,Argentina,-38.421295,-63.587403,2272,98,0,2174,0,0,False,False
2020-04-14,ABW,NA,Aruba,12.517713,-69.965112,92,0,0,92,0,0,False,False
2020-04-14,AUS,OC,Australia,-26.853388,133.275155,6366,61,0,6305,0,0,False,False
2020-04-14,AUT,EU,Austria,47.697542,13.349319,14159,0,0,14159,748,230,True,True
2020-04-14,AZE,AS,Azerbaijan,40.147396,47.572098,1148,12,0,1136,0,0,False,False
2020-04-14,BHS,NA,Bahamas,24.885993,-76.709892,49,8,0,41,0,0,False,False
2020-04-14,BHR,AS,Bahrain,26.039722,50.559306,1361,7,0,1354,0,0,False,False
2020-04-14,BGD,AS,Bangladesh,23.68764,90.351002,803,39,0,764,0,0,False,False
2020-04-14,BRB,NA,Barbados,13.183551,-59.534649,72,4,0,68,0,0,False,False
2020-04-14,BLR,EU,Belarus,53.711111,27.973847,2919,29,0,2890,0,0,False,False
2020-04-14,BEL,EU,Belgium,50.499527,4.475402,36413,5175,,31238,5532,1204,True,True
2020-04-14,BLZ,NA,Belize,17.192929,-88.5009,18,2,0,16,0,0,False,False
2020-04-14,BEN,AF,Benin,9.322048,2.313138,35,1,0,34,0,0,False,False
2020-04-14,BMU,NA,Bermuda,32.320236,-64.774022,57,4,0,53,0,0,False,False
2020-04-14,BTN,AS,Bhutan,27.515709,90.442455,5,0,0,5,0,0,False,False
2020-04-14,BOL,SA,Bolivia,-16.28835,-63.549429,354,28,0,326,0,0,False,False
2020-04-14,BES,NA,"Bonaire, Saint Eustatius and Saba",12.160842,-68.304383,4,0,0,4,0,0,False,False
2020-04-14,BIH,EU,Bosnia and Herzegovina,43.892652,17.670584,1028,38,,990,,,False,False
2020-04-14,BWA,AF,Botswana,-22.34403,24.680158,13,1,0,12,0,0,False,False
2020-04-14,BRA,SA,Brazil,-14.242914,-53.189267,23430,1328,0,22102,0,0,False,False
2020-04-14,VGB,NA,British Virgin Islands,18.573601,-64.492065,3,0,0,3,0,0,False,False
2020-04-14,BGR,EU,Bulgaria,42.729862,25.491667,712,33,0,679,0,0,True,True
2020-04-14,BFA,AF,Burkina Faso,12.24185,-1.55676,515,28,0,487,0,0,False,False
2020-04-14,BDI,AF,Burundi,-3.387918,29.920395,5,0,0,5,0,0,False,False
2020-04-14,KHM,AS,Cambodia,12.54775,104.98386,122,0,0,122,0,0,False,False
2020-04-14,CMR,AF,Cameroon,7.365302,12.34344,820,12,0,808,0,0,False,False
2020-04-14,CAN,NA,Canada,62.393303,-96.818145,25663,780,0,24883,0,0,False,False
2020-04-14,CYM,NA,Cayman Islands,19.512365,-80.580024,53,1,0,52,0,0,False,False
2020-04-14,CAF,AF,Central African Republic,6.614041,20.941759,11,0,0,11,0,0,False,False
2020-04-14,TCD,AF,Chad,15.445718,18.738068,23,0,0,23,0,0,False,False
2020-04-14,CHL,SA,Chile,-36.711951,-73.601704,7525,82,0,7443,0,0,False,False
2020-04-14,CHN,AS,China,34.668138,104.165802,83303,3345,0,79958,0,0,False,False
2020-04-14,COL,SA,Colombia,4.577317,-74.298973,2852,112,0,2740,0,0,False,False
2020-04-14,CRI,NA,Costa Rica,9.624897,-84.253308,612,3,0,609,0,0,False,False
2020-04-14,HRV,EU,Croatia,44.48732,16.460306,1704,23,0,1681,0,0,True,True
2020-04-14,CUB,NA,Cuba,21.527062,-79.544601,726,21,0,705,0,0,False,False
2020-04-14,CUW,NA,Curaçao,12.209209,-68.945576,14,1,0,13,0,0,False,False
2020-04-14,CYP,EU,Cyprus,35.167406,33.435499,662,17,0,645,0,0,True,True
2020-04-14,CZE,EU,Czech Republic,49.800901,15.478153,6059,147,527,5385,0,0,True,True
2020-04-14,DNK,EU,Denmark,56.155403,11.617223,6691,299,0,6392,0,0,True,True
2020-04-14,DJI,AF,Djibouti,11.808375,42.595222,298,2,0,296,0,0,False,False
2020-04-14,DMA,NA,Dominica,15.416749,-61.36413,16,0,0,16,0,0,False,False
2020-04-14,DOM,NA,Dominican Republic,18.736509,-70.161744,3167,177,0,2990,0,0,False,False
2020-04-14,ECU,SA,Ecuador,-1.779901,-78.131592,7529,355,0,7174,0,0,False,False
2020-04-14,EGY,AF,Egypt,26.696361,30.246486,2190,164,0,2026,0,0,False,False
2020-04-14,SLV,NA,El Salvador,13.796873,-88.910412,149,6,0,143,0,0,False,False
2020-04-14,GNQ,AF,Equatorial Guinea,1.633925,10.341295,21,0,0,21,0,0,False,False
2020-04-14,ERI,AF,Eritrea,15.18132,39.786709,34,0,0,34,0,0,False,False
2020-04-14,EST,EU,Estonia,58.596209,25.023778,1373,31,0,1342,0,0,True,True
2020-04-14,ETH,AF,Ethiopia,9.148086,40.493059,74,3,0,71,0,0,False,False
2020-04-14,FLK,SA,Falkland Islands (Malvinas),-51.800581,-59.528839,5,0,0,5,0,0,False,False
2020-04-14,FJI,OC,Fiji,-16.578041,178.416339,16,0,0,16,0,0,False,False
2020-04-14,FIN,EU,Finland,64.952416,26.068944,3161,0,0,3161,0,0,True,True
2020-04-14,FRA,EU,France,46.232193,2.209667,103573,10129,28805,64639,32292,6730,True,True
2020-04-14,PYF,OC,French Polynesia,-17.778572,-143.903496,55,0,0,55,0,0,False,False
2020-04-14,GAB,AF,Gabon,-0.828097,11.598909,57,1,0,56,0,0,False,False
2020-04-14,GMB,AF,Gambia,13.445412,-15.311436,9,1,0,8,0,0,False,False
2020-04-14,GEO,AS,Georgia,42.319847,43.368055,272,3,0,269,0,0,False,False
2020-04-14,DEU,EU,Germany,51.165706,10.452764,125098,2969,70000,52129,0,0,True,True
2020-04-14,GHA,AF,Ghana,7.955012,-1.031819,566,8,0,558,0,0,False,False
2020-04-14,GIB,EU,Gibraltar,36.132235,-5.352273,129,4,0,125,0,0,False,False
2020-04-14,GRC,EU,Greece,38.275283,23.810343,2170,101,0,2069,0,0,True,True
2020-04-14,GRL,NA,Greenland,71.702379,-42.177174,11,0,0,11,0,0,False,False
2020-04-14,GRD,NA,Grenada,12.152588,-61.689557,14,0,0,14,0,0,False,False
2020-04-14,GUM,OC,Guam,13.446472,144.786613,134,5,0,129,0,0,False,False
2020-04-14,GTM,NA,Guatemala,15.776261,-90.229744,167,5,0,162,0,0,False,False
2020-04-14,GGY,EU,Guernsey,49.575693,-2.42318,219,6,0,213,0,0,False,False
2020-04-14,GIN,AF,Guinea,9.934887,-11.283845,319,0,0,319,0,0,False,False
2020-04-14,GNB,AF,Guinea Bissau,11.802527,-15.177029,39,0,0,39,0,0,False,False
2020-04-14,GUY,SA,Guyana,4.866324,-58.932507,47,6,0,41,0,0,False,False
2020-04-14,HTI,NA,Haiti,19.054426,-73.045971,40,3,0,37,0,0,False,False
2020-04-14,VAT,EU,Holy See,41.903859,12.452041,8,0,0,8,0,0,False,False
2020-04-14,HND,NA,Honduras,14.746334,-86.253097,407,26,0,381,0,0,False,False
2020-04-14,HUN,EU,Hungary,47.164638,19.508944,1512,122,0,1390,0,0,True,True
2020-04-14,ISL,EU,Iceland,64.963942,-19.021169,1720,0,0,1720,0,0,False,True
2020-04-14,IND,AS,India,21.125681,82.794998,10363,339,0,10024,0,0,False,False
2020-04-14,IDN,AS,Indonesia,-2.518722,118.015568,4557,399,0,4158,0,0,False,False
2020-04-14,IRN,AS,Iran,32.420653,53.682375,73303,4585,0,68718,0,0,False,False
2020-04-14,IRQ,AS,Iraq,33.223737,43.685901,1378,78,0,1300,0,0,False,False
2020-04-14,IRL,EU,Ireland,53.41975,-8.240472,10647,365,0,10282,0,0,True,True
2020-04-14,IMN,EU,Isle of Man,54.23782,-4.555111,242,2,0,240,0,0,False,False
2020-04-14,ISR,AS,Israel,31.418388,35.073541,11586,116,0,11470,0,0,False,False
2020-04-14,ITA,EU,Italy,41.873987,12.564167,162488,21067,37130,104291,31197,3186,True,True
2020-04-14,JAM,NA,Jamaica,18.115265,-77.273479,73,4,0,69,0,0,False,False
2020-04-14,JPN,AS,Japan,34.886306,134.379711,7645,109,0,7536,0,0,False,False
2020-04-14,JEY,EU,Jersey,49.217445,-2.141055,217,4,0,213,0,0,False,False
2020-04-14,JOR,AS,Jordan,31.276778,37.130583,391,7,0,384,0,0,False,False
2020-04-14,KAZ,AS,Kazakhstan,48.193764,66.902264,1179,14,0,1165,0,0,False,False
2020-04-14,KEN,AF,Kenya,0.170945,37.903969,208,9,0,199,0,0,False,False
2020-04-14,XKX,EU,Kosovo,41.85637,21.803351,377,8,0,369,0,0,False,False
2020-04-14,KWT,AS,Kuwait,29.310278,47.493515,1300,2,0,1298,0,0,False,False
2020-04-14,KGZ,AS,Kyrgyzstan,41.205528,74.779888,430,5,0,425,0,0,False,False
2020-04-14,LAO,AS,Laos,18.205208,103.895043,19,0,0,19,0,0,False,False
2020-04-14,LVA,EU,Latvia,56.875584,24.607722,655,5,0,650,0,0,True,True
2020-04-14,LBN,AS,Lebanon,33.872639,35.876736,632,20,0,612,0,0,False,False
2020-04-14,LBR,AF,Liberia,6.452424,-9.428598,59,6,0,53,0,0,False,False
2020-04-14,LBY,AF,Libya,26.338522,17.268816,26,1,0,25,0,0,False,False
2020-04-14,LIE,EU,Liechtenstein,47.164696,9.555,81,1,0,80,0,0,False,False
2020-04-14,LTU,EU,Lithuania,55.174112,23.906736,1070,24,0,1046,0,0,True,True
2020-04-14,LUX,EU,Luxembourg,49.815764,6.131514,3292,67,,3225,,,True,True
2020-04-14,MDG,AF,Madagascar,-18.777193,46.854328,106,0,0,106,0,0,False,False
2020-04-14,MWI,AF,Malawi,-13.24627,34.295385,16,2,0,14,0,0,False,False
2020-04-14,MYS,AS,Malaysia,4.109319,109.455475,4817,77,0,4740,0,0,False,False
2020-04-14,MDV,AS,Maldives,3.202833,73.165249,20,0,0,20,0,0,False,False
2020-04-14,MLI,AF,Mali,17.579757,-3.998823,123,10,0,113,0,0,False,False
2020-04-14,MLT,EU,Malta,35.946151,14.384612,393,3,44,346,0,0,True,True
