Italy	Abruzzo	151
Italy	Basilicata	64
Italy	Bolzano	40
Italy	Calabria	221
Italy	Campania	600
Italy	Emilia-Romagna	962
Italy	Friuli Venezia Giulia	155
Italy	Lazio	707
Italy	Liguria	251
Italy	Lombardia	1260
Italy	Marche	162
Italy	Molise	27
Italy	Piemonte	420
Italy	Puglia	306
Italy	Sardegna	163
Italy	Sicilia	611
Italy	Toscana	650
Italy	Trento	84
Italy	Umbria	96
Italy	Valle d'Aosta	25
Italy	Veneto	825
Belgium	Flanders	1083
Belgium Wallonia	657
Belgium Brussels	270
